shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.0451216,37.5565176,90039,
DB0088,-122.0452767,37.5564043,90040,
DB0088,-122.0454265,37.5562844,90041,
DB0088,-122.045759,37.556035,90042,
DB0088,-122.045945,37.555898,90043,
DB0088,-122.046367,37.555599,90044,
DB0088,-122.04674,37.555346,90045,
DB0088,-122.047135,37.55509,90046,
DB0088,-122.04767,37.55475,90047,
DB0088,-122.0480271,37.5545385,90048,
DB0088,-122.0481745,37.5544463,90049,
DB0088,-122.0488025,37.5541629,90050,
DB0088,-122.049026,37.55405,90051,
DB0088,-122.04927,37.553925,90052,
DB0088,-122.049924,37.553609,90053,
DB0088,-122.050283,37.553444,90054,
DB0088,-122.050342,37.553419,90055,
DB0088,-122.050596,37.553329,90056,
DB0088,-122.050671,37.553297,90057,
DB0088,-122.050712,37.553279,90058,
DB0088,-122.050918,37.553182,90059,
DB0088,-122.051001,37.553138,90060,
DB0088,-122.051282,37.553012,90061,
DB0088,-122.051753,37.552792,90062,
DB0088,-122.052507,37.552443,90063,
DB0088,-122.052571,37.552412,90064,
DB0088,-122.052787,37.552327,90065,
DB0088,-122.052812,37.552313,90066,
DB0088,-122.052842,37.552293,90067,
DB0088,-122.05318,37.552466,90068,
DB0088,-122.053482,37.552612,90069,
DB0088,-122.053602,37.552669,90070,
DB0088,-122.053725,37.552721,90071,
DB0088,-122.053821,37.55276,90072,
DB0088,-122.053902,37.55279,90073,
DB0088,-122.053982,37.552817,90074,
DB0088,-122.054063,37.55285,90075,
DB0088,-122.054127,37.552714,90076,
DB0088,-122.054195,37.552554,90077,
DB0088,-122.054227,37.552483,90078,
DB0088,-122.054269,37.552407,90079,
DB0088,-122.054341,37.552279,90080,
DB0088,-122.054419,37.552169,90081,
DB0088,-122.054562,37.55197,90082,
DB0088,-122.054697,37.5517706,90083,
DB0088,-122.0546876,37.5517472,90084,
DB0088,-122.0546815,37.551736,90085,
DB0088,-122.0546705,37.5517114,90086,
DB0088,-122.0546454,37.5516837,90087,
DB0088,-122.0546283,37.5516499,90088,
DB0088,-122.0546182,37.5516087,90089,
DB0088,-122.0546252,37.5515617,90090,
DB0088,-122.0546475,37.5515128,90091,
DB0088,-122.0546796,37.5514627,90092,
DB0088,-122.0547162,37.5514123,90093,
DB0088,-122.0547553,37.5513623,90094,
DB0088,-122.0547944,37.5513142,90095,
DB0088,-122.0547959,37.5513125,90096,
DB0088,-122.0547959,37.5513125,100001,
DB0088,-122.0548329,37.5512703,100002,
DB0088,-122.0548774,37.5512367,100003,
DB0088,-122.0549284,37.5512222,100004,
DB0088,-122.0549758,37.5512321,100005,
DB0088,-122.0550121,37.5512573,100006,
DB0088,-122.0550373,37.5512898,100007,
DB0088,-122.0550515,37.5513207,100008,
DB0088,-122.0550602,37.5514027,100009,
DB0088,-122.054966,37.551436,100010,
DB0088,-122.05482,37.551589,100011,
DB0088,-122.054697,37.5517706,100012,
DB0088,-122.054562,37.55197,100013,
DB0088,-122.054419,37.552169,100014,
DB0088,-122.054341,37.552279,100015,
DB0088,-122.054269,37.552407,100016,
DB0088,-122.054227,37.552483,100017,
DB0088,-122.054195,37.552554,100018,
DB0088,-122.054127,37.552714,100019,
DB0088,-122.053961,37.552651,100020,
DB0088,-122.053769,37.552568,100021,
DB0088,-122.053551,37.55246,100022,
DB0088,-122.053318,37.55235,100023,
DB0088,-122.052977,37.552159,100024,
DB0088,-122.053184,37.551872,100025,
DB0088,-122.05321,37.551841,100026,
DB0088,-122.053382,37.551637,100027,
DB0088,-122.053472,37.55153,100028,
DB0088,-122.053952,37.550883,100029,
DB0088,-122.054102,37.55072,100030,
DB0088,-122.054257,37.550571,100031,
DB0088,-122.054419,37.550425,100032,
DB0088,-122.054699,37.550125,100033,
DB0088,-122.0552424,37.549723,100034,
DB0088,-122.055301,37.549679,100035,
DB0088,-122.055428,37.549578,100036,
DB0088,-122.055675,37.54939,100037,
