shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
p_1303753,-122.3587374679,37.7927941365,19,3003.08944439
p_1303753,-122.3568215065,37.7928998474,20,3172.25271617
p_1303753,-122.3538560003,37.7934499203,21,3440.49092839
p_1303753,-122.3507705701,37.7943508369,22,3730.06166639
p_1303753,-122.3477849991,37.7952615804,23,4011.78100367
p_1303753,-122.3467622739,37.7954884874,24,4105.31303218
p_1303753,-122.3447616294,37.7959398255,25,4288.50348195
p_1303753,-122.3419113488,37.7964152196,26,4545.02731913
p_1303753,-122.3391528121,37.7967767932,27,4791.27630447
p_1303753,-122.3375774392,37.7971228691,28,4935.24471249
p_1303753,-122.335401152,37.7978773726,29,5144.41374789
p_1303753,-122.333113266,37.798404226,30,5354.22766973
p_1303753,-122.3317982074,37.7984098456,31,5470.04965509
p_1303753,-122.3297767918,37.7982070252,32,5649.49834636
p_1303753,-122.3279251938,37.7977904167,33,5819.00291125
p_1303753,-122.3262242343,37.7974829185,34,5972.65060984
p_1303753,-122.3255589143,37.7973192496,35,6033.99899260
p_1303753,-122.3221189845,37.7963915081,36,6353.98895859
p_1303753,-122.3199598329,37.7956574641,37,6560.87459661
p_1303753,-122.3194889684,37.7955432948,38,6604.23911470
p_1303753,-122.3153766487,37.7944653937,39,6985.68518022
p_1303753,-122.3126126057,37.7937794799,40,7240.76125163
p_1303753,-122.3087211116,37.7930652498,41,7592.56535979
p_1303753,-122.3055577035,37.7924898927,42,7878.41984658
p_1303753,-122.3023569383,37.7920226895,43,8165.07161130
p_1303753,-122.2993666874,37.7917561834,44,8430.10903973
p_1303753,-122.298799377,37.7917328948,45,8480.14470469
p_1303753,-122.2965553858,37.7916482279,46,8678.01945515
p_1303753,-122.2952323161,37.7917357407,47,8794.95996527
p_1303753,-122.2944920965,37.791846283,48,8861.30307229
p_1303753,-122.2943288984,37.7917541644,49,8878.94298794
p_1303753,-122.2940346735,37.7909170775,50,8975.40000978
p_1304108,-122.2940335099,37.7909145631,1,0.00000000
p_1304108,-122.2942480745,37.7918676016,2,107.45517470
p_1304108,-122.2938263442,37.7919553039,3,145.85549233
p_1304108,-122.293301031,37.7920313125,4,192.88788112
p_1304108,-122.291253153,37.7923396427,5,376.48219625
p_1304108,-122.2897659988,37.7925501267,6,509.53695186
p_1304108,-122.2878674107,37.7928496557,7,680.03560521
p_1304108,-122.2860399127,37.793130299,8,843.98567560
p_1304108,-122.2832300263,37.7934185197,9,1093.53506143
p_1304108,-122.2819783292,37.7935668359,10,1205.00454863
p_1304108,-122.2803431994,37.793730543,11,1350.16522237
p_1304108,-122.2800694446,37.7939059431,12,1381.15525654
p_1304108,-122.2800472483,37.7941515026,13,1408.48055907
p_1304108,-122.2800768434,37.7942918219,14,1424.27159218
p_1304108,-122.2801396657,37.7944692667,15,1444.72915447
p_1304108,-122.279777,37.795032,16,1514.88235719
p_1304110,-122.279777,37.795032,1,0.00000000
p_1304110,-122.2801502526,37.7944401138,2,73.46146635
p_1304110,-122.2800477321,37.7941700694,3,104.76502065
p_1304110,-122.2800646373,37.7939183139,4,132.74765080
p_1304110,-122.2803608076,37.7937172795,5,167.07498245
p_1304110,-122.2832181413,37.7934058688,6,421.10597062
p_1304110,-122.28613136,37.7931140528,7,679.73396387
p_1304110,-122.287710318,37.7928637751,8,821.55387628
p_1304110,-122.2931448359,37.7920467399,9,1308.73753851
p_1304110,-122.2941402351,37.7918948205,10,1398.01905078
p_1304110,-122.2939864395,37.7908685119,11,1512.73427344
p_1304623,-122.41209,37.80933,1,0.00000000
p_1304623,-122.4133055111,37.8109709673,2,211.25840300
p_1304623,-122.4133486482,37.8120103992,3,326.69049188
p_1304623,-122.4123564937,37.8131179745,4,477.50534599
p_1304623,-122.4097682646,37.8139699441,5,724.24962284
p_1304623,-122.4076976813,37.8137825117,6,907.75578055
p_1304623,-122.4055408236,37.8134417241,7,1101.40639325
p_1304623,-122.4023918115,37.8123000743,8,1406.27470782
p_1304623,-122.3987682907,37.8101189631,9,1806.79514878
p_1304623,-122.3947693865,37.8070995265,10,2292.92454732
p_1304623,-122.3915218031,37.8042305499,11,2720.93632619
p_1304623,-122.3880159787,37.8008735053,12,3204.83955176
p_1304623,-122.3875199014,37.7992033393,13,3395.29462872
p_1304623,-122.3878865672,37.7979251256,14,3540.79585166
p_1304623,-122.3894610733,37.7963741965,15,3761.84542847
p_1304623,-122.391612,37.795106,16,3997.85926002
p_1425731,-122.279777,37.795032,1,0.00000000
p_1425731,-122.2803635715,37.7942926701,2,96.96890418
p_1425731,-122.282767788,37.7938071658,3,315.47533717
p_1425731,-122.2841093404,37.793639996,4,435.08440339
p_1425731,-122.2852244487,37.7935351605,5,533.98786381
p_1425731,-122.2862221797,37.7934448158,6,622.43646402
p_1425731,-122.2876662131,37.7932801546,7,750.93091966
p_1425731,-122.2888447493,37.7930950732,8,856.74784373
p_1425731,-122.2900120465,37.792818429,9,964.04917674
p_1425731,-122.2912803605,37.7924824579,10,1081.82078970
p_1425731,-122.2924603319,37.7922516446,11,1188.86297277
p_1425731,-122.2935595116,37.7920706024,12,1287.74179545
p_1425731,-122.2953993156,37.7918556567,13,1451.53849618
p_1425731,-122.2965545227,37.7917827835,14,1553.61031029
p_1425731,-122.2992831093,37.7918838853,15,1794.20647784
p_1425731,-122.3003791471,37.7919732832,16,1891.25412517
p_1425731,-122.3016962416,37.7920877044,17,2007.95678740
p_1425731,-122.3029584279,37.7922241049,18,2120.15597661
p_1425731,-122.3050247701,37.792512581,19,2304.95338402
p_1425731,-122.3064622402,37.7927604322,20,2434.51874466
p_1425731,-122.3079107233,37.7930103277,21,2565.07976129
p_1425731,-122.3094090909,37.7932739457,22,2700.25852059
p_1425731,-122.3108793831,37.7935497617,23,2833.32860516
p_1425731,-122.3125262855,37.7938627463,24,2982.48614282
p_1425731,-122.3151850754,37.7945237994,25,3227.89058005
p_1425731,-122.3194804754,37.7956512983,26,3626.37428273
p_1425731,-122.320508199,37.7959594954,27,3723.13959184
p_1425731,-122.3221162994,37.7965092341,28,3877.35719284
p_1425731,-122.3254252652,37.7974191928,29,4185.79609898
p_1425731,-122.326189118,37.7976239321,30,4256.80558815
p_1425731,-122.3278098145,37.7978916069,31,4402.60453186
p_1425731,-122.3297094834,37.7983272325,32,4576.76002630
p_1425731,-122.3317651554,37.7985328846,33,4759.24107264
p_1425731,-122.3331569284,37.7985328846,34,4881.81758792
p_1425731,-122.33544942,37.7980333916,35,5091.19623188
p_1425731,-122.3376089742,37.7972809302,36,5298.92403904
p_1425731,-122.3391308822,37.7969478112,37,5437.97035380
p_1425731,-122.3427044116,37.796444726,38,5757.62167262
p_1425731,-122.3446883081,37.7961313303,39,5935.78182939
p_1425731,-122.3477718173,37.7954061547,40,6219.03974573
p_1425731,-122.3522102923,37.7940775249,41,6636.85569923
p_1425731,-122.3538915984,37.7935905107,42,6794.49870750
p_1425731,-122.3568493382,37.7930608348,43,7061.56287721
p_1425731,-122.3586904097,37.7929479385,44,7224.20560416
p_1425731,-122.3608209542,37.7931114905,45,7412.73726001
p_1425731,-122.3644046703,37.7935732814,46,7732.51949808
p_1425731,-122.3685182779,37.7941366917,47,8100.19380443
p_1425731,-122.3708220986,37.7946708036,48,8311.59022525
p_1425731,-122.3743142856,37.7955276,49,8633.53491594
p_1425731,-122.3767151641,37.796167409,50,8856.59907654
p_1425731,-122.3790742872,37.7965629015,51,9068.96465516
p_1425731,-122.3840168583,37.7970079804,52,9507.07211568
p_1425731,-122.3856801937,37.7971637574,53,9654.58538333
p_1425731,-122.3865461997,37.7970914324,54,9731.27916743
p_1425731,-122.3870638466,37.7969375257,55,9779.96564569
p_1425731,-122.3882354798,37.7964063861,56,9898.80911237
p_1425731,-122.389654678,37.7957139615,57,10045.54206744
p_1425731,-122.3897962292,37.7956534318,58,10059.70424527
p_1425731,-122.3906858295,37.7953560044,59,10144.72709371
p_1425731,-122.3910622973,37.7952421228,60,10180.21243319
p_1425731,-122.391612,37.795106,61,10230.93080043
p_1425732,-122.2984651189,37.7771650761,1,0.00000000
p_1425732,-122.3042349701,37.77737588,2,508.84735271
p_1425732,-122.3055243709,37.7768275752,3,637.71571015
p_1425732,-122.3063613584,37.7763393682,4,729.22209530
p_1425732,-122.3079612173,37.7752900126,5,912.06404596
p_1425732,-122.3110352151,37.7748406172,6,1187.43851102
p_1425732,-122.3134122109,37.774770997,7,1396.99523227
p_1425732,-122.3214341712,37.7755010033,8,2108.35920893
p_1425732,-122.3295797234,37.7760653384,9,2828.70432973
p_1425732,-122.3378663965,37.7773249816,10,3572.01176305
p_1425732,-122.3416950072,37.7780140518,11,3917.86329667
p_1425732,-122.3559168195,37.7809810189,12,5213.28712252
p_1425732,-122.3644665961,37.7834410896,13,6014.41805947
p_1425732,-122.3677989362,37.7846044939,14,6335.10848085
p_1425732,-122.3720723084,37.7860937186,15,6746.23237374
p_1425732,-122.376494729,37.7878716971,16,7182.91928039
p_1425732,-122.3794519076,37.7896407931,17,7509.11771384
p_1425732,-122.3816833291,37.7912826655,18,7777.14896550
p_1425732,-122.3857955935,37.7947505041,19,8305.67750028
p_1425732,-122.3865000009,37.7953398509,20,8395.83315681
p_1425732,-122.387382067,37.7956695177,21,8481.70748901
p_1425732,-122.3881405001,37.7956704822,22,8548.50703227
p_1425732,-122.3887882234,37.7955528992,23,8607.02946182
p_1425732,-122.3895497359,37.7952969824,24,8679.86723659
p_1425732,-122.3908451825,37.7945084766,25,8823.66537141
p_1425733,-122.2939860208,37.7908688816,1,0.00000000
p_1425733,-122.2943298497,37.7917594343,2,103.38006758
p_1425733,-122.2944904574,37.7918420324,3,120.23734295
p_1425733,-122.2952476083,37.7917352592,4,187.97214767
p_1425733,-122.2965656116,37.7916506463,5,304.44155712
p_1425733,-122.29668543,37.7916546755,6,315.00468448
p_1425733,-122.2983098817,37.791712867,7,458.23263130
p_1425733,-122.2992582322,37.7917451005,8,541.84019586
p_1425733,-122.3002005457,37.7918406103,9,625.51361114
p_1425733,-122.3022668628,37.7920176852,10,808.57303734
p_1425733,-122.3050692461,37.7924120653,11,1059.25744889
p_1425733,-122.3077417001,37.7928845614,12,1300.41639540
p_1425733,-122.3103095236,37.7933581432,13,1532.61462369
p_1425733,-122.3125752177,37.7937725708,14,1737.40540306
p_1425733,-122.3131659993,37.7939198135,15,1791.94622272
p_1425733,-122.3160158913,37.7946332734,16,2055.15187609
p_1425733,-122.3199666889,37.7956617039,17,2421.36746625
p_1425733,-122.3221550012,37.7964034392,18,2630.95018216
p_1425733,-122.3235207028,37.7967814797,19,2758.34224704
p_1425733,-122.3262848867,37.7975004516,20,3014.53977263
p_1425733,-122.3278582656,37.7977780275,21,3156.49595779
p_1425733,-122.3298162292,37.7982057653,22,3335.35535037
p_1425733,-122.3318087451,37.7984105325,23,3512.30678785
p_1425733,-122.3331390086,37.7984014318,24,3629.47057977
p_1425733,-122.335425219,37.7978690357,25,3839.31520784
p_1425733,-122.3375617028,37.7971318657,26,4044.50189974
p_1425733,-122.3391626259,37.7967814798,27,4190.76673843
p_1425733,-122.3416215978,37.7964538447,28,4410.37124336
p_1425733,-122.3447612024,37.7959350862,29,4692.82286068
p_1425733,-122.3478078969,37.7952479531,30,4971.79028782
p_1425733,-122.3512458506,37.7942149662,31,5295.57351977
p_1425733,-122.3538718253,37.7934459049,32,5542.11241740
p_1425733,-122.3548162547,37.7932775295,33,5627.36967017
p_1425733,-122.3568260468,37.7928952703,34,5809.40302305
p_1425733,-122.359031753,37.7928100895,35,6003.90922096
p_1425733,-122.3608169551,37.7929557124,36,6161.97642114
p_1425733,-122.3626239846,37.7932074058,37,6323.57027929
p_1425733,-122.3657183782,37.7936034705,38,6599.64165979
p_1425733,-122.3690240864,37.7940585363,39,6895.14966316
p_1425733,-122.3724274877,37.7947911865,40,7205.74552618
p_1425733,-122.3739721472,37.7952017851,41,7349.22377117
p_1425733,-122.3767663585,37.7959286771,42,7608.21313965
p_1425733,-122.3791656814,37.7963752253,43,7825.26814029
p_1425733,-122.3811238431,37.7965554898,44,7998.88927820
p_1425733,-122.3835448749,37.7967873599,45,8213.66771186
p_1425733,-122.3856684546,37.7969762407,46,8401.87149415
p_1425733,-122.3864688305,37.796927183,47,8472.57385558
p_1425733,-122.3870695272,37.7967386276,48,8529.46872124
p_1425733,-122.3891126625,37.7958401374,49,8735.20356678
p_1425733,-122.3911459552,37.794814036,50,8947.43468582
p_1425734,-122.3592469096,37.9094339605,1,0.00000000
p_1425734,-122.3602891717,37.9034276503,2,672.94036962
p_1425734,-122.3618744545,37.9022288967,3,865.66404445
p_1425734,-122.3650301033,37.902385257,4,1143.74184231
p_1425734,-122.3732207311,37.9030106948,5,1867.43160247
p_1425734,-122.3805413319,37.9038269972,6,2517.60446208
p_1425734,-122.3914255776,37.9049513143,7,3482.93470947
p_1425734,-122.39371577,37.9045325503,8,3689.64151419
p_1425734,-122.3943032743,37.9027474716,9,3894.40206663
p_1425734,-122.3894489185,37.8311712434,10,11850.40544073
p_1425734,-122.3896402602,37.8196847861,11,13125.43510422
p_1425734,-122.3885328577,37.8081321904,12,14411.39422534
p_1425734,-122.3870425383,37.8029175686,13,15004.87331618
p_1425734,-122.3862618948,37.7987680366,14,15470.54421053
p_1425734,-122.3875393115,37.7964127932,15,15755.14098712
p_1425734,-122.39079,37.79436,16,16121.04430654
p_1425735,-122.279777,37.795032,1,0.00000000
p_1425735,-122.2801551418,37.7944630126,2,71.39751822
p_1425735,-122.2803624501,37.7942929166,3,97.66207311
p_1425735,-122.2819944523,37.7939545707,4,246.22930994
p_1425735,-122.2837878825,37.7936725911,5,407.26143389
p_1425735,-122.2854644451,37.7935079655,6,556.05602364
p_1425735,-122.2874451128,37.7933047216,7,731.96232523
p_1425735,-122.2888289482,37.7930957066,8,856.03666760
p_1425735,-122.2913001117,37.79248097,9,1084.13830185
p_1425735,-122.2934355332,37.7920883544,10,1277.20760889
p_1425735,-122.2954565649,37.7918402171,11,1457.33802826
p_1425735,-122.2965253525,37.7917824979,12,1551.69477026
p_1425735,-122.2990659148,37.7918727298,13,1775.69192374
p_1425735,-122.3017377871,37.792089286,14,2012.25466239
p_1425735,-122.3022481752,37.7921339498,15,2057.48206113
p_1425735,-122.3051244666,37.7925269079,16,2314.55156307
p_1425735,-122.3113589783,37.7936431083,17,2877.48116713
p_1425735,-122.3125386143,37.7938457549,18,2983.78770841
p_1425735,-122.3177574113,37.7951776294,19,3466.63002093
p_1425735,-122.3215745262,37.7963204037,20,3825.95563212
p_1425735,-122.3221295332,37.7965248548,21,3879.84820858
p_1425735,-122.3238315077,37.7969976014,22,4038.66673273
p_1425735,-122.326164849,37.7976037761,23,4254.90597434
p_1425735,-122.3278115941,37.7978893873,24,4403.36404831
p_1425735,-122.3297196006,37.7983280565,25,4578.31882932
p_1425735,-122.3317623533,37.7985239663,26,4759.53811762
p_1425735,-122.3331519286,37.7985299369,27,4881.92288733
p_1425735,-122.3354533941,37.7980359027,28,5091.90474452
p_1425735,-122.3376088084,37.7972771869,29,5299.57928560
p_1425735,-122.3391883306,37.7969322093,30,5443.86725121
p_1425735,-122.3432468868,37.796352984,31,5807.05771950
p_1425735,-122.3448432168,37.7960931829,32,5950.58103356
p_1425735,-122.3478884814,37.7953776605,33,6230.30506598
p_1425735,-122.3525279706,37.7939821072,34,6667.30884408
p_1425735,-122.3539058115,37.7935849476,35,6796.42423659
p_1425735,-122.3568452005,37.7930496976,36,7062.04970764
p_1425735,-122.3587110736,37.792943657,37,7226.81443812
p_1425735,-122.3608261557,37.7931102921,38,7414.02406363
p_1425735,-122.3651975636,37.7936862001,39,7804.32025411
p_1425735,-122.3685079323,37.7941457035,40,8100.31685423
p_1425735,-122.369045148,37.7942269353,41,8148.48474581
p_1425735,-122.3719014674,37.7949086101,42,8411.19169826
p_1425735,-122.375092222,37.7957435755,43,8707.10708322
p_1425735,-122.3766560147,37.7961603725,44,8852.40013859
p_1425735,-122.3790075259,37.7965542196,45,9064.07205699
p_1425735,-122.3806177999,37.7966956,46,9206.76158050
p_1425735,-122.3836686912,37.7969694984,47,9477.18072583
p_1425735,-122.3856711872,37.7971568022,48,9654.76950187
p_1425735,-122.3865018841,37.7971012603,49,9728.19145854
p_1425735,-122.387070592,37.7969346342,50,9781.58512687
p_1425735,-122.3882207877,37.796409507,51,9898.45868854
p_1425735,-122.3897288221,37.7956773524,52,10054.16690720
p_1425735,-122.3901739317,37.7955198547,53,10097.09113807
p_1425735,-122.3911798507,37.7948357458,54,10213.77463864
p_1425744,-122.256966,37.736528,1,0.00000000
p_1425744,-122.2573599228,37.7362382865,2,47.32501027
p_1425744,-122.2580898549,37.7360270946,3,115.80268199
p_1425744,-122.2588375902,37.7360552536,4,181.78687757
p_1425744,-122.260030406,37.736421319,5,294.50628967
p_1425744,-122.2615792863,37.7370971273,6,450.28151064
p_1425744,-122.2642888356,37.7390652641,7,773.94614637
p_1425744,-122.2718287772,37.744780336,8,1692.64944825
p_1425744,-122.2755616888,37.7474664284,9,2136.63530119
p_1425744,-122.279674233,37.7501129142,10,2603.16223225
p_1425744,-122.2854193484,37.7529638355,11,3200.21526288
p_1425744,-122.292397825,37.7557460882,12,3888.37006489
p_1425744,-122.2992405128,37.7582559617,13,4552.59796795
p_1425744,-122.3076324011,37.7611835209,14,5360.31803913
p_1425744,-122.311648852,37.7625253171,15,5744.28912915
p_1425744,-122.3183991255,37.7650433634,16,6401.46926098
p_1425744,-122.3271079325,37.7681802831,17,7244.09947319
p_1425744,-122.3328863478,37.7702945771,18,7804.69899859
p_1425744,-122.336420793,37.7718815231,19,8162.46385676
p_1425744,-122.3403879135,37.7737656617,20,8569.76377620
p_1425744,-122.3466826499,37.7771141953,21,9237.35132199
p_1425744,-122.351543787,37.7801722546,22,9783.79537548
p_1425744,-122.3568925241,37.7838531503,23,10407.43365913
p_1425744,-122.3677320481,37.7909852302,24,11647.71266406
p_1425744,-122.3700968387,37.7928071088,25,11938.01595693
p_1425744,-122.3725478156,37.7943674218,26,12214.77474598
p_1425744,-122.3760299458,37.7955198837,27,12547.07464646
p_1425744,-122.3791321665,37.796176763,28,12829.86420359
p_1425744,-122.3859727128,37.7968490698,29,13436.94618525
p_1425744,-122.3908619938,37.7944283557,30,13944.51777083
p_1425745,-122.2626691015,38.100104287,1,0.00000000
p_1425745,-122.2637471883,38.0995903367,2,110.43775561
p_1425745,-122.2640958174,38.0992550193,3,158.60843640
p_1425745,-122.2642604478,38.0988206285,4,208.94104931
p_1425745,-122.2643088685,38.0984014771,5,255.65962090
p_1425745,-122.2640680039,38.0978744523,6,317.85680675
p_1425745,-122.2633950484,38.0970922179,7,422.84871284
p_1425745,-122.2615262136,38.0953398282,8,677.22631364
p_1425745,-122.2597481669,38.0937400963,9,913.56652012
p_1425745,-122.2579816955,38.0921854815,10,1145.49021340
p_1425745,-122.2563160165,38.0902383519,11,1406.37737376
p_1425745,-122.2502141686,38.0827754228,12,2392.66108471
p_1425745,-122.2464549653,38.0785124103,13,2969.44951947
p_1425745,-122.2446709366,38.0753024487,14,3358.61692623
p_1425745,-122.2435877763,38.0731958348,15,3611.02342583
p_1425745,-122.2447346519,38.071239639,16,3850.34365822
p_1425745,-122.2541074351,38.0658622111,17,4866.57290262
p_1425745,-122.2718135489,38.0597541782,18,6561.88562556
p_1425745,-122.2923275761,38.0532112655,19,8503.25833741
p_1425745,-122.3143996308,38.045031802,20,10642.79152011
p_1425745,-122.3377700416,38.0376695036,21,12851.08789773
p_1425745,-122.3577647264,38.0301019255,22,14797.08457943
p_1425745,-122.379668268,38.0206926705,23,16985.55055158
p_1425745,-122.3966199778,38.0095172285,24,18923.23751778
p_1425745,-122.4050838497,37.9978583038,25,20415.64764861
p_1425745,-122.4151294555,37.9873011478,26,21882.54643657
p_1425745,-122.4318859483,37.969565851,27,24340.70426464
p_1425745,-122.4358483163,37.9640283228,28,25047.11480885
p_1425745,-122.4362261015,37.9568797009,29,25841.27555219
p_1425745,-122.4317457272,37.9469053395,30,27016.33061638
p_1425745,-122.4268345199,37.9369245364,31,28205.29641452
p_1425745,-122.4239895273,37.9203450009,32,30062.46462304
p_1425745,-122.4131766054,37.8913107678,33,33422.48408384
p_1425745,-122.4049824612,37.8774782748,34,35118.60961961
p_1425745,-122.3994509535,37.8666360227,35,36416.72327156
p_1425745,-122.398006573,37.8597059727,36,37196.34644783
p_1425745,-122.3961744329,37.8535947619,37,37893.55221152
p_1425745,-122.3926299411,37.8428606412,38,39125.13612749
p_1425745,-122.3890169065,37.8287177213,39,40726.80199699
p_1425745,-122.3880186896,37.8217791292,40,41501.93649808
p_1425745,-122.3870204727,37.817047897,41,42034.37465750
p_1425745,-122.3867229589,37.8130233364,42,42481.84013173
