service_id,date,exception_type
0,20240320,2
1,20240320,1
3,20240320,1
0,20240429,2
1,20240429,1
3,20240429,1
0,20240503,2
1,20240503,1
3,20240503,1
2,20240504,2
3,20240504,1
0,20240506,2
1,20240506,1
3,20240506,1
0,20240715,2
1,20240715,1
3,20240715,1
0,20240812,2
1,20240812,1
3,20240812,1
0,20240916,2
1,20240916,1
3,20240916,1
0,20240923,2
1,20240923,1
3,20240923,1
0,20241014,2
1,20241014,1
3,20241014,1
0,20241104,2
1,20241104,1
3,20241104,1
2,20241123,2
3,20241123,1
