block_id,bikes_allowed,route_id,wheelchair_accessible,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_4004,1,20,1,871040,1,Concord BART,shp-20-01,1_merged_1478081,871040_merged_1479298,
a_16504,1,21,1,,0,San Ramon TC,shp-21-51,1_merged_1478081,1165040,
b_16,1,6,1,,0,Orinda BART Via Orinda Village,shp-6-02,4_merged_1478088,287080,
a_7307,1,321,1,,0,San Ramon,shp-321-51,3_merged_1478082,187070,
b_1110,1,20,1,565040,0,DVC,shp-20-51,2_merged_1478087,565040_merged_1480375,
a_1904,1,5,1,1013040,1,Walnut Creek BART,shp-5-01,1_merged_1478081,1013040_merged_1478411,
b_1000128,1,28,1,1304040,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,2_merged_1478087,1304040_merged_1479875,
b_535,1,35,1,,1,San Ramon  TC Via Windemere Pkwy,shp-35-01,3_merged_1478086,1000020,
b_1010,1,10,1,,0,Concord BART,shp-10-53,4_merged_1478088,86080,
a_13804,1,35,1,,0,Dublin BART Via Windemere Pkwy,shp-35-51,1_merged_1478081,273040,
a_8001,1,320,1,,1,Concord BART Via Diamond Blvd,shp-320-01,2_merged_1478083,1391010,
a_2001,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,2_merged_1478083,420010,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478085,1032010,
b_100026,1,6,1,1260020,0,Orinda BART  Via St Marys College,shp-6-51,3_merged_1478086,1260020_merged_1479490,
a_4604,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,1_merged_1478081,1153040,
a_1802,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,199020,
b_100015,1,5,1,,1,Walnut Creek BART,shp-5-01,2_merged_1478087,1399040,
a_16404,1,10,1,862040,0,Concord BART,shp-10-51,1_merged_1478081,862040_merged_1479256,
b_111,1,11,1,334040,0,PH  BART,shp-11-51,2_merged_1478087,334040_merged_1480022,
a_5907,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,3_merged_1478082,802070,
b_298,1,98X,1,1255020,1,Martinez AMTRAK,shp-98X-01,3_merged_1478086,1255020_merged_1480310,
b_596,1,95X,1,,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,3_merged_1478086,43020,
b_699,1,99X,1,306020,0,MARTINEZ AMTRAK VIA MASON CIRCLE,shp-99X-54,3_merged_1478086,306020_merged_1480188,
a_2504,1,611,1,,0,Oak Grove Middle,shp-611-02,1_merged_1478081,386040,
b_2000117,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,2_merged_1478087,923040,
a_4502,1,15,1,976020,0,PH  BART,shp-15-51,4_merged_1478084,976020_merged_1478322,
a_7902,1,16,1,769020,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478084,769020_merged_1478266,
b_1010,1,10,1,448040,0,Concord BART,shp-10-51,2_merged_1478087,448040_merged_1479456,
a_4004,1,20,1,993040,1,Concord BART,shp-20-01,1_merged_1478081,993040_merged_1479309,
b_2000119,1,19,1,1129040,1,Martinez AMTRAK,shp-19-01,2_merged_1478087,1129040_merged_1480339,
b_596,1,613,1,598020,1,Concord BART Via Detroit Ave/Laguna St,shp-613-01,3_merged_1478086,598020_merged_1480284,
a_4002,1,10,1,,1,Clayton,shp-10-01,4_merged_1478084,1164020,
b_1010,1,10,1,166020,0,Concord BART,shp-10-51,3_merged_1478086,166020_merged_1479572,
a_10604,1,35,1,859040,0,Dublin BART Via Bollinger Canyon,shp-35-52,1_merged_1478081,859040_merged_1478487,
b_118,1,18,1,,0,PH  BART,shp-18-51,3_merged_1478086,592020,
b_1196,1,95X,1,,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,4_merged_1478088,1172080,
a_4302,1,11,1,311020,0,PH  BART,shp-11-51,4_merged_1478084,311020_merged_1478367,
a_1801,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478083,589010,
a_10004,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,1_merged_1478081,1309040,
a_1201,1,320,1,1289010,1,Concord BART Via Diamond Blvd,shp-320-01,2_merged_1478083,1289010_merged_1478889,
a_7301,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,2_merged_1478083,80010,
b_535,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,4_merged_1478088,419080,
a_13004,1,11,1,,1,Concord BART,shp-11-01,1_merged_1478081,134040,
a_1002,1,21,1,845020,0,San Ramon TC,shp-21-51,4_merged_1478084,845020_merged_1478326,
b_1000111,1,11,1,,1,Concord BART,shp-11-01,3_merged_1478086,633020,
a_6704,1,21,1,1198040,1,Walnut Creek BART,shp-21-01,1_merged_1478081,1198040_merged_1478350,
b_1000115,1,15,1,541040,1,Concord BART Via John Muir Concord,shp-15-04,2_merged_1478087,541040_merged_1480045,
a_7502,1,6,1,232020,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,232020_merged_1478330,
b_1000221,1,21,1,,1,Walnut Creek BART,shp-21-01,3_merged_1478086,799020,
b_198,1,98X,1,965040,0,WC  BART,shp-98X-51,2_merged_1478087,965040_merged_1480571,
b_1000114,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478088,317080,
a_16904,1,99X,1,,1,BART N CONCORD,shp-99X-02_merged_1478091,1_merged_1478081,865040,
a_10207,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,3_merged_1478082,940070,
b_1000610,1,10,1,,1,Clayton,shp-10-01,4_merged_1478088,237080,
a_704,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,1_merged_1478081,7040,
b_199,1,99X,1,727040,0,Martinez Amtrak,shp-99X-55,2_merged_1478087,727040_merged_1480097,
b_710,1,20,1,235020,0,DVC,shp-20-51,3_merged_1478086,235020_merged_1479630,
a_8602,1,20,1,195020,0,DVC,shp-20-51,4_merged_1478084,195020_merged_1478156,
a_13902,1,6,1,197020,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,197020_merged_1479151,
b_100024,1,4,1,537070,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,537070_merged_1480217,
a_204,1,10,1,848040,0,Concord BART,shp-10-51,1_merged_1478081,848040_merged_1479058,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478087,269040,
a_5707,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478082,584070,
b_100015,1,5,1,1302020,1,Walnut Creek BART,shp-5-01,3_merged_1478086,1302020_merged_1479358,
b_116,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,3_merged_1478086,360020,
b_311,1,615,1,1180020,1,Concord BART,shp-615-01,3_merged_1478086,1180020_merged_1479553,
a_17602,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478084,756020,
a_12304,1,19,1,562040,0,Concord BART,shp-19-51,1_merged_1478081,562040_merged_1479255,
b_121,1,21,1,,1,Walnut Creek BART,shp-21-01,3_merged_1478086,975020,
b_116,1,16,1,822020,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,822020_merged_1479947,
b_291,1,91X,1,1027040,1,Airport Plaza,shp-91X-01,2_merged_1478087,1027040_merged_1479894,
b_1010,1,10,1,166040,0,Concord BART,shp-10-51,2_merged_1478087,166040_merged_1479370,
b_10003311,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,1_merged_1478085,1475010,
a_12002,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,1401020,
a_2004,1,6,1,1454040,0,Orinda BART Via Orinda Village,shp-6-02,1_merged_1478081,1454040_merged_1478662,
b_15,1,5,1,1239020,0,Creekside,shp-5-51,3_merged_1478086,1239020_merged_1480332,
b_117,1,17,1,949020,0,Concord BART Via John Muir Concord,shp-17-51,3_merged_1478086,949020_merged_1479573,
a_10201,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,2_merged_1478083,713010,
a_12904,1,20,1,387040,0,DVC,shp-20-51,1_merged_1478081,387040_merged_1479114,
b_335,1,35,1,772020,0,Dublin BART Via Windemere Pkwy,shp-35-51,3_merged_1478086,772020_merged_1480367,
a_10107,1,310,1,,1,CLAYTON,shp-310-01,3_merged_1478082,1336070,
a_6402,1,15,1,,1,Concord BART Via John Muir Concord,shp-15-04,4_merged_1478084,615020,
b_399,1,99X,1,220040,0,Martinez Amtrak,shp-99X-55,2_merged_1478087,220040_merged_1479616,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,356070,
b_499,1,99X,1,,1,BART N CONCORD,shp-99X-02_merged_1478095,2_merged_1478087,852040,
b_100014,1,4,1,622070,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,622070_merged_1479922,
b_2311,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,1_merged_1478085,1074010,
b_1314,1,314,1,717070,1,Concord BART,shp-314-01,5,717070_merged_1479713,
a_4502,1,15,1,,1,Concord BART,shp-15-02,4_merged_1478084,1355020,
b_10003321,1,321,1,,0,San Ramon,shp-321-51,5,155070,
b_100029,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478088,498080,
a_9304,1,10,1,,0,Concord BART,shp-10-53,1_merged_1478081,1429040,
b_310,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,573080,
a_4504,1,15,1,645040,0,PH  BART,shp-15-51,1_merged_1478081,645040_merged_1478349,
b_810,1,20,1,,0,DVC,shp-20-51,4_merged_1478088,904080,
b_3314,1,314,1,,0,DVC Via Monument,shp-314-52,1_merged_1478085,511010,
a_5004,1,21,1,657040,1,Walnut Creek BART,shp-21-01,1_merged_1478081,657040_merged_1478759,
b_10003311,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,5,1316070,
b_2000198,1,98X,1,,0,WC  BART,shp-98X-51,4_merged_1478088,974080,
a_7902,1,16,1,459020,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478084,459020_merged_1478852,
a_10802,1,6,1,586020,0,Orinda BART Via Orinda Village,shp-6-02,4_merged_1478084,586020_merged_1478495,
a_1407,1,314,1,,0,DVC Via Monument,shp-314-52,3_merged_1478082,1146070,
b_215,1,15,1,,1,Concord BART,shp-15-02,4_merged_1478088,1277080,
b_421,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,715080,
a_4904,1,19,1,,1,Martinez AMTRAK,shp-19-01,1_merged_1478081,984040,
a_8702,1,10,1,,0,Concord BART,shp-10-53,4_merged_1478084,1330020,
a_804,1,18,1,,0,PH  BART,shp-18-51,1_merged_1478081,46040,
b_399,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,389080,
b_211,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,177040,
a_1601,1,321,1,1019010,0,San Ramon,shp-321-51,2_merged_1478083,1019010_merged_1478639,
b_1611,1,611,1,1295020,0,Oak Grove Middle,shp-611-02,3_merged_1478086,1295020_merged_1479826,
b_17,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,3_merged_1478086,682020,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478088,1058080,
a_17604,1,20,1,264040,0,DVC,shp-20-51,1_merged_1478081,264040_merged_1478533,
a_704,1,17,1,,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478092,1_merged_1478081,748040,
b_100011,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,4_merged_1478088,813080,
a_12302,1,19,1,1174020,1,Martinez AMTRAK,shp-19-01,4_merged_1478084,1174020_merged_1478459,
b_710,1,20,1,,0,DVC,shp-20-51,4_merged_1478088,485080,
a_5904,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,1_merged_1478081,1301040,
b_10003321,1,321,1,,0,San Ramon,shp-321-51,1_merged_1478085,1306010,
a_3202,1,9,1,679020,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478084,679020_merged_1478317,
a_7702,1,98X,1,1326020,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,1326020_merged_1478788,
a_15904,1,636,1,498040,1,San Ramon TC,shp-636-01,1_merged_1478081,498040_merged_1478824,
a_504,1,15,1,,1,Concord BART Via John Muir Concord,shp-15-04,1_merged_1478081,1152040,
b_10002314,1,314,1,1147070,1,Concord BART,shp-314-01,5,1147070_merged_1480043,
b_16,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478088,473080,
b_1000610,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,1360080,
b_492,1,92X,1,,0,ACE Train,shp-92X-52,4_merged_1478088,1466080,
b_635,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478088,1379080,
a_4304,1,11,1,399040,1,Concord BART,shp-11-01,1_merged_1478081,399040_merged_1478548,
b_2000214,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,1343040,
b_115,1,15,1,,0,PH  BART,shp-15-51,4_merged_1478088,719080,
b_1000116,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,700080,
b_414,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,3_merged_1478086,605020,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478088,506080,
a_1501,1,316,1,,1,Downtown PH Via Martinez,shp-316-01,2_merged_1478083,768010,
a_8902,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478084,1206020,
a_12602,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,609020,
a_12701,1,310,1,,1,CLAYTON,shp-310-01,2_merged_1478083,116010,
b_392,1,92X,1,,1,ACE Mitchell P&R,shp-92X-01,4_merged_1478088,459080,
a_1904,1,5,1,299040,1,Walnut Creek BART,shp-5-01,1_merged_1478081,299040_merged_1478714,
a_7804,1,14,1,26040,0,Walnut Creek BART Via PH  BART,shp-14-51,1_merged_1478081,26040_merged_1478311,
b_211,1,11,1,,1,Concord BART,shp-11-01,4_merged_1478088,685080,
a_13507,1,311,1,973070,1,Concord BART Via PH  BART,shp-311-01,3_merged_1478082,973070_merged_1478469,
b_235,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478088,693080,
a_14704,1,10,1,405040,0,Concord BART,shp-10-51,1_merged_1478081,405040_merged_1478471,
a_8904,1,10,1,1374040,1,Washington Blvd /Clayton rd,shp-10-03,1_merged_1478081,1374040_merged_1478470,
a_7307,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,3_merged_1478082,1435070,
b_1000215,1,15,1,752020,1,Concord BART,shp-15-02,3_merged_1478086,752020_merged_1479580,
b_100021,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,2_merged_1478087,1113040,
b_291,1,91X,1,,1,Airport Plaza,shp-91X-01,2_merged_1478087,587040,
b_3310,1,310,1,1289010,1,CLAYTON,shp-310-01,1_merged_1478085,1289010_merged_1480128,
a_7301,1,321,1,,0,San Ramon,shp-321-51,2_merged_1478083,1442010,
b_1000215,1,15,1,868020,0,PH  BART,shp-15-51,3_merged_1478086,868020_merged_1480449,
b_1000316,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,2_merged_1478087,570040,
a_5804,1,5,1,,1,Walnut Creek BART,shp-5-01,1_merged_1478081,1031040,
b_311,1,615,1,,1,Concord BART,shp-615-01,2_merged_1478087,364040,
a_13102,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,1226020,
a_7602,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478084,625020,
b_135,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,3_merged_1478086,1132020,
a_8504,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,1_merged_1478081,710040,
b_910,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,604040,
b_1314,1,314,1,484010,1,Concord BART,shp-314-01,1_merged_1478085,484010_merged_1480183,
a_7802,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478084,18020,
a_13902,1,6,1,734020,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,734020_merged_1479179,
a_5407,1,314,1,,0,DVC Via Monument,shp-314-52,3_merged_1478082,503070,
b_2000214,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478088,689080,
a_8702,1,10,1,337020,1,Clayton,shp-10-01,4_merged_1478084,337020_merged_1478114,
b_1000116,1,16,1,1202040,0,Concord BART Via Downtown PH,shp-16-51,2_merged_1478087,1202040_merged_1480108,
a_12701,1,310,1,,1,CLAYTON,shp-310-01,2_merged_1478083,1132010,
b_218,1,18,1,,0,PH  BART,shp-18-51,4_merged_1478088,991080,
a_4002,1,20,1,760020,1,Concord BART,shp-20-01,4_merged_1478084,760020_merged_1478715,
a_13002,1,11,1,81020,0,PH  BART,shp-11-51,4_merged_1478084,81020_merged_1478677,
a_17304,1,20,1,1331040,0,DVC,shp-20-51,1_merged_1478081,1331040_merged_1478419,
b_235,1,35,1,,0,San Ramon  TC Via Crow Canyon,shp-35-03,4_merged_1478088,863080,
a_12604,1,14,1,440040,1,Concord BART Via PH  BART,shp-14-01,1_merged_1478081,440040_merged_1478418,
b_116,1,16,1,100040,0,Concord BART Via Downtown PH,shp-16-51,2_merged_1478087,100040_merged_1479814,
a_5201,1,310,1,,1,CLAYTON,shp-310-01,2_merged_1478083,239010,
b_1000314,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478088,398080,
b_314,1,14,1,57020,0,Walnut Creek BART Via PH  BART,shp-14-51,3_merged_1478086,57020_merged_1480336,
a_1601,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,2_merged_1478083,893010,
a_10704,1,4,1,1157040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,1157040_merged_1479017,
b_2311,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,5,1098070,
b_1316,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,5,338070,
a_8904,1,20,1,787040,0,DVC,shp-20-51,1_merged_1478081,787040_merged_1478405,
b_2000117,1,17,1,244020,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478096,3_merged_1478086,244020_merged_1480254,
a_5707,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478082,594070,
b_1000316,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,3_merged_1478086,158020,
a_404,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,1_merged_1478081,257040,
b_1310,1,320,1,,1,Concord BART Via Diamond Blvd,shp-320-01,5,1241070,
a_10307,1,314,1,,1,Concord BART,shp-314-01,3_merged_1478082,646070,
b_310,1,20,1,1326040,1,Concord BART,shp-20-01,2_merged_1478087,1326040_merged_1480207,
b_316,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478088,711080,
b_2321,1,335,1,1342010,1,To San Ramon Via Bollinger Canyon,shp-335-01,1_merged_1478085,1342010_merged_1479455,
b_27,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,3_merged_1478086,445020,
a_1702,1,35,1,60020,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478084,60020_merged_1478496,
b_310,1,20,1,,0,DVC,shp-20-51,3_merged_1478086,1037020,
a_7504,1,6,1,,0,Orinda BART Via Orinda Village,shp-6-02,1_merged_1478081,551040,
a_5802,1,5,1,1172020,1,Walnut Creek BART,shp-5-01,4_merged_1478084,1172020_merged_1479295,
a_9602,1,15,1,889020,0,PH  BART,shp-15-51,4_merged_1478084,889020_merged_1478573,
b_16,1,6,1,48010,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478085,48010_merged_1479935,
a_15602,1,99X,1,1322020,1,BART N CONCORD,shp-99X-02_merged_1478091,4_merged_1478084,1322020_merged_1478906,
b_314,1,14,1,37040,0,Walnut Creek BART Via PH  BART,shp-14-51,2_merged_1478087,37040_merged_1480283,
b_214,1,14,1,265020,0,Walnut Creek BART Via PH  BART,shp-14-51,3_merged_1478086,265020_merged_1479548,
b_1611,1,611,1,460020,1,Meadow Ln,shp-611-01,3_merged_1478086,460020_merged_1479692,
b_1000221,1,21,1,96040,0,San Ramon TC,shp-21-51,2_merged_1478087,96040_merged_1479718,
b_1010,1,10,1,,0,Concord BART,shp-10-51,4_merged_1478088,448080,
b_37,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,1339080,
b_191,1,91X,1,,1,Airport Plaza,shp-91X-01,4_merged_1478088,481080,
a_12904,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,1_merged_1478081,218040,
b_100021,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,4_merged_1478088,817080,
b_2000117,1,17,1,1166020,0,Concord BART Via John Muir Concord,shp-17-51,3_merged_1478086,1166020_merged_1479860,
b_291,1,91X,1,,1,Airport Plaza,shp-91X-01,4_merged_1478088,1116080,
b_10001311,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,5,902070,
a_5102,1,28,1,1242020,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,4_merged_1478084,1242020_merged_1478319,
b_1210,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,1423080,
b_1000111,1,11,1,,0,PH  BART,shp-11-51,3_merged_1478086,215020,
b_1000115,1,15,1,762020,1,Concord BART,shp-15-02,3_merged_1478086,762020_merged_1480192,
b_118,1,18,1,,0,PH  BART,shp-18-51,2_merged_1478087,592040,
b_29,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478088,477080,
a_13802,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,4_merged_1478084,254020,
b_11,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,4_merged_1478088,128080,
a_14602,1,20,1,771020,1,Concord BART,shp-20-01,4_merged_1478084,771020_merged_1478697,
a_7504,1,6,1,1372040,1,Lafayette BART Via St Marys College,shp-6-01,1_merged_1478081,1372040_merged_1478140,
b_1314,1,314,1,,0,DVC Via Monument,shp-314-52,1_merged_1478085,1207010,
b_100024,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478085,608010,
b_1000115,1,15,1,541020,1,Concord BART Via John Muir Concord,shp-15-04,3_merged_1478086,541020_merged_1479879,
b_100024,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,557070,
a_604,1,16,1,779040,0,Concord BART Via Downtown PH,shp-16-51,1_merged_1478081,779040_merged_1478443,
a_12302,1,19,1,1311020,1,Martinez AMTRAK,shp-19-01,4_merged_1478084,1311020_merged_1478620,
b_1000111,1,11,1,,1,Concord BART,shp-11-01,2_merged_1478087,633040,
a_15904,1,35,1,1076040,0,Dublin BART Via Bollinger Canyon,shp-35-52,1_merged_1478081,1076040_merged_1478585,
b_10003310,1,320,1,1432010,0,DVC Via Diamond,shp-320-51,1_merged_1478085,1432010_merged_1480391,
b_214,1,14,1,1246020,1,Concord BART Via PH  BART,shp-14-01,3_merged_1478086,1246020_merged_1479472,
b_1000215,1,15,1,596040,0,PH  BART,shp-15-51,2_merged_1478087,596040_merged_1480481,
a_14704,1,10,1,27040,1,Clayton,shp-10-01,1_merged_1478081,27040_merged_1478588,
a_16902,1,99X,1,,1,BART N CONCORD,shp-99X-02_merged_1478091,4_merged_1478084,865020,
a_10301,1,314,1,242010,0,DVC Via Monument,shp-314-52,2_merged_1478083,242010_merged_1478722,
a_13707,1,321,1,,0,San Ramon,shp-321-51,3_merged_1478082,731070,
a_702,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,4_merged_1478084,7020,
b_2311,1,301,1,,0,WC BART VIA JOHN MUIR MED CTR,shp-301-02,5,676070,
b_10003310,1,310,1,,0,Concord BART,shp-310-51,1_merged_1478085,302010,
a_15704,1,20,1,317040,0,DVC,shp-20-51,1_merged_1478081,317040_merged_1478603,
a_11404,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,1_merged_1478081,746040,
b_110,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,1107080,
b_796,1,606,1,556020,0,Orinda/Miner Rd,shp-606-04,3_merged_1478086,556020_merged_1480558,
b_1000114,1,14,1,845020,1,Concord BART Via PH  BART,shp-14-01,3_merged_1478086,845020_merged_1479565,
b_100014,1,4,1,192020,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478086,192020_merged_1480233,
b_121,1,21,1,,1,Walnut Creek BART,shp-21-01,2_merged_1478087,975040,
a_7702,1,98X,1,1058020,0,WC  BART,shp-98X-51,4_merged_1478084,1058020_merged_1478273,
b_27,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,436080,
b_1612,1,612,1,,1,Pine Hollow,shp-612-01,3_merged_1478086,503020,
a_9604,1,15,1,867040,0,PH  BART,shp-15-51,1_merged_1478081,867040_merged_1478974,
b_1000116,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478088,440080,
a_9002,1,96X,1,1447020,0,Walnut Creek BART Via Bishop Ranch,shp-96X-05,4_merged_1478084,1447020_merged_1478850,
b_599,1,99X,1,,1,BART N CONCORD,shp-99X-02_merged_1478095,2_merged_1478087,843040,
b_2000198,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,2_merged_1478087,1030040,
b_810,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,716040,
b_1000116,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,987080,
a_12104,1,99X,1,1270040,1,BART N CONCORD,shp-99X-02_merged_1478091,1_merged_1478081,1270040_merged_1479166,
a_7902,1,16,1,1288020,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478084,1288020_merged_1478288,
a_502,1,15,1,649020,1,Concord BART,shp-15-02,4_merged_1478084,649020_merged_1478308,
a_1307,1,311,1,564070,1,Concord BART Via PH  BART,shp-311-01,3_merged_1478082,564070_merged_1479051,
a_7407,1,4,1,379070,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478082,379070_merged_1478520,
b_311,1,11,1,,0,PH  BART,shp-11-51,4_merged_1478088,4080,
b_810,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,393020,
a_1904,1,5,1,1300040,0,Creekside,shp-5-51,1_merged_1478081,1300040_merged_1479226,
b_46,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,2_merged_1478087,533040,
a_17402,1,606,1,1225020,0,Orinda/Miner Rd,shp-606-04,4_merged_1478084,1225020_merged_1478325,
b_100014,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,55070,
a_5702,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,747020,
a_17004,1,10,1,1028040,0,Concord BART,shp-10-53,1_merged_1478081,1028040_merged_1478200,
b_100014,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478088,1232080,
a_1104,1,28,1,548040,1,Martinez AMTRAK Via VA Clinic,shp-28-51,1_merged_1478081,548040_merged_1479247,
b_46,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,2_merged_1478087,1085040,
b_710,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,1451080,
b_521,1,11,1,,0,PH  BART,shp-11-51,4_merged_1478088,1448080,
b_910,1,10,1,274040,1,Washington Blvd /Clayton rd,shp-10-03,2_merged_1478087,274040_merged_1480484,
a_2004,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478081,1426040,
