block_id,bikes_allowed,route_id,wheelchair_accessible,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_9302,1,10,1,711020,0,Concord BART,shp-10-53,4_merged_1478084,711020_merged_1479283,
a_13507,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,3_merged_1478082,176070,
a_8201,1,314,1,1173010,1,Concord BART,shp-314-01,2_merged_1478083,1173010_merged_1478711,
a_3602,1,95X,1,483020,0,Walnut Creek BART Via San Ramon/Danville Park & Ride,shp-95X-02,4_merged_1478084,483020_merged_1478436,
a_5902,1,6,1,596020,0,Orinda BART Via Orinda Village,shp-6-02,4_merged_1478084,596020_merged_1479333,
a_604,1,16,1,235040,0,Concord BART Via Downtown PH,shp-16-51,1_merged_1478081,235040_merged_1478917,
b_10001314,1,314,1,,0,DVC Via Monument,shp-314-52,1_merged_1478085,1433010,
a_11902,1,636,1,,0,Dublin BART,shp-636-02,4_merged_1478084,524020,
a_14702,1,10,1,391020,0,Concord BART,shp-10-51,4_merged_1478084,391020_merged_1478302,
b_100014,1,4,1,497040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478087,497040_merged_1479700,
b_135,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,4_merged_1478088,810080,
b_100019,1,9,1,,1,DVC/PH  BART,shp-9-01,4_merged_1478088,480080,
a_17504,1,95X,1,727040,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,1_merged_1478081,727040_merged_1478858,
b_2311,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,1_merged_1478085,1445010,
b_435,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478088,1441080,
b_1000115,1,15,1,54040,1,Concord BART Via John Muir Concord,shp-15-04,2_merged_1478087,54040_merged_1480285,
b_1314,1,314,1,,0,DVC Via Monument,shp-314-52,5,404070,
a_5301,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,2_merged_1478083,518010,
b_299,1,99X,1,1298040,1,BART N CONCORD,shp-99X-02_merged_1478095,2_merged_1478087,1298040_merged_1480378,
a_4602,1,16,1,824020,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478084,824020_merged_1478932,
a_8704,1,20,1,,0,DVC,shp-20-51,1_merged_1478081,513040,
a_7007,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,3_merged_1478082,614070,
b_1316,1,316,1,180010,0,PH  BART Via Martinez AMTRAK,shp-316-51,1_merged_1478085,180010_merged_1479704,
b_1000610,1,10,1,,0,Concord BART,shp-10-51,2_merged_1478087,891040,
a_11502,1,9,1,61020,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478084,61020_merged_1478456,
b_596,1,93X,1,677040,1,Antioch BART,shp-93X-01,2_merged_1478087,677040_merged_1479517,
b_10001314,1,314,1,,1,Concord BART,shp-314-01,1_merged_1478085,849010,
a_2002,1,6,1,1454020,0,Orinda BART Via Orinda Village,shp-6-02,4_merged_1478084,1454020_merged_1479184,
a_17704,1,95X,1,1384040,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,1_merged_1478081,1384040_merged_1479334,
b_710,1,20,1,797040,1,Concord BART,shp-20-01,2_merged_1478087,797040_merged_1480355,
b_2321,1,321,1,,1,WC  BART,shp-321-01,5,591070,
b_1000314,1,14,1,1346040,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,1346040_merged_1479634,
a_15102,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,739020,
b_100024,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478085,343010,
a_8902,1,10,1,603020,1,Clayton,shp-10-01,4_merged_1478084,603020_merged_1478270,
b_635,1,35,1,256040,1,San Ramon  TC Via Windemere Pkwy,shp-35-01,2_merged_1478087,256040_merged_1479739,
b_110,1,10,1,539040,0,Concord BART,shp-10-51,2_merged_1478087,539040_merged_1480360,
b_435,1,35,1,1161040,0,Dublin BART Via Bollinger Canyon,shp-35-52,2_merged_1478087,1161040_merged_1479407,
b_2316,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,1_merged_1478085,729010,
a_15604,1,99X,1,1322040,1,BART N CONCORD,shp-99X-02_merged_1478091,1_merged_1478081,1322040_merged_1478550,
b_15,1,5,1,,1,Walnut Creek BART,shp-5-01,3_merged_1478086,375020,
a_10704,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,598040,
a_10307,1,314,1,554070,0,DVC Via Monument,shp-314-52,3_merged_1478082,554070_merged_1478910,
b_2000214,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,209040,
b_810,1,20,1,,1,Concord BART,shp-20-01,2_merged_1478087,778040,
a_13707,1,321,1,406070,1,WC  BART,shp-321-01,3_merged_1478082,406070_merged_1478563,
b_100021,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,2_merged_1478087,1071040,
b_421,1,21,1,1120020,0,San Ramon TC,shp-21-51,3_merged_1478086,1120020_merged_1480546,
b_10002310,1,320,1,,0,DVC Via Diamond,shp-320-51,5,955070,
a_17304,1,10,1,91040,0,Concord BART,shp-10-53,1_merged_1478081,91040_merged_1478337,
b_16,1,6,1,962020,1,Lafayette BART Via St Marys College,shp-6-01,3_merged_1478086,962020_merged_1480335,
a_8101,1,301,1,,0,WC BART VIA JOHN MUIR MED CTR,shp-301-02,2_merged_1478083,1060010,
b_1000316,1,16,1,1077020,1,AMTRAK Via Downtown PH,shp-16-01,3_merged_1478086,1077020_merged_1480533,
b_30003314,1,314,1,,0,DVC Via Monument,shp-314-52,1_merged_1478085,1021010,
a_1401,1,314,1,1416010,1,Concord BART,shp-314-01,2_merged_1478083,1416010_merged_1478116,
a_16404,1,10,1,1321040,1,Clayton,shp-10-01,1_merged_1478081,1321040_merged_1478290,
a_9604,1,15,1,889040,0,PH  BART,shp-15-51,1_merged_1478081,889040_merged_1478188,
b_29,1,9,1,,0,WC  BART Via PH  BART,shp-9-51,4_merged_1478088,995080,
b_1000215,1,15,1,,1,Concord BART Via John Muir Concord,shp-15-04,3_merged_1478086,435020,
b_10002321,1,321,1,,0,San Ramon,shp-321-51,1_merged_1478085,430010,
a_7504,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478081,912040,
b_796,1,606,1,,0,Orinda/Miner Rd,shp-606-04,2_merged_1478087,378040,
b_710,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,1451020,
b_6606,1,606,1,835020,0,Orinda/Miner Rd,shp-606-03,3_merged_1478086,835020_merged_1479981,
a_9002,1,96X,1,490020,0,Walnut Creek BART Via Bishop Ranch,shp-96X-05,4_merged_1478084,490020_merged_1478925,
a_702,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,4_merged_1478084,777020,
b_119,1,19,1,,0,Concord BART,shp-19-51,2_merged_1478087,276040,
b_16,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,5,521070,
a_7702,1,98X,1,366020,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,366020_merged_1478661,
a_7402,1,4,1,918020,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,918020_merged_1478884,
a_6802,1,28,1,1385020,1,Martinez AMTRAK Via VA Clinic,shp-28-51,4_merged_1478084,1385020_merged_1478519,
a_17304,1,20,1,,0,DVC,shp-20-51,1_merged_1478081,73040,
b_2000117,1,17,1,,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478096,4_merged_1478088,1231080,
b_119,1,19,1,,1,Martinez AMTRAK,shp-19-01,4_merged_1478088,159080,
a_13804,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,1_merged_1478081,1257040,
b_100011,1,1,1,132040,0,Rossmoor Via Walnut Creek BART,shp-1-52,2_merged_1478087,132040_merged_1479685,
a_9002,1,602,1,861020,0,Walnut Creek BART,shp-602-04,4_merged_1478084,861020_merged_1478489,
b_1210,1,10,1,532040,0,Concord BART,shp-10-51,2_merged_1478087,532040_merged_1479373,
a_1601,1,321,1,,1,WC  BART,shp-321-01,2_merged_1478083,922010,
b_1321,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,5,1171070,
b_1000119,1,19,1,,0,Concord BART,shp-19-51,4_merged_1478088,600080,
a_12304,1,19,1,1174040,1,Martinez AMTRAK,shp-19-01,1_merged_1478081,1174040_merged_1478282,
b_221,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,776080,
a_8602,1,10,1,,0,Concord BART,shp-10-51,4_merged_1478084,1313020,
a_15004,1,35,1,296040,0,Dublin BART Via Bollinger Canyon,shp-35-52,1_merged_1478081,296040_merged_1479078,
a_8604,1,10,1,882040,1,Washington Blvd /Clayton rd,shp-10-03,1_merged_1478081,882040_merged_1478988,
a_10701,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478083,832010,
a_1501,1,316,1,566010,1,Downtown PH Via Martinez,shp-316-01,2_merged_1478083,566010_merged_1478726,
a_7404,1,4,1,918040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,918040_merged_1478729,
b_298,1,98X,1,,0,WC  BART,shp-98X-51,3_merged_1478086,894020,
b_100021,1,1,1,11040,1,Shadelands Via Walnut Creek BART,shp-1-01,2_merged_1478087,11040_merged_1480028,
b_635,1,35,1,264040,0,Dublin BART Via Bollinger Canyon,shp-35-52,2_merged_1478087,264040_merged_1479772,
a_10101,1,320,1,1275010,1,Concord BART Via Diamond Blvd,shp-320-01,2_merged_1478083,1275010_merged_1478232,
b_1000116,1,16,1,1440020,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,1440020_merged_1480331,
b_1000118,1,18,1,1340040,0,PH  BART,shp-18-51,2_merged_1478087,1340040_merged_1479540,
a_6002,1,9,1,,1,DVC/PH  BART,shp-9-01,4_merged_1478084,994020,
a_7604,1,9,1,368040,0,WC  BART Via PH  BART,shp-9-51,1_merged_1478081,368040_merged_1479300,
b_1000114,1,14,1,742040,0,Walnut Creek BART Via PH  BART,shp-14-51,2_merged_1478087,742040_merged_1480450,
b_311,1,11,1,,0,PH  BART,shp-11-51,2_merged_1478087,880040,
b_1000128,1,28,1,486020,1,Martinez AMTRAK Via VA Clinic,shp-28-51,3_merged_1478086,486020_merged_1479341,
a_7704,1,98X,1,196040,1,Martinez AMTRAK,shp-98X-01,1_merged_1478081,196040_merged_1479083,
b_1000118,1,18,1,,0,PH  BART,shp-18-51,4_merged_1478088,1224080,
b_314,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478088,627080,
a_5702,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,277020,
b_910,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478088,376080,
b_128,1,28,1,,1,Martinez AMTRAK Via VA Clinic,shp-28-51,4_merged_1478088,1102080,
b_115,1,15,1,,0,PH  BART,shp-15-51,3_merged_1478086,1256020,
b_2314,1,314,1,,1,Concord BART,shp-314-01,1_merged_1478085,1079010,
b_214,1,14,1,1246040,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,1246040_merged_1479996,
b_100021,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,4_merged_1478088,1113080,
b_1314,1,314,1,,1,Concord BART,shp-314-01,1_merged_1478085,1336010,
a_1804,1,4,1,70040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,70040_merged_1479213,
a_10301,1,314,1,,0,DVC Via Monument,shp-314-52,2_merged_1478083,571010,
a_12401,1,314,1,,0,DVC Via Monument,shp-314-52,2_merged_1478083,641010,
a_1704,1,35,1,1461040,1,San Ramon  Via Bollinger Canyon,shp-35-02,1_merged_1478081,1461040_merged_1478445,
a_12602,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478084,1290020,
a_12904,1,20,1,,1,Concord BART,shp-20-01,1_merged_1478081,139040,
b_100015,1,5,1,289040,1,Walnut Creek BART,shp-5-01,2_merged_1478087,289040_merged_1479911,
a_9002,1,93X,1,,1,Antioch BART,shp-93X-01,4_merged_1478084,626020,
a_7702,1,98X,1,1107020,0,WC  BART,shp-98X-51,4_merged_1478084,1107020_merged_1478746,
b_100029,1,9,1,342040,1,DVC/PH  BART,shp-9-01,2_merged_1478087,342040_merged_1479342,
b_710,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,485040,
b_198,1,98X,1,,0,WC  BART,shp-98X-51,4_merged_1478088,1139080,
b_10001321,1,321,1,,0,San Ramon,shp-321-51,5,582070,
a_5004,1,21,1,1166040,1,Walnut Creek BART,shp-21-01,1_merged_1478081,1166040_merged_1478532,
b_46,1,6,1,1348040,0,Orinda BART  Via St Marys College,shp-6-51,2_merged_1478087,1348040_merged_1479366,
b_10002321,1,335,1,1136070,0,To Dublin BART Via Bollinger Canyon,shp-335-51,5,1136070_merged_1480204,
b_1000218,1,18,1,804040,0,PH  BART,shp-18-51,2_merged_1478087,804040_merged_1479672,
b_2314,1,314,1,,1,Concord BART,shp-314-01,5,1296070,
a_14704,1,10,1,1328040,1,Clayton,shp-10-01,1_merged_1478081,1328040_merged_1478954,
b_198,1,98X,1,1139040,0,WC  BART,shp-98X-51,2_merged_1478087,1139040_merged_1479755,
a_15102,1,6,1,262020,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478084,262020_merged_1478903,
b_410,1,20,1,98020,1,Concord BART,shp-20-01,3_merged_1478086,98020_merged_1480421,
b_2316,1,316,1,,1,Downtown PH Via Martinez,shp-316-01,5,1377070,
a_5201,1,310,1,,0,Concord BART,shp-310-51,2_merged_1478083,1057010,
b_335,1,35,1,772040,0,Dublin BART Via Windemere Pkwy,shp-35-51,2_merged_1478087,772040_merged_1479847,
b_15,1,5,1,,1,Walnut Creek BART,shp-5-01,4_merged_1478088,1124080,
a_3204,1,9,1,,1,DVC/PH  BART,shp-9-01,1_merged_1478081,954040,
a_3202,1,9,1,565020,1,DVC/PH  BART,shp-9-01,4_merged_1478084,565020_merged_1479306,
b_2612,1,612,1,760020,0,Concord BART,shp-612-02,3_merged_1478086,760020_merged_1479954,
b_910,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,834080,
b_1000215,1,15,1,,0,PH  BART,shp-15-51,4_merged_1478088,562080,
a_13002,1,11,1,,1,Concord BART,shp-11-01,4_merged_1478084,1126020,
b_10002310,1,320,1,,0,DVC Via Diamond,shp-320-51,1_merged_1478085,421010,
b_2314,1,314,1,,0,DVC Via Monument,shp-314-52,1_merged_1478085,1390010,
b_1000314,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,398040,
b_310,1,10,1,1204040,1,Clayton,shp-10-01,2_merged_1478087,1204040_merged_1480144,
b_910,1,10,1,,0,Concord BART,shp-10-53,3_merged_1478086,431020,
b_410,1,20,1,871040,1,Concord BART,shp-20-01,2_merged_1478087,871040_merged_1480537,
b_100019,1,9,1,771020,1,DVC/PH  BART,shp-9-01,3_merged_1478086,771020_merged_1479936,
b_3321,1,321,1,1221070,1,WC  BART,shp-321-01,5,1221070_merged_1479921,
b_1210,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,665080,
b_221,1,21,1,776040,0,San Ramon TC,shp-21-51,2_merged_1478087,776040_merged_1480434,
a_5102,1,28,1,1360020,1,Martinez AMTRAK Via VA Clinic,shp-28-51,4_merged_1478084,1360020_merged_1478864,
a_7007,1,301,1,,0,WC BART VIA JOHN MUIR MED CTR,shp-301-02,3_merged_1478082,803070,
a_11502,1,9,1,473020,1,DVC/PH  BART,shp-9-01,4_merged_1478084,473020_merged_1478863,
b_10002314,1,314,1,452070,1,Concord BART,shp-314-01,5,452070_merged_1480473,
b_100014,1,4,1,1345070,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,5,1345070_merged_1480474,
b_710,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,1177040,
a_5704,1,4,1,1232040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,1232040_merged_1478284,
a_5901,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,2_merged_1478083,1100010,
a_15702,1,10,1,,0,Concord BART,shp-10-53,4_merged_1478084,74020,
b_521,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,201080,
a_15904,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,1_merged_1478081,1459040,
b_291,1,91X,1,,1,Airport Plaza,shp-91X-01,2_merged_1478087,1116040,
a_4604,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,1_merged_1478081,286040,
a_12504,1,98X,1,,0,WC  BART,shp-98X-51,1_merged_1478081,638040,
b_216,1,16,1,373020,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,373020_merged_1480330,
a_12304,1,19,1,220040,0,Concord BART,shp-19-51,1_merged_1478081,220040_merged_1478377,
a_12002,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,39020,
a_6907,1,320,1,,0,DVC Via Diamond,shp-320-51,3_merged_1478082,953070,
b_216,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,1018020,
b_235,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,3_merged_1478086,1199020,
b_14,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478085,836010,
b_11,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,3_merged_1478086,1329020,
a_13607,1,314,1,712070,0,DVC Via Monument,shp-314-52,3_merged_1478082,712070_merged_1478261,
a_15104,1,6,1,1404040,1,Lafayette BART Via St Marys College,shp-6-01,1_merged_1478081,1404040_merged_1479025,
b_510,1,20,1,475020,1,Concord BART,shp-20-01,3_merged_1478086,475020_merged_1480428,
b_2314,1,314,1,,1,Concord BART,shp-314-01,5,1317070,
b_114,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478088,669080,
b_1000216,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,670080,
a_10507,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,3_merged_1478082,1097070,
b_399,1,20,1,389020,1,Concord BART,shp-20-01,3_merged_1478086,389020_merged_1480236,
b_310,1,10,1,1035020,1,Washington Blvd /Clayton rd,shp-10-03,3_merged_1478086,1035020_merged_1480242,
b_2321,1,321,1,,1,WC  BART,shp-321-01,5,63070,
a_6907,1,320,1,,1,Concord BART Via Diamond Blvd,shp-320-01,3_merged_1478082,1286070,
a_9604,1,15,1,448040,1,Concord BART,shp-15-02,1_merged_1478081,448040_merged_1478217,
b_1000117,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,2_merged_1478087,736040,
b_1110,1,20,1,468020,1,Concord BART,shp-20-01,3_merged_1478086,468020_merged_1479431,
b_210,1,20,1,1327040,1,Concord BART,shp-20-01,2_merged_1478087,1327040_merged_1479473,
a_804,1,18,1,1339040,1,AMTRAK/Martinez,shp-18-01,1_merged_1478081,1339040_merged_1478218,
a_8307,1,335,1,168070,0,To Dublin BART Via Bollinger Canyon,shp-335-51,3_merged_1478082,168070_merged_1478228,
a_6702,1,21,1,1375020,0,San Ramon TC,shp-21-51,4_merged_1478084,1375020_merged_1478668,
b_2316,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,1_merged_1478085,1253010,
b_218,1,18,1,991020,0,PH  BART,shp-18-51,3_merged_1478086,991020_merged_1480419,
b_910,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,2_merged_1478087,58040,
a_17702,1,93X,1,,1,Antioch BART,shp-93X-01,4_merged_1478084,1305020,
b_128,1,28,1,,1,Martinez AMTRAK Via VA Clinic,shp-28-51,4_merged_1478088,75080,
b_15,1,5,1,,0,Creekside,shp-5-51,2_merged_1478087,5040,
a_5004,1,21,1,599040,1,Walnut Creek BART,shp-21-01,1_merged_1478081,599040_merged_1478362,
a_12204,1,17,1,,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478092,1_merged_1478081,1472040,
b_15,1,5,1,,1,Walnut Creek BART,shp-5-01,2_merged_1478087,1124040,
a_13601,1,314,1,,1,Concord BART,shp-314-01,2_merged_1478083,937010,
a_5507,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,3_merged_1478082,1466070,
b_1000335,1,35,1,294020,0,Dublin BART Via Windemere Pkwy,shp-35-51,3_merged_1478086,294020_merged_1479480,
a_12502,1,98X,1,576020,0,WC  BART,shp-98X-51,4_merged_1478084,576020_merged_1478805,
a_1002,1,21,1,35020,0,San Ramon TC,shp-21-51,4_merged_1478084,35020_merged_1478901,
b_510,1,10,1,1478040,0,Concord BART,shp-10-53,2_merged_1478087,1478040_merged_1480492,
b_297,1,97X,1,1254020,0,Dublin BART Via Bishop Ranch,shp-97X-05,3_merged_1478086,1254020_merged_1479822,
a_9602,1,15,1,968020,1,Concord BART,shp-15-02,4_merged_1478084,968020_merged_1478202,
a_16602,1,35,1,1056020,0,Dublin BART Via Windemere Pkwy,shp-35-51,4_merged_1478084,1056020_merged_1479239,
b_910,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,1091020,
a_12202,1,17,1,1210020,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478092,4_merged_1478084,1210020_merged_1478816,
a_13904,1,6,1,1284040,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478081,1284040_merged_1479246,
a_14604,1,99X,1,805040,0,MASON CIRCLE,shp-99X-53,1_merged_1478081,805040_merged_1478610,
b_10003311,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,5,112070,
a_9004,1,602,1,861040,0,Walnut Creek BART,shp-602-04,1_merged_1478081,861040_merged_1478557,
b_291,1,91X,1,,1,Airport Plaza,shp-91X-01,2_merged_1478087,316040,
a_204,1,20,1,376040,0,DVC,shp-20-51,1_merged_1478081,376040_merged_1478934,
b_335,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,2_merged_1478087,1418040,
a_17202,1,606,1,170020,0,Orinda/Miner Rd,shp-606-04,4_merged_1478084,170020_merged_1478790,
a_202,1,10,1,1139020,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478084,1139020_merged_1478692,
b_810,1,10,1,1284020,0,Concord BART,shp-10-51,3_merged_1478086,1284020_merged_1479788,
b_228,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,4_merged_1478088,72080,
b_810,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,778020,
b_2311,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,1_merged_1478085,169010,
b_1000298,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,3_merged_1478086,164020,
b_24,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478088,268080,
a_15502,1,96X,1,192020,0,Walnut Creek BART Via Bishop Ranch,shp-96X-05,4_merged_1478084,192020_merged_1478994,
b_1000128,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,4_merged_1478088,1304080,
a_3604,1,95X,1,483040,0,Walnut Creek BART Via San Ramon/Danville Park & Ride,shp-95X-02,1_merged_1478081,483040_merged_1478253,
b_10001310,1,320,1,,0,DVC Via Diamond,shp-320-51,5,1366070,
b_21,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,3_merged_1478086,967020,
b_421,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,1120080,
a_6102,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,1370020,
a_5902,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478084,401020,
a_14704,1,20,1,290040,1,Concord BART,shp-20-01,1_merged_1478081,290040_merged_1479050,
b_198,1,98X,1,,0,WC  BART,shp-98X-51,4_merged_1478088,965080,
b_210,1,10,1,,1,Clayton,shp-10-01,3_merged_1478086,1460020,
b_521,1,21,1,201040,0,San Ramon TC,shp-21-51,2_merged_1478087,201040_merged_1479423,
b_996,1,602,1,232020,0,Walnut Creek BART,shp-602-04,3_merged_1478086,232020_merged_1479569,
a_15304,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,1_merged_1478081,107040,
b_1000316,1,16,1,296040,0,Concord BART Via Downtown PH,shp-16-51,2_merged_1478087,296040_merged_1480317,
b_2000119,1,19,1,,1,Martinez AMTRAK,shp-19-01,4_merged_1478088,924080,
b_510,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,706020,
a_6304,1,14,1,685040,1,Concord BART Via PH  BART,shp-14-01,1_merged_1478081,685040_merged_1478160,
a_4504,1,15,1,1187040,0,PH  BART,shp-15-51,1_merged_1478081,1187040_merged_1479133,
b_110,1,10,1,1437020,1,Clayton,shp-10-01,3_merged_1478086,1437020_merged_1479897,
b_335,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,4_merged_1478088,28080,
a_1902,1,5,1,982020,1,Walnut Creek BART,shp-5-01,4_merged_1478084,982020_merged_1479168,
b_1000128,1,28,1,1304020,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,3_merged_1478086,1304020_merged_1480395,
a_502,1,15,1,1315020,0,PH  BART,shp-15-51,4_merged_1478084,1315020_merged_1478723,
b_1000215,1,15,1,,1,Concord BART Via John Muir Concord,shp-15-04,2_merged_1478087,435040,
a_12002,1,98X,1,,0,WC  BART,shp-98X-51,4_merged_1478084,315020,
a_9904,1,21,1,,0,San Ramon TC,shp-21-51,1_merged_1478081,1350040,
b_710,1,20,1,,1,Concord BART,shp-20-01,2_merged_1478087,1451040,
b_46,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478088,1085080,
b_10002310,1,310,1,,0,Concord BART,shp-310-51,1_merged_1478085,786010,
b_316,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,1248080,
a_704,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,1_merged_1478081,777040,
b_1000121,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,1251080,
a_1507,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,3_merged_1478082,1014070,
b_10001314,1,314,1,,1,Concord BART,shp-314-01,5,1458070,
a_7401,1,4,1,48010,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478083,48010_merged_1478696,
a_17302,1,20,1,,0,DVC,shp-20-51,4_merged_1478084,73020,
b_100015,1,5,1,41020,1,Walnut Creek BART,shp-5-01,3_merged_1478086,41020_merged_1480549,
b_298,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,2_merged_1478087,148040,
a_11604,1,616,1,43040,1,San Miguel Rd,shp-616-01,1_merged_1478081,43040_merged_1478214,
a_10602,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478084,1008020,
a_702,1,17,1,,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478092,4_merged_1478084,1127020,
b_111,1,11,1,1452020,0,PH  BART,shp-11-51,3_merged_1478086,1452020_merged_1479345,
a_9702,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478084,19020,
b_110,1,20,1,312020,0,DVC,shp-20-51,3_merged_1478086,312020_merged_1479763,
b_100026,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478088,1371080,
b_610,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,1004020,
a_15002,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478084,145020,
a_8604,1,10,1,,0,Concord BART,shp-10-51,1_merged_1478081,1313040,
