shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1010465,37.930318,-122.515871,20102
1010465,37.930265,-122.515861,20103
1010465,37.930010,-122.515811,20104
1010465,37.929289,-122.515685,20105
1010465,37.928945,-122.515620,20106
1010465,37.928735,-122.515581,20107
1010465,37.928660,-122.515567,20108
1010465,37.928288,-122.515494,20109
1010465,37.927895,-122.515403,20110
1010465,37.927629,-122.515329,20111
1010465,37.927429,-122.515272,20112
1010465,37.927114,-122.515176,20113
1010465,37.926766,-122.515048,20114
1010465,37.926220,-122.514824,20115
1010465,37.925969,-122.514715,20116
1010465,37.925898,-122.514682,20117
1010465,37.925543,-122.514516,20118
1010465,37.925325,-122.514400,20119
1010465,37.925012,-122.514235,20120
1010465,37.924792,-122.514111,20121
1010465,37.924616,-122.514015,20122
1010465,37.924430,-122.513914,20123
1010465,37.924161,-122.513764,20124
1010465,37.923491,-122.513402,20125
1010465,37.923297,-122.513296,20126
1010465,37.923167,-122.513226,20127
1010465,37.922780,-122.513016,20128
1010465,37.922415,-122.512830,20129
1010465,37.922355,-122.512799,20130
1010465,37.921911,-122.512570,20131
1010465,37.921742,-122.512476,20132
1010465,37.921409,-122.512293,20133
1010465,37.921205,-122.512175,20134
1010465,37.921107,-122.512124,20135
1010465,37.920847,-122.511986,20136
1010465,37.920630,-122.511877,20137
1010465,37.920377,-122.511764,20138
1010465,37.920011,-122.511621,20139
1010465,37.919879,-122.511574,20140
1010465,37.919679,-122.511511,20141
1010465,37.919389,-122.511430,20142
1010465,37.919135,-122.511371,20143
1010465,37.918901,-122.511330,20144
1010465,37.918645,-122.511290,20145
1010465,37.918379,-122.511258,20146
1010465,37.918242,-122.511245,20147
1010465,37.918080,-122.511238,20148
1010465,37.917933,-122.511233,20149
1010465,37.917748,-122.511230,20150
1010465,37.917601,-122.511231,20151
1010465,37.917486,-122.511235,20152
1010465,37.917355,-122.511241,20153
1010465,37.917255,-122.511248,20154
1010465,37.917120,-122.511263,20155
1010465,37.916953,-122.511286,20156
1010465,37.916853,-122.511299,20157
1010465,37.916730,-122.511316,20158
1010465,37.916592,-122.511341,20159
1010465,37.916470,-122.511367,20160
1010465,37.916338,-122.511397,20161
1010465,37.916223,-122.511426,20162
1010465,37.916097,-122.511461,20163
1010465,37.916001,-122.511487,20164
1010465,37.915721,-122.511571,20165
1010465,37.915478,-122.511648,20166
1010465,37.915007,-122.511805,20167
1010465,37.914741,-122.511897,20168
1010465,37.914373,-122.512013,20169
1010465,37.914099,-122.512099,20170
1010465,37.913547,-122.512277,20171
1010465,37.913067,-122.512436,20172
1010465,37.912885,-122.512504,20173
1010465,37.912742,-122.512554,20174
1010465,37.912672,-122.512578,20175
1010465,37.912445,-122.512653,20176
1010465,37.912187,-122.512739,20177
1010465,37.911828,-122.512870,20178
1010465,37.911535,-122.512972,20179
1010465,37.911173,-122.513112,20180
1010465,37.910939,-122.513209,20181
1010465,37.910638,-122.513330,20182
1010465,37.910455,-122.513403,20183
1010465,37.909870,-122.513649,20184
1010465,37.909722,-122.513711,20185
1010465,37.909539,-122.513794,20186
1010465,37.909294,-122.513898,20187
1010465,37.909102,-122.513981,20188
1010465,37.908777,-122.514123,20189
1010465,37.908485,-122.514256,20190
1010465,37.908161,-122.514397,20191
1010465,37.907979,-122.514475,20192
1010465,37.907484,-122.514692,20193
1010465,37.907024,-122.514894,20194
1010465,37.906618,-122.515072,20195
1010465,37.906101,-122.515270,20196
1010465,37.906070,-122.515282,20197
1010465,37.905744,-122.515391,20198
1010465,37.905687,-122.515408,20199
1010465,37.905594,-122.515434,20200
1010465,37.905476,-122.515464,20201
1010465,37.905151,-122.515544,20202
1010465,37.904824,-122.515612,20203
1010465,37.904495,-122.515663,20204
1010465,37.904115,-122.515701,20205
1010465,37.903436,-122.515760,20206
1010465,37.903307,-122.515771,20207
1010465,37.903147,-122.515784,20208
1010465,37.903095,-122.515788,20209
1010465,37.902945,-122.515802,20210
1010465,37.902840,-122.515807,20211
1010465,37.902795,-122.515811,20212
1010465,37.902717,-122.515820,20213
1010465,37.902631,-122.515824,20214
1010465,37.902409,-122.515839,20215
1010465,37.902355,-122.515842,20216
1010465,37.901880,-122.515878,20217
1010465,37.901557,-122.515903,20218
1010465,37.901271,-122.515925,20219
1010465,37.901195,-122.515932,20220
1010465,37.901141,-122.515937,20221
1010465,37.900855,-122.515962,20222
1010465,37.900390,-122.515999,20223
1010465,37.899716,-122.516045,20224
1010465,37.899361,-122.516069,20225
1010465,37.898889,-122.516107,20226
1010465,37.898822,-122.516112,20227
1010465,37.898366,-122.516148,20228
1010465,37.898260,-122.516162,20229
1010465,37.898220,-122.516163,20230
1010465,37.897646,-122.516203,20231
1010465,37.896829,-122.516266,20232
1010465,37.896599,-122.516285,20233
1010465,37.895255,-122.516388,20234
1010465,37.893682,-122.516513,20235
1010465,37.892107,-122.516629,20236
1010465,37.891630,-122.516664,20237
1010465,37.891602,-122.516666,20238
1010465,37.891184,-122.516705,20239
1010465,37.890993,-122.516712,20240
1010465,37.890920,-122.516720,20241
1010465,37.890881,-122.516722,20242
1010465,37.890756,-122.516737,20243
1010465,37.890416,-122.516765,20244
1010465,37.890352,-122.516773,20245
1010465,37.889815,-122.516804,20246
1010465,37.889592,-122.516812,20247
1010465,37.889146,-122.516817,20248
1010465,37.888762,-122.516817,20249
1010465,37.888584,-122.516819,20250
1010465,37.888024,-122.516826,20251
1010465,37.887959,-122.516825,20252
1010465,37.887864,-122.516824,20253
1010465,37.887032,-122.516819,20254
1010465,37.886459,-122.516813,20255
1010465,37.886330,-122.516811,20256
1010465,37.886189,-122.516811,20257
1010465,37.886189,-122.516811,30001
1010465,37.886099,-122.516811,30002
1010465,37.885363,-122.516805,30003
1010465,37.884950,-122.516797,30004
1010465,37.884764,-122.516795,30005
1010465,37.884205,-122.516786,30006
1010465,37.883942,-122.516781,30007
1010465,37.883359,-122.516774,30008
1010465,37.882966,-122.516768,30009
1010465,37.882297,-122.516759,30010
1010465,37.882127,-122.516758,30011
1010465,37.882016,-122.516758,30012
1010465,37.881886,-122.516745,30013
1010465,37.881601,-122.516750,30014
1010465,37.881372,-122.516731,30015
1010465,37.881248,-122.516713,30016
1010465,37.881193,-122.516704,30017
1010465,37.881164,-122.516699,30018
1010465,37.881061,-122.516676,30019
1010465,37.881013,-122.516665,30020
1010465,37.880989,-122.516659,30021
1010465,37.880890,-122.516634,30022
1010465,37.880797,-122.516607,30023
1010465,37.880677,-122.516569,30024
1010465,37.880443,-122.516482,30025
1010465,37.880252,-122.516405,30026
1010465,37.880199,-122.516379,30027
1010465,37.880133,-122.516347,30028
1010465,37.879980,-122.516270,30029
1010465,37.879874,-122.516211,30030
1010465,37.879785,-122.516154,30031
1010465,37.879730,-122.516120,30032
1010465,37.879646,-122.516063,30033
1010465,37.879599,-122.516033,30034
1010465,37.879475,-122.515940,30035
1010465,37.879294,-122.515804,30036
1010465,37.879155,-122.515679,30037
1010465,37.879043,-122.515578,30038
1010465,37.878911,-122.515443,30039
1010465,37.878776,-122.515300,30040
1010465,37.878744,-122.515264,30041
1010465,37.878691,-122.515202,30042
1010465,37.878587,-122.515075,30043
1010465,37.878469,-122.514918,30044
1010465,37.878372,-122.514772,30045
1010465,37.878288,-122.514632,30046
1010465,37.878151,-122.514384,30047
1010465,37.877940,-122.513988,30048
1010465,37.877660,-122.513451,30049
1010465,37.877517,-122.513181,30050
1010465,37.877410,-122.512980,30051
1010465,37.877335,-122.512836,30052
1010465,37.877205,-122.512601,30053
1010465,37.877087,-122.512403,30054
1010465,37.876981,-122.512230,30055
1010465,37.876846,-122.512023,30056
1010465,37.876759,-122.511900,30057
1010465,37.876609,-122.511693,30058
1010465,37.876443,-122.511467,30059
1010465,37.876319,-122.511312,30060
1010465,37.876213,-122.511180,30061
1010465,37.876086,-122.511012,30062
1010465,37.875880,-122.510738,30063
1010465,37.875666,-122.510463,30064
1010465,37.875640,-122.510430,30065
1010465,37.875588,-122.510358,30066
1010465,37.875574,-122.510340,30067
1010465,37.875402,-122.510105,30068
1010465,37.875168,-122.509803,30069
1010465,37.874833,-122.509375,30070
1010465,37.874606,-122.509103,30071
1010465,37.874572,-122.509060,30072
1010465,37.874412,-122.508881,30073
1010465,37.874217,-122.508684,30074
1010465,37.874015,-122.508497,30075
1010465,37.873807,-122.508323,30076
1010465,37.873592,-122.508161,30077
1010465,37.873371,-122.508012,30078
1010465,37.873146,-122.507875,30079
1010465,37.872916,-122.507751,30080
1010465,37.872683,-122.507642,30081
1010465,37.872445,-122.507545,30082
1010465,37.872205,-122.507463,30083
1010465,37.872009,-122.507404,30084
1010465,37.871964,-122.507391,30085
1010465,37.871719,-122.507334,30086
1010465,37.871635,-122.507320,30087
1010465,37.871574,-122.507310,30088
1010465,37.871515,-122.507302,30089
1010465,37.871421,-122.507291,30090
1010465,37.871166,-122.507276,30091
1010465,37.871107,-122.507270,30092
1010465,37.871076,-122.507270,30093
1010465,37.870833,-122.507261,30094
1010465,37.870770,-122.507260,30095
1010465,37.870636,-122.507257,30096
1010465,37.870607,-122.507258,30097
1010465,37.870429,-122.507262,30098
1010465,37.870320,-122.507260,30099
1010465,37.870178,-122.507257,30100
1010465,37.869952,-122.507252,30101
1010465,37.869473,-122.507250,30102
1010465,37.868988,-122.507242,30103
1010465,37.868801,-122.507243,30104
1010465,37.868647,-122.507243,30105
1010465,37.868529,-122.507242,30106
1010465,37.868071,-122.507243,30107
1010465,37.867808,-122.507235,30108
1010465,37.867682,-122.507237,30109
1010465,37.867506,-122.507232,30110
1010465,37.867120,-122.507233,30111
1010465,37.866959,-122.507231,30112
1010465,37.866659,-122.507228,30113
1010465,37.866188,-122.507226,30114
1010465,37.866098,-122.507225,30115
1010465,37.865947,-122.507223,30116
1010465,37.865801,-122.507220,30117
1010465,37.865638,-122.507217,30118
1010465,37.865513,-122.507208,30119
1010465,37.865389,-122.507198,30120
1010465,37.865227,-122.507175,30121
1010465,37.865102,-122.507157,30122
1010465,37.864968,-122.507131,30123
1010465,37.864942,-122.507124,30124
1010465,37.864838,-122.507100,30125
1010465,37.864751,-122.507080,30126
1010465,37.864639,-122.507049,30127
1010465,37.864546,-122.507019,30128
1010465,37.864419,-122.506974,30129
1010465,37.864334,-122.506945,30130
1010465,37.864266,-122.506921,30131
1010465,37.864242,-122.506912,30132
1010465,37.864124,-122.506866,30133
1010465,37.863995,-122.506808,30134
1010465,37.863850,-122.506740,30135
1010465,37.863715,-122.506671,30136
1010465,37.863574,-122.506593,30137
1010465,37.863448,-122.506520,30138
1010465,37.863312,-122.506428,30139
1010465,37.863182,-122.506340,30140
1010465,37.863064,-122.506254,30141
1010465,37.862968,-122.506175,30142
1010465,37.862844,-122.506074,30143
1010465,37.862733,-122.505980,30144
1010465,37.862640,-122.505896,30145
1010465,37.862512,-122.505780,30146
1010465,37.862379,-122.505646,30147
1010465,37.862295,-122.505556,30148
1010465,37.862196,-122.505445,30149
1010465,37.862080,-122.505315,30150
1010465,37.861964,-122.505167,30151
1010465,37.861764,-122.504907,30152
1010465,37.861741,-122.504876,30153
1010465,37.861712,-122.504832,30154
1010465,37.861665,-122.504762,30155
1010465,37.861636,-122.504720,30156
1010465,37.861585,-122.504647,30157
1010465,37.861506,-122.504525,30158
1010465,37.861416,-122.504370,30159
1010465,37.861326,-122.504208,30160
1010465,37.861180,-122.503916,30161
1010465,37.861037,-122.503614,30162
1010465,37.860788,-122.503071,30163
1010465,37.860742,-122.502973,30164
1010465,37.860669,-122.502818,30165
1010465,37.860639,-122.502755,30166
1010465,37.860411,-122.502283,30167
1010465,37.860299,-122.502054,30168
1010465,37.860241,-122.501952,30169
1010465,37.860193,-122.501871,30170
1010465,37.860144,-122.501790,30171
1010465,37.860059,-122.501651,30172
1010465,37.859968,-122.501517,30173
1010465,37.859879,-122.501386,30174
1010465,37.859786,-122.501258,30175
1010465,37.859691,-122.501136,30176
1010465,37.859579,-122.500997,30177
1010465,37.859499,-122.500898,30178
1010465,37.859433,-122.500822,30179
1010465,37.859394,-122.500776,30180
1010465,37.859336,-122.500717,30181
1010465,37.859261,-122.500643,30182
1010465,37.859142,-122.500521,30183
1010465,37.858928,-122.500320,30184
1010465,37.858889,-122.500284,30185
1010465,37.858830,-122.500229,30186
1010465,37.858704,-122.500113,30187
1010465,37.858465,-122.499902,30188
1010465,37.858373,-122.499814,30189
1010465,37.858263,-122.499715,30190
1010465,37.858117,-122.499580,30191
1010465,37.858025,-122.499496,30192
1010465,37.857983,-122.499457,30193
1010465,37.857939,-122.499414,30194
1010465,37.857888,-122.499364,30195
1010465,37.857837,-122.499307,30196
1010465,37.857779,-122.499236,30197
1010465,37.857681,-122.499110,30198
1010465,37.857634,-122.499054,30199
1010465,37.857585,-122.498989,30200
1010465,37.857542,-122.498925,30201
1010465,37.857489,-122.498845,30202
1010465,37.857406,-122.498721,30203
1010465,37.857317,-122.498574,30204
1010465,37.857236,-122.498422,30205
1010465,37.857173,-122.498297,30206
1010465,37.857129,-122.498196,30207
