shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_9024,37.83829,-122.29587,180,6124.96020524
p_9024,37.83827,-122.29602,181,6138.34926039
p_9024,37.83826,-122.29618,182,6152.47693019
p_9024,37.83814,-122.29681,183,6209.5097948
p_9024,37.83807,-122.297,184,6227.95116868
p_9024,37.838,-122.29716,185,6244.03613271
p_9024,37.83797,-122.29726,186,6253.44741282
p_9024,37.83794,-122.29733,187,6260.45134551
p_9024,37.83792,-122.29739,188,6266.18042185
p_9024,37.83791,-122.29743,189,6269.87223911
p_9024,37.83772,-122.29836,190,6354.40868038
p_9024,37.8377877872787,-122.298384432215,191,6362.23396197
p_9024,37.8374717887491,-122.299808837676,192,6492.43154597
p_9024,37.8382437099144,-122.300244595625,193,6586.30416751
p_9024,37.83823,-122.3003,194,6591.41302872
p_9024,37.83874,-122.30057,195,6652.80657469
p_9024,37.83906,-122.30073,196,6691.01490829
p_9024,37.8391,-122.30071,197,6695.79094854
p_9024,37.83913,-122.30071,198,6699.12075157
p_9024,37.83918,-122.30072,199,6704.7397976
p_9024,37.83922,-122.30076,200,6710.40622498
p_9024,37.83924,-122.30081,201,6715.33555742
p_9024,37.83925,-122.30086,202,6719.87454934
p_9024,37.83924,-122.3009,203,6723.56630638
p_9024,37.83922,-122.30095,204,6728.49563882
p_9024,37.83919,-122.30098,205,6732.74545925
p_9024,37.83916,-122.301,206,6736.51200584
p_9024,37.83912,-122.30101,207,6741.03816205
p_9024,37.83908,-122.301,208,6745.56431833
p_9024,37.83903,-122.30095,209,6752.64735781
p_9024,37.83901,-122.30091,210,6756.80968983
p_9024,37.83869,-122.30074,211,6795.35117821
p_9024,37.83794,-122.30036,212,6885.06521582
p_9024,37.83737,-122.30007,213,6953.28741698
p_9024,37.83725,-122.30075,214,7014.60914994
p_9024,37.83719,-122.30105,215,7041.84380088
p_9024,37.83718,-122.30126,216,7060.36261459
p_9024,37.83717,-122.30151,217,7082.39716365
p_9024,37.83717,-122.30267,218,7184.50768443
p_9024,37.83716,-122.30293,219,7207.42142504
p_9024,37.83717,-122.30393,220,7295.45473936
p_9024,37.83717,-122.30746,221,7606.18761723
p_9024,37.83716,-122.30786,222,7641.41563378
p_9024,37.83714,-122.3082,223,7671.42679988
p_9024,37.83712,-122.30858,224,7704.95039457
p_9024,37.83708,-122.30877,225,7722.25465352
p_9024,37.83708,-122.31136,226,7950.24307604
p_9024,37.8371,-122.31184,227,7992.5540244
p_9024,37.83711,-122.31199,228,8005.80455143
p_9024,37.83715,-122.31219,229,8023.96100611
p_9024,37.83716,-122.31232,230,8035.45813087
p_9024,37.83716,-122.31343,231,8133.16734929
p_9024,37.83716,-122.31232,232,8230.87656771
p_9024,37.83715,-122.31219,233,8242.37369247
p_9024,37.83711,-122.31199,234,8260.53014715
p_9024,37.8371,-122.31184,235,8273.78067418
p_9024,37.83708,-122.31136,236,8316.09162254
p_9024,37.83708,-122.30877,237,8544.08004506
p_9024,37.83706,-122.30857,238,8561.8247318
p_9024,37.83707,-122.30779,239,8630.49432245
p_9024,37.83707,-122.30461,240,8910.41836935
p_9024,37.83707,-122.30345,241,9012.52902797
p_9024,37.83706,-122.30293,242,9058.31622959
p_9024,37.83706,-122.30144,243,9189.47562777
p_9024,37.83708,-122.30116,244,9214.22279242
p_9024,37.8371,-122.30085,245,9241.60112149
p_9024,37.83718,-122.30047,246,9276.20962194
p_9024,37.83729,-122.29993,247,9325.28673808
p_9024,37.83757,-122.29857,248,9448.97028454
p_9024,37.83777,-122.29755,249,9541.46000704
p_9024,37.83783,-122.29727,250,9566.9910216
p_9024,37.83784,-122.29721,251,9572.38792127
p_9024,37.83787,-122.29711,252,9581.7992158
p_9024,37.83793,-122.29684,253,9606.4814854
p_9024,37.83808,-122.29613,254,9671.15904445
p_9024,37.83811,-122.29598,255,9684.77621881
p_9024,37.83833,-122.29494,256,9779.52297515
p_9024,37.83841,-122.29468,257,9804.07161189
p_9024,37.8383,-122.29465,258,9816.56320789
p_9024,37.83812,-122.29459,259,9837.22833173
p_9024,37.83792,-122.29453,260,9860.04665657
p_9024,37.83775,-122.29447,261,9879.64076780001
p_9024,37.83745,-122.29437,262,9914.08265604001
p_9024,37.83743,-122.29436,263,9916.47068277
p_9024,37.83733,-122.2943,264,9928.76256086
p_9024,37.83725,-122.29422,265,9940.0955262
p_9024,37.83718,-122.29411,266,9952.51019677
p_9024,37.83715,-122.29401,267,9961.92156785
p_9024,37.83712,-122.29385,268,9976.39404977
p_9024,37.83712,-122.29374,269,9986.07695052
p_9024,37.83716,-122.29304,270,10047.85513219
p_9024,37.83693,-122.29302,271,10073.44424708
p_9024,37.83648,-122.29298,272,10123.5152294
p_9024,37.8358,-122.29292,273,10199.17530157
p_9024,37.83541,-122.29288,274,10242.60568846
p_9024,37.8353,-122.29288,275,10254.81495843
p_9024,37.83518,-122.29289,276,10268.16321978
p_9024,37.83496,-122.29293,277,10292.83432733
p_9024,37.83481,-122.29298,278,10310.05530524
p_9024,37.83474,-122.29301,279,10318.26139372
p_9024,37.83463,-122.29307,280,10331.56414471
p_9024,37.83448,-122.29315,281,10349.64131312
p_9024,37.83438,-122.29322,282,10362.33644333
p_9024,37.83436,-122.29323,283,10364.72448243
p_9024,37.83412,-122.29337,284,10394.07562651
p_9024,37.834,-122.29341,285,10407.85241705
p_9024,37.83387,-122.29345,286,10422.70498564
p_9024,37.83359,-122.29349,287,10453.98196313
p_9024,37.83349,-122.29351,288,10465.22006561
p_9024,37.83337,-122.29352,289,10478.56832428
p_9024,37.83333,-122.29352,290,10483.0080573
p_9024,37.83326,-122.29352,291,10490.77759001
p_9024,37.83314,-122.29349,292,10504.35608662
p_9024,37.83301,-122.29346,293,10519.02490999
p_9024,37.83289,-122.29342,294,10532.80171158
p_9024,37.83264,-122.29331,295,10562.19115409
p_9024,37.83251,-122.29326,296,10577.276703
p_9024,37.83237,-122.29321,297,10593.42713755
p_9024,37.83225,-122.29317,298,10607.20394551
p_9024,37.83221,-122.29316,299,10611.73011257
p_9024,37.83203,-122.29312,300,10632.01685027
p_9024,37.83189,-122.29309,301,10647.77874082
p_9024,37.83175,-122.29307,302,10663.41722966
p_9024,37.8317,-122.29306,303,10669.03628258
p_9024,37.83162,-122.29305,304,10677.95927816
p_9024,37.83132,-122.29303,305,10711.30378095
p_9024,37.83072,-122.29301,306,10777.92302018
p_9024,37.83049,-122.293,307,10803.46664775
p_9024,37.83033,-122.29298,308,10821.31263808
p_9024,37.83018,-122.29296,309,10838.05446895
p_9024,37.82998,-122.29295,310,10860.2705711
p_9024,37.82977,-122.29294,311,10883.59577485
p_9024,37.82963,-122.29292,312,10899.23426379
p_9024,37.82952,-122.29289,313,10911.72590812
p_9024,37.82941,-122.29284,314,10924.70441275
p_9024,37.82929,-122.29279,315,10938.73211714
p_9024,37.82918,-122.29273,316,10952.035012
p_9024,37.82908,-122.29266,317,10964.73034743
p_9024,37.82898,-122.29257,318,10978.36752858
p_9024,37.8289,-122.29246,319,10991.50617659
p_9024,37.8288,-122.2923,320,11009.43951193
p_9024,37.82871,-122.29211,321,11028.92225012
p_9024,37.82865,-122.29192,322,11046.926136
p_9024,37.82862,-122.29173,323,11063.98127013
p_9024,37.82861,-122.29153,324,11081.62351473
p_9024,37.82863,-122.29133,325,11099.37019336
p_9024,37.82867,-122.29113,326,11117.5286005
p_9024,37.82891,-122.28995,327,11224.77242804
p_9024,37.82895,-122.28977,328,11241.22911996
p_9024,37.829,-122.28958,329,11258.85257687
p_9024,37.82904,-122.28942,330,11273.62145672
p_9024,37.82906,-122.28925,331,11288.75130605
p_9024,37.82909,-122.28908,332,11304.083362
p_9024,37.82918,-122.28868,333,11340.68715866
p_9024,37.82934,-122.28786,334,11415.02874638
p_9024,37.8294,-122.28758,335,11440.56246603
p_9024,37.82945,-122.28735,336,11461.55739561
p_9024,37.82946,-122.28731,337,11465.24959588
p_9024,37.82964,-122.28639,338,11548.66987377
p_9024,37.82972,-122.28601,339,11583.28162694
p_9024,37.82983,-122.28545,340,11634.07062136
p_9024,37.82986,-122.28533,341,11645.1471692
p_9024,37.82994,-122.28492,342,11682.31766056
p_9024,37.83022,-122.28354,343,11807.7176905
p_9024,37.83028,-122.28325,344,11834.10200157
p_9024,37.83068,-122.28136,345,12006.30829256
p_9024,37.83068,-122.28133,346,12008.94931324
p_9024,37.83073,-122.2811,347,12029.9439058
p_9024,37.83075,-122.28101,348,12038.17206558
p_9024,37.83081,-122.28072,349,12064.5562001
p_9024,37.83096,-122.27994,350,12135.21210028
p_9024,37.83099,-122.27981,351,12147.13104868
p_9024,37.83114,-122.27906,352,12215.22299044
p_9024,37.83115,-122.27904,353,12217.30431397
p_9024,37.83124,-122.2786,354,12257.30637723
p_9024,37.83126,-122.27848,355,12268.10109494
p_9024,37.83133,-122.27823,356,12291.44058675
p_9024,37.83128,-122.2779,357,12321.01690081
p_9024,37.83124,-122.27764,358,12344.33218075
p_9024,37.83122,-122.2775,359,12356.85517304
p_9024,37.83119,-122.27735,360,12370.47353722
p_9024,37.83108,-122.27666,361,12432.43151146
p_9024,37.83095,-122.27594,362,12497.43733992
p_9024,37.83092,-122.27588,363,12503.68132312
p_9024,37.83088,-122.27576,364,12515.14039785
p_9024,37.83085,-122.27555,365,12533.92497587
p_9024,37.83068,-122.2745,366,12628.26678626
p_9024,37.83059,-122.27393,367,12679.43086092
p_9024,37.83034,-122.27233,368,12822.99289097
p_9024,37.83029,-122.27206,369,12847.40146608
p_9024,37.83023,-122.27163,370,12885.83763988
p_9024,37.83013,-122.27102,371,12940.67380431
p_9024,37.82982,-122.26905,372,13117.48276776
p_9024,37.82972,-122.26845,373,13171.45738823
p_9024,37.82949,-122.26698,374,13303.36318479
p_9024,37.82939,-122.26635,375,13359.92526276
p_9025,37.8293953484547,-122.266413479468,1,0
p_9025,37.829340333643,-122.266091334143,2,29.01017765
p_9025,37.8268662947316,-122.266747361398,3,309.61956033
p_9025,37.8271864022803,-122.269019403806,4,512.77743723
p_9025,37.8282871267148,-122.268781029616,5,636.73967431
p_9025,37.828760888789,-122.268679101291,6,690.0842132
p_9025,37.8293443860399,-122.268542655427,7,755.9530223
p_9025,37.8298078374071,-122.268395963618,8,808.98927476
p_9025,37.830700548613,-122.27396965027,9,1309.57055803
p_9025,37.831344563638,-122.27830410004,10,1697.78545532
p_9025,37.83109,-122.27984,11,1835.91658274
p_9025,37.83186,-122.28004,12,1923.1761418
p_9025,37.83208,-122.28012,13,1948.58996892
p_9025,37.83234,-122.28021,14,1978.51606845
p_9025,37.83231,-122.28036,15,1992.13423923
p_9025,37.83224914104,-122.2807046771,16,2023.21970177
p_9025,37.832251259475,-122.28068053722,17,2025.35775611
p_9025,37.83219,-122.28096,18,2050.881792
p_9025,37.83218,-122.28102,19,2056.27908566
p_9025,37.83213,-122.28124,20,2076.42563184
p_9025,37.8321,-122.28139,21,2090.04383888
p_9025,37.83208,-122.28147,22,2097.42800084
p_9025,37.83206,-122.28158,23,2107.3627457
p_9025,37.83186,-122.28258,24,2198.15097108
p_9025,37.83179,-122.28292,25,2229.07404763
p_9025,37.831790118881,-122.282920015378,26,2229.08731189
p_9025,37.8317461085984,-122.28316974271,27,2251.60765465
p_9025,37.831641115013,-122.283699730577,28,2299.69734935
p_9025,37.8315305952954,-122.284241962386,29,2348.98262028
p_9025,37.8314228384009,-122.284766702846,30,2396.70035255
p_9025,37.83121282591,-122.285815255854,31,2491.90559296
p_9025,37.8315293402847,-122.285911820376,32,2528.05044273
p_9025,37.83203,-122.28608,33,2585.55877114
p_9025,37.83216,-122.28612,34,2600.41135607
p_9025,37.8325008833119,-122.286253008268,35,2640.01748779
p_9025,37.8336637277151,-122.2866880721,36,2774.64796597
p_9025,37.8336584668041,-122.28668924168,37,2775.24089944
p_9025,37.83567,-122.28747,38,3008.84703309
p_9025,37.83624,-122.28771,39,3075.54748928
p_9025,37.83639,-122.28777,40,3093.01417639
p_9025,37.8367,-122.2879,41,3129.27518957
p_9025,37.8368936197689,-122.287967488479,42,3151.57171904
p_9025,37.8371275774724,-122.288063883836,43,3178.89068021
p_9025,37.837342038063,-122.288161533118,44,3204.19883378
p_9025,37.8376381968821,-122.288347270512,45,3240.91204612
p_9025,37.8379733469698,-122.288570625605,46,3282.98760138
p_9025,37.8381413856344,-122.288678776493,47,3303.92792827
p_9025,37.8382815723011,-122.288771645193,48,3321.50445299
p_9025,37.8383595568177,-122.288811614,49,3330.84792231
p_9025,37.8384069045196,-122.288836300615,50,3336.53475706
p_9025,37.83838,-122.289,51,3351.25054928
p_9025,37.83833,-122.28916,52,3366.38849717
p_9025,37.83826,-122.28933,53,3383.24952881
p_9025,37.83819,-122.28944,54,3395.66409725
p_9025,37.83814,-122.28952,55,3404.6300749
p_9025,37.83804,-122.2896,56,3417.7748606
p_9025,37.83796,-122.28966,57,3428.10634113
p_9025,37.83788,-122.28974,58,3439.43927
p_9025,37.83771,-122.28994,59,3465.24575455
p_9025,37.83762,-122.29004,60,3478.56016492
p_9025,37.837297199557,-122.29039818048,61,3526.2863272
p_9025,37.83767,-122.29042,62,3567.70926995
p_9025,37.83772,-122.29043,63,3573.32831733
p_9025,37.83874,-122.29078,64,3690.65874099
p_9025,37.83915,-122.29089,65,3737.18474359
p_9025,37.83924,-122.29092,66,3747.51729815
p_9025,37.84023,-122.29124,67,3860.95358441
p_9025,37.8408,-122.29142,68,3926.17362921
p_9025,37.84089,-122.29145,69,3936.50617145
p_9025,37.84094,-122.29145,70,3942.05584487
p_9025,37.84109,-122.29071,71,4009.28604612
p_9025,37.84111,-122.29062,72,4017.51314009
p_9025,37.8413,-122.28975,73,4096.94258037
p_9025,37.8415,-122.28981,74,4119.76086185
p_9025,37.8416,-122.28984,75,4131.17000163
p_9025,37.84177,-122.2899,76,4150.76405077
p_9025,37.84261,-122.29017,77,4246.979834
p_9025,37.84308,-122.29032,78,4300.79161601
p_9025,37.84395,-122.29059,79,4400.23735061
p_9025,37.84451,-122.29076,80,4464.16940838
p_9025,37.8448,-122.29086,81,4497.53924703
p_9025,37.84506,-122.29094,82,4527.24418889
p_9025,37.84553,-122.29109,83,4581.05588483
p_9025,37.84596,-122.29122,84,4630.13551501
p_9025,37.84637,-122.29136,85,4677.28163206
p_9025,37.84677,-122.29149,86,4723.12975563
p_9025,37.84702,-122.29157,87,4751.7575684
p_9025,37.84708,-122.29158,88,4758.47509243
p_9025,37.84782,-122.29182,89,4843.2830985
p_9025,37.84885,-122.29215,90,4961.23823924
p_9025,37.84936,-122.29234,91,5020.26331315
p_9025,37.84943,-122.29235,92,5028.08255716
p_9025,37.84949,-122.29236,93,5034.80008015
p_9025,37.84955,-122.29236,94,5041.45969801
p_9025,37.84961,-122.29234,95,5048.34801602
p_9025,37.84965,-122.29232,96,5053.12397125
p_9025,37.84969,-122.29228,97,5058.79009556
p_9025,37.84974,-122.29222,98,5066.45068247
p_9025,37.84977,-122.29213,99,5075.04313355
p_9025,37.8498,-122.29202,100,5085.28101094
p_9025,37.85001,-122.29101,101,5177.17744608
p_9025,37.85004,-122.29091,102,5186.58739022
p_9025,37.85007,-122.29086,103,5192.10576577
p_9025,37.85013,-122.29083,104,5199.26969293
p_9025,37.85017,-122.29084,105,5203.79583186
p_9025,37.85021,-122.29084,106,5208.23557761
p_9025,37.85058,-122.29097,107,5250.86722024
p_9025,37.85081,-122.29104,108,5277.12861387
p_9025,37.8509,-122.29107,109,5287.46108136
p_9025,37.85102,-122.2911,110,5301.03949433
p_9025,37.85111,-122.29112,111,5311.18281676
p_9025,37.85113,-122.29113,112,5313.57078837
p_9025,37.85146,-122.29123,113,5351.24120782
p_9025,37.85152,-122.29124,114,5357.95872993
p_9025,37.85159,-122.29127,115,5366.16464691
p_9025,37.85185,-122.29135,116,5395.86946814
p_9025,37.85202,-122.29141,117,5415.46335198
p_9025,37.85224,-122.29149,118,5440.87672853
p_9025,37.85226,-122.2914,119,5449.10267515
p_9025,37.85259,-122.2898,120,5594.6015757
p_9025,37.85257,-122.28971,121,5602.82748836
p_9025,37.85233,-122.28962,122,5630.61861803
p_9025,37.85199,-122.28951,123,5669.5784169
p_9025,37.85188,-122.28947,124,5682.28510736
p_9025,37.85172,-122.28942,125,5700.58116092
p_9025,37.85161,-122.28938,126,5713.28785439
p_9025,37.85159,-122.28946,127,5720.67024948
p_9025,37.85155,-122.28964,128,5737.12228267
p_9025,37.85148,-122.28987,129,5758.80429939
p_9025,37.85145,-122.28997,130,5768.21408372
p_9025,37.85134,-122.29029,131,5798.90972165
p_9025,37.85107,-122.29097,132,5865.84034041
p_9025,37.85102,-122.2911,133,5878.5565424
p_9025,37.8509,-122.29107,134,5892.13495537
p_9025,37.85081,-122.29104,135,5902.46742286
p_9025,37.85058,-122.29097,136,5928.72881649
p_9025,37.85021,-122.29084,137,5971.36045912
p_9025,37.85017,-122.29084,138,5975.80020487
p_9025,37.85013,-122.29083,139,5980.3263438
p_9025,37.85007,-122.29086,140,5987.49027096
p_9025,37.85004,-122.29091,141,5993.00864651
p_9025,37.85001,-122.29101,142,6002.41859065
p_9025,37.8498,-122.29202,143,6094.31502579
p_9025,37.84977,-122.29213,144,6104.55290318
p_9025,37.84974,-122.29222,145,6113.14535426
p_9025,37.84969,-122.29228,146,6120.80594117
p_9025,37.84965,-122.29232,147,6126.47206548
p_9025,37.84961,-122.29234,148,6131.24802071
p_9025,37.84955,-122.29236,149,6138.13633872
p_9025,37.84949,-122.29236,150,6144.79595658
p_9025,37.84943,-122.29235,151,6151.51347957
p_9025,37.84936,-122.29234,152,6159.33272358
p_9025,37.84885,-122.29215,153,6218.35779749
p_9025,37.84782,-122.29182,154,6336.31293823
p_9025,37.84708,-122.29158,155,6421.1209443
p_9025,37.84677,-122.29149,156,6456.42899669
p_9025,37.84664,-122.29145,157,6471.28145185
p_9025,37.84637,-122.29136,158,6502.27895177
p_9025,37.84596,-122.29122,159,6549.42506882
p_9025,37.84553,-122.29109,160,6598.504699
p_9025,37.8448,-122.29086,161,6682.02063657
p_9025,37.84451,-122.29076,162,6715.39047522
p_9025,37.84395,-122.29059,163,6779.32253299
p_9025,37.84368,-122.29051,164,6810.10691909
p_9025,37.84308,-122.29032,165,6878.7707409
p_9025,37.84261,-122.29017,166,6932.58252291
p_9025,37.84177,-122.2899,167,7028.79830614
p_9025,37.8416,-122.28984,168,7048.39235528
p_9025,37.8413,-122.28975,169,7082.61977654
p_9025,37.84105,-122.28967,170,7111.24769689
p_9025,37.84102,-122.28966,171,7114.69187716
p_9025,37.84003,-122.28935,172,7227.91274717
p_9025,37.8399,-122.28931,173,7242.7652622
p_9025,37.83956,-122.28921,174,7281.51600887
p_9025,37.83948,-122.28918,175,7290.77983144
p_9025,37.83906,-122.28905,176,7338.78099657
p_9025,37.8385767989639,-122.28890565825,177,7393.89758582
p_9025,37.8385090269103,-122.288884498294,178,7401.64700849
p_9025,37.8384,-122.28885,179,7414.12347868
p_9025,37.83827,-122.28879,180,7429.4888426
p_9025,37.83795,-122.28859,181,7469.13046352
p_9025,37.83732,-122.28817,182,7548.22828504
p_9025,37.83711,-122.28808,183,7572.84647567
p_9025,37.8366930839621,-122.287907535263,184,7621.54808091
p_9025,37.8363811383539,-122.287788804397,185,7657.71503908
p_9025,37.8362065967822,-122.287722973425,186,7677.93613491
p_9025,37.8360422673729,-122.28765361579,187,7697.17032824
p_9025,37.8358519418939,-122.287581907049,188,7719.21813774
p_9025,37.8358166419873,-122.287572168129,189,7723.22888803
p_9025,37.8358600626955,-122.287582541185,190,7728.13403897
p_9025,37.8356486643946,-122.287498486811,191,7752.736836
p_9025,37.8350308264458,-122.287261996667,192,7824.40300205
p_9025,37.8344148135405,-122.287022296615,193,7895.95821756
p_9025,37.8331683296151,-122.286555449464,194,8040.28441391
p_9025,37.832325674651,-122.286214441806,195,8138.51298955
p_9025,37.8323281893906,-122.286222649081,196,8139.28753374
p_9025,37.8322542779964,-122.286192248699,197,8147.91668775
p_9025,37.8321608501139,-122.286163279343,198,8158.59554049
p_9025,37.8320979292282,-122.286139138212,199,8165.89553303
p_9025,37.8319601772972,-122.286102629105,200,8181.51922588
p_9025,37.8314892214185,-122.285933641191,201,8235.86782553
p_9025,37.8311804117104,-122.285839396985,202,8271.13345673
p_9025,37.83141,-122.28476,203,8369.51392606
p_9025,37.83163,-122.28369,204,8466.82284494
p_9025,37.8317375397012,-122.283137205451,205,8516.92937242001
p_9025,37.8317880004323,-122.282910460008,206,8537.66126528
p_9025,37.8318533250863,-122.282568969496,207,8568.58559719001
p_9025,37.8318959695983,-122.282357807295,208,8587.76789391001
p_9025,37.8319,-122.28236,209,8588.25511073001
p_9025,37.83206,-122.28158,210,8659.17977116001
p_9025,37.83208,-122.28147,211,8669.11451602001
p_9025,37.83142,-122.28126,212,8744.66677539001
p_9025,37.83132,-122.28123,213,8756.07598045001
p_9025,37.83115,-122.28117,214,8775.67019810001
p_9025,37.831,-122.28112,215,8792.89122342001
p_9025,37.83093,-122.2811,216,8800.85775105001
p_9025,37.83084,-122.28108,217,8811.00112292
p_9025,37.83073,-122.2811,218,8823.33668242
p_9025,37.83075,-122.28101,219,8831.5648422
p_9025,37.83081,-122.28072,220,8857.94897672
p_9025,37.83096,-122.27994,221,8928.6048769
p_9025,37.83099,-122.27981,222,8940.5238253
p_9025,37.83114,-122.27906,223,9008.61576706
p_9025,37.83124,-122.2786,224,9050.60469678
p_9025,37.83126,-122.27848,225,9061.39941449
p_9025,37.83133,-122.27823,226,9084.7389063
p_9025,37.83128,-122.2779,227,9114.31522036
p_9025,37.83124,-122.27764,228,9137.6305003
p_9025,37.83122,-122.2775,229,9150.15349259
p_9025,37.83119,-122.27735,230,9163.77185677
p_9025,37.83108,-122.27666,231,9225.72983101
p_9025,37.83095,-122.27594,232,9290.73565947
p_9025,37.83092,-122.27588,233,9296.97964267
p_9025,37.83088,-122.27576,234,9308.4387174
p_9025,37.83085,-122.27555,235,9327.22329542
p_9025,37.83068,-122.2745,236,9421.56510581
p_9025,37.83059,-122.27393,237,9472.72918047
p_9025,37.83034,-122.27233,238,9616.29121052
p_9025,37.83029,-122.27206,239,9640.69978563
p_9025,37.83023,-122.27163,240,9679.13595943
p_9025,37.83013,-122.27102,241,9733.97212386
p_9025,37.82982,-122.26905,242,9910.78108731
p_9025,37.82972,-122.26845,243,9964.75570778
p_9025,37.82949,-122.26698,244,10096.66150434
p_9025,37.82939,-122.26635,245,10153.22358231
p_9045,37.84664,-122.29145,1,0
p_9045,37.84637,-122.29136,2,30.99749992
p_9045,37.84596,-122.29122,3,78.14361697
p_9045,37.84553,-122.29109,4,127.22324715
p_9045,37.8448,-122.29086,5,210.73918472
p_9045,37.84451,-122.29076,6,244.10902337
p_9045,37.84395,-122.29059,7,308.04108114
p_9045,37.84368,-122.29051,8,338.82546724
p_9045,37.84308,-122.29032,9,407.48928905
p_9045,37.84261,-122.29017,10,461.30107106
p_9045,37.84177,-122.2899,11,557.51685429
p_9045,37.8416,-122.28984,12,577.11090343
p_9045,37.8413,-122.28975,13,611.33832469
p_9045,37.84105,-122.28967,14,639.96624504
p_9045,37.84102,-122.28966,15,643.41042531
p_9045,37.84003,-122.28935,16,756.63129532
p_9045,37.8399,-122.28931,17,771.48381035
p_9045,37.83956,-122.28921,18,810.23455702
p_9045,37.83948,-122.28918,19,819.49837959
p_9045,37.83906,-122.28905,20,867.49954472
p_9045,37.8385767989639,-122.28890565825,21,922.61613397
p_9045,37.8385090269103,-122.288884498294,22,930.36555664
p_9045,37.8384,-122.28885,23,942.84202683
p_9045,37.83827,-122.28879,24,958.20739075
p_9045,37.83795,-122.28859,25,997.84901167
p_9045,37.83732,-122.28817,26,1076.94683319
p_9045,37.83711,-122.28808,27,1101.56502382
p_9045,37.8366930839621,-122.287907535263,28,1150.26662906
p_9045,37.8363811383539,-122.287788804397,29,1186.43358723
p_9045,37.8362065967822,-122.287722973425,30,1206.65468306
p_9045,37.8360422673729,-122.28765361579,31,1225.88887639
p_9045,37.8358519418939,-122.287581907049,32,1247.93668589
p_9045,37.8358166419873,-122.287572168129,33,1251.94743618
p_9045,37.8358600626955,-122.287582541185,34,1256.85258712
p_9045,37.8356486643946,-122.287498486811,35,1281.45538415
p_9045,37.8350308264458,-122.287261996667,36,1353.1215502
p_9045,37.8344148135405,-122.287022296615,37,1424.67676571
p_9045,37.8331683296151,-122.286555449464,38,1569.00296206
p_9045,37.832325674651,-122.286214441806,39,1667.2315377
p_9045,37.8323281893906,-122.286222649081,40,1668.00608189
p_9045,37.8322542779964,-122.286192248699,41,1676.6352359
p_9045,37.8321608501139,-122.286163279343,42,1687.31408864
p_9045,37.8320979292282,-122.286139138212,43,1694.61408118
p_9045,37.8319601772972,-122.286102629105,44,1710.23777403
p_9045,37.8314892214185,-122.285933641191,45,1764.58637368
p_9045,37.8311804117104,-122.285839396985,46,1799.85200488
p_9045,37.83141,-122.28476,47,1898.23247421
p_9045,37.83163,-122.28369,48,1995.54139309
p_9045,37.8317375397012,-122.283137205451,49,2045.64792057
p_9045,37.8317880004323,-122.282910460008,50,2066.37981343
p_9045,37.8318533250863,-122.282568969496,51,2097.30414534
p_9045,37.8318959695983,-122.282357807295,52,2116.48644206
p_9045,37.8319,-122.28236,53,2116.97365888
p_9045,37.83206,-122.28158,54,2187.89831931
p_9045,37.83208,-122.28147,55,2197.83306417
p_9045,37.83142,-122.28126,56,2273.38532354
p_9045,37.83132,-122.28123,57,2284.7945286
p_9045,37.83115,-122.28117,58,2304.38874625
p_9045,37.831,-122.28112,59,2321.60977157
p_9045,37.83093,-122.2811,60,2329.5762992
