fare_id,route_id,origin_id,destination_id,contains_id
28,CC,BKY,RLN,
28,CC,RLN,BKY,
28,CC,RIC,RSV,
28,CC,RSV,RIC,
28,CC,BKY,RSV,
28,CC,RSV,BKY,
28,CC,HAY,SAC,
28,CC,SAC,HAY,
28,CC,FMT,DAV,
28,CC,DAV,FMT,
28,CC,SCC,SUI,
28,CC,SUI,SCC,
28,CC,SJC,SUI,
28,CC,SUI,SJC,
29,CC,EMY,RLN,
29,CC,RLN,EMY,
29,CC,EMY,RSV,
29,CC,RSV,EMY,
29,CC,OKJ,RSV,
29,CC,RSV,OKJ,
29,CC,OAC,RSV,
29,CC,RSV,OAC,
29,CC,SCC,FFV,
29,CC,FFV,SCC,
29,CC,SJC,FFV,
29,CC,FFV,SJC,
30,CC,SFC,SAC,
30,CC,SAC,SFC,
30,CC,GAC,DAV,
30,CC,DAV,GAC,
31,CC,RIC,ARN,
31,CC,ARN,RIC,
31,CC,BKY,ARN,
31,CC,ARN,BKY,
31,CC,EMY,ARN,
31,CC,ARN,EMY,
31,CC,OKJ,ARN,
31,CC,ARN,OKJ,
31,CC,OAC,ARN,
31,CC,ARN,OAC,
31,CC,OKJ,RLN,
31,CC,RLN,OKJ,
31,CC,OAC,RLN,
31,CC,RLN,OAC,
31,CC,HAY,RLN,
31,CC,RLN,HAY,
31,CC,HAY,RSV,
31,CC,RSV,HAY,
31,CC,FMT,SAC,
31,CC,SAC,FMT,
31,CC,SCC,DAV,
31,CC,DAV,SCC,
31,CC,SJC,DAV,
31,CC,DAV,SJC,
32,CC,SFC,RLN,
32,CC,RLN,SFC,
32,CC,SFC,RSV,
32,CC,RSV,SFC,
32,CC,GAC,SAC,
32,CC,SAC,GAC,
33,CC,SCC,SAC,
33,CC,SAC,SCC,
34,CC,SFC,ARN,
34,CC,ARN,SFC,
34,CC,HAY,ARN,
34,CC,ARN,HAY,
34,CC,FMT,RLN,
34,CC,RLN,FMT,
34,CC,FMT,RSV,
34,CC,RSV,FMT,
35,CC,SJC,SAC,
35,CC,SAC,SJC,
36,CC,GAC,RSV,
36,CC,RSV,GAC,
37,CC,SCC,RSV,
37,CC,RSV,SCC,
38,CC,FMT,ARN,
38,CC,ARN,FMT,
38,CC,GAC,ARN,
38,CC,ARN,GAC,
38,CC,SCC,ARN,
38,CC,ARN,SCC,
38,CC,SJC,ARN,
38,CC,ARN,SJC,
38,CC,GAC,RLN,
38,CC,RLN,GAC,
38,CC,SCC,RLN,
38,CC,RLN,SCC,
38,CC,SJC,RLN,
38,CC,RLN,SJC,
38,CC,SJC,RSV,
38,CC,RSV,SJC,
