route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
"385",1,97,"Westbound Antioch BART",1,152,42
"389",1,98,"Loop Pittsburg-Bay Point BART",0,152,63
"201",1,99,"Westbound Concord BART",1,152,8
"201",1,100,"Eastbound Pittsburg-Bay Point BART",0,152,9
"380",1,101,"Eastbound Antioch BART",0,152,32
"387",1,102,"Westbound Pittsburg-Bay Point BART",1,152,55
"391",1,103,"Eastbound Brentwood Park & Ride",0,152,48
"391",1,104,"Westbound Pittsburg Center BART",1,152,47
"391",1,105,"Eastbound Brentwood Park & Ride",0,152,48
"391",1,106,"Westbound Pittsburg Center BART",1,153,47
"200",1,107,"Westbound Amtrak",1,153,10
"200",1,108,"Eastbound Pittsburg-Bay Point BART",0,153,11
"380",1,109,"Eastbound Antioch BART",0,153,32
"383",1,110,"Eastbound Blue Goose Park",0,154,84
"384",1,111,"Westbound Antioch BART",1,154,45
"380",1,112,"Westbound Pittsburg-Bay Point BART",1,154,49
"387",1,113,"Eastbound Antioch BART",0,154,52
"300",1,114,"Eastbound Brentwood Park & Ride",0,154,27
"380",1,115,"Westbound Pittsburg-Bay Point BART",1,155,49
"391",1,116,"Eastbound Brentwood Park & Ride",0,155,48
"300",1,117,"Westbound Antioch BART",1,155,26
"385",1,118,"Eastbound Brentwood Park & Ride",0,155,44
"391",1,119,"Westbound Pittsburg Center BART",1,155,47
"388",1,120,"Eastbound Kaiser",0,156,54
"388",1,121,"Westbound Pittsburg-Bay Point BART",1,156,60
"388",1,122,"Eastbound Kaiser",0,156,54
"384",1,123,"Eastbound Brentwood Park & Ride",0,157,46
"300",1,124,"Westbound Antioch BART",1,157,26
"387",1,125,"Westbound Pittsburg-Bay Point BART",1,157,55
"388",1,126,"Eastbound Kaiser",0,157,54
"387",1,127,"Westbound Pittsburg-Bay Point BART",1,158,55
"390",1,128,"Eastbound Antioch BART",0,158,7
"300",1,129,"Eastbound Brentwood Park & Ride",0,158,27
"387",1,130,"Westbound Pittsburg-Bay Point BART",1,158,55
"201",1,131,"Westbound Concord BART",1,159,8
"201",1,132,"Eastbound Pittsburg-Bay Point BART",0,159,9
"388",1,133,"Eastbound Kaiser",0,159,54
"388",1,134,"Westbound Pittsburg-Bay Point BART",1,159,60
"389",1,135,"Loop Pittsburg-Bay Point BART",0,159,63
"391",1,136,"Westbound Pittsburg Center BART",1,160,47
"390",1,137,"Eastbound Antioch BART",0,160,7
"384",1,138,"Eastbound Brentwood Park & Ride",0,160,46
"385",1,139,"Eastbound Brentwood Park & Ride",0,160,44
"383",1,140,"Westbound Tri Delta Transit",1,161,85
"383",1,141,"Eastbound Blue Goose Park",0,161,84
"384",1,142,"Westbound Antioch BART",1,161,45
"380",1,143,"Westbound Pittsburg-Bay Point BART",1,161,49
"387",1,144,"Eastbound Antioch BART",0,161,52
"379",1,145,"Westbound Antioch BART",1,162,24
"385",1,146,"Eastbound Brentwood Park & Ride",0,162,44
"383",1,147,"Westbound Tri Delta Transit",1,162,85
"389",1,148,"Loop Pittsburg-Bay Point BART",0,162,63
"380",1,149,"Eastbound Antioch BART",0,162,32
"380",1,150,"Westbound Pittsburg-Bay Point BART",1,162,49
"383",1,151,"Eastbound Blue Goose Park",0,163,84
"384",1,152,"Westbound Antioch BART",1,163,45
"380",1,153,"Westbound Pittsburg-Bay Point BART",1,163,49
"391",1,154,"Eastbound Brentwood Park & Ride",0,163,48
"300",1,155,"Eastbound Brentwood Park & Ride",0,163,27
"380",1,156,"Eastbound Antioch BART",0,164,32
"300",1,157,"Eastbound Brentwood Park & Ride",0,164,27
"300",1,158,"Westbound Antioch BART",1,164,26
"380",1,159,"Westbound Pittsburg-Bay Point BART",1,164,49
"388",1,160,"Eastbound Kaiser",0,164,54
"387",1,161,"Eastbound Antioch BART",0,165,52
"388",1,162,"Westbound Pittsburg-Bay Point BART",1,165,60
"389",1,163,"Loop Pittsburg-Bay Point BART",0,165,63
"380",1,164,"Eastbound Antioch BART",0,165,32
"387",1,165,"Eastbound Century Plaza",0,165,31
"380",1,166,"Eastbound Antioch BART",0,166,88
"380",1,167,"Westbound Pittsburg-Bay Point BART",1,166,49
"390",1,168,"Eastbound Antioch BART",0,166,7
"381",1,169,"Eastbound Los Medanos College",0,167,22
"381",1,170,"Westbound Pittsburg Marina",1,167,28
"381",1,171,"Eastbound Los Medanos College",0,167,22
"381",1,172,"Westbound Pittsburg Marina",1,167,28
"381",1,173,"Eastbound Los Medanos College",0,167,22
"381",1,174,"Westbound Pittsburg Marina",1,168,28
"381",1,175,"Eastbound Los Medanos College",0,168,22
"381",1,176,"Westbound Pittsburg Marina",1,168,28
"381",1,177,"Eastbound Los Medanos College",0,168,22
"381",1,178,"Westbound Pittsburg Marina",1,168,28
"300",1,179,"Eastbound Brentwood Park & Ride",0,169,27
"385",1,180,"Westbound Antioch BART",1,169,42
"380",1,181,"Westbound Pittsburg-Bay Point BART",1,169,49
"387",1,182,"Eastbound Antioch BART",0,169,52
"300",1,183,"Eastbound Brentwood Park & Ride",0,170,27
"388",1,184,"Eastbound Kaiser",0,170,54
"388",1,185,"Westbound Pittsburg-Bay Point BART",1,170,60
"380",1,186,"Eastbound Antioch BART",0,170,32
"383",1,187,"Eastbound Blue Goose Park",0,171,84
"388",1,188,"Westbound Pittsburg-Bay Point BART",1,171,60
"385",1,189,"Eastbound Brentwood Park & Ride",0,172,44
"391",1,190,"Westbound Pittsburg Center BART",1,172,47
"391",1,191,"Eastbound Brentwood Park & Ride",0,172,48
"391",1,192,"Westbound Pittsburg Center BART",1,172,47
"387",1,193,"Westbound Pittsburg-Bay Point BART",1,173,55
"390",1,194,"Eastbound Antioch BART",0,173,7
"387",1,195,"Eastbound Antioch BART",0,174,52
"300",1,196,"Eastbound Brentwood Park & Ride",0,174,27
"300",1,197,"Eastbound Brentwood Park & Ride",0,174,27
"300",1,198,"Eastbound Brentwood Park & Ride",0,175,27
"300",1,199,"Eastbound Brentwood Park & Ride",0,175,27
"388",1,200,"Eastbound Kaiser",0,175,54
"300",1,201,"Westbound Antioch BART",1,176,26
"384",1,202,"Eastbound Brentwood Park & Ride",0,176,46
"383",1,203,"Westbound Tri Delta Transit",1,176,85
"391",1,204,"Eastbound Brentwood Park & Ride",0,176,48
"396",2,205,"Eastbound Delta Fair Kaiser",0,201,78
"396",2,206,"Westbound Pacifica",1,201,81
"396",2,207,"Eastbound Delta Fair Kaiser",0,201,78
"396",2,208,"Westbound Pacifica",1,201,81
"396",2,209,"Eastbound Delta Fair Kaiser",0,201,78
"396",2,210,"Westbound Pacifica",1,201,81
"396",2,211,"Eastbound Delta Fair Kaiser",0,201,78
"395",2,212,"Loop Antioch BART",0,201,73
"393",2,213,"Eastbound Brentwood Park & Ride",0,201,70
"393",2,214,"Westbound Antioch BART",1,201,69
"396",2,215,"Eastbound Delta Fair Kaiser",0,202,78
"396",2,216,"Westbound Pacifica",1,202,81
"396",2,217,"Eastbound Delta Fair Kaiser",0,202,78
"396",2,218,"Westbound Pacifica",1,202,81
"396",2,219,"Eastbound Delta Fair Kaiser",0,202,78
"395",2,220,"Loop Antioch BART",0,202,73
"393",2,221,"Eastbound Brentwood Park & Ride",0,202,70
"393",2,222,"Westbound Antioch BART",1,202,69
"392",2,223,"Westbound Pittsburg-Bay Point BART",1,202,71
"394",2,224,"Eastbound Antioch BART",0,202,68
"392",2,225,"Westbound Pittsburg-Bay Point BART",1,202,71
"392",2,226,"Eastbound Antioch BART",0,202,62
"392",2,227,"Westbound Pittsburg-Bay Point BART",1,203,71
"394",2,228,"Eastbound Antioch BART",0,203,68
"394",2,229,"Westbound Pittsburg-Bay Point BART",1,203,74
"392",2,230,"Eastbound Antioch BART",0,203,62
"396",2,231,"Westbound Pacifica",1,203,81
"396",2,232,"Eastbound Delta Fair Kaiser",0,203,78
