name,node_id,physical_node_id,x_coord,y_coord,route_type,route_id,node_type,directed_route_id,directed_service_id,zone_id,agency_name,geometry,terminal_flag,ctrl_type,agent_type
SANL,1000041,1000041,-122.160713,37.721806,1,5,metro_station,,,,Bay Area Rapid Transit,POINT (-122.160713 37.721806),0,,
SBRN,1000042,1000042,-122.416384,37.63772,1,1,metro_station,,,,Bay Area Rapid Transit,POINT (-122.416384 37.63772),0,,
SFIA,1000043,1000043,-122.391895,37.616023,1,1,metro_station,,,,Bay Area Rapid Transit,POINT (-122.391895 37.616023),1,,
SHAY,1000044,1000044,-122.057158,37.634363,1,5,metro_station,,,,Bay Area Rapid Transit,POINT (-122.057158 37.634363),0,,
SSAN,1000045,1000045,-122.444254,37.664437,1,1,metro_station,,,,Bay Area Rapid Transit,POINT (-122.444254 37.664437),0,,
UCTY,1000046,1000046,-122.01723,37.590765,1,5,metro_station,,,,Bay Area Rapid Transit,POINT (-122.01723 37.590765),0,,
WARM,1000047,1000047,-121.939358,37.502307,1,5,metro_station,,,,Bay Area Rapid Transit,POINT (-121.939358 37.502307),0,,
WCRK,1000048,1000048,-122.067379,37.905812,1,1,metro_station,,,,Bay Area Rapid Transit,POINT (-122.067379 37.905812),0,,
WDUB,1000049,1000049,-121.928301,37.69976,1,12,metro_station,,,,Bay Area Rapid Transit,POINT (-121.928301 37.69976),0,,
WOAK,1000050,1000050,-122.295144,37.804923,1,5,metro_station,,,,Bay Area Rapid Transit,POINT (-122.295144 37.804923),0,,
