stop_id,stop_city
757617,Penngrove
757078,Santa Rosa
757129,Windsor
757458,Sonoma
757764,Santa Rosa
757413,Kenwood
758000,Sonoma
2335915,Geyserville
757771,Sebastopol
757483,Sonoma
758008,Sonoma
757177,Cloverdale
810175,Cloverdale
757293,Santa Rosa
757257,Santa Rosa
757983,Sonoma
757715,Santa Rosa
757913,Rohnert Park
757206,Windsor
757932,Rohnert Park
757384,Santa Rosa
757432,Sonoma
2505589,Santa Rosa
757861,Guerneville
757461,Sonoma
757703,Santa Rosa
848652,Windsor
757982,Sonoma
757592,Rohnert Park
757720,Petaluma
757930,Cotati
758075,Bodega Bay
2335910,Cloverdale
3451457,Rohnert Park
757409,Santa Rosa
757729,Petaluma
757405,Santa Rosa
757347,Sebastopol
924,Healdsburg
757624,Petaluma
757564,Santa Rosa
810951,Cloverdale
757907,Rohnert Park
757337,Forestville
923,Healdsburg
757457,Sonoma
757724,Petaluma
757289,Santa Rosa
757595,Rohnert Park
758079,Sebastopol
757681,Cotati
757208,Windsor
757499,Glen Ellen
757840,Santa Rosa
758745,Santa Rosa
757744,Penngrove
2574461,Petaluma
757903,Rohnert Park
757636,Petaluma
757476,Sonoma
757831,Santa Rosa
757152,Geyserville
757631,Cotati
757904,Rohnert Park
757283,Santa Rosa
757928,Cotati
757790,Rohnert Park
757333,Forestville
810168,Cloverdale
757297,Occidental
931,Healdsburg
757839,Santa Rosa
757573,Santa Rosa
757537,Santa Rosa
2505591,Santa Rosa
942,Healdsburg
757613,Penngrove
757640,Petaluma
757102,Santa Rosa
757453,Sonoma
758039,Windsor
757119,Windsor
810950,Cloverdale
757207,Windsor
757946,Santa Rosa
757484,Sonoma
2440156,Santa Rosa
757167,Cloverdale
757462,Sonoma
757604,Rohnert Park
757712,Santa Rosa
757328,Forestville
757676,Cotati
757789,Rohnert Park
757702,Santa Rosa
757443,Sonoma
757153,Geyserville
758044,Windsor
758026,Windsor
757497,Sonoma
757781,Sebastopol
757706,Santa Rosa
757629,Rohnert Park
757383,Santa Rosa
757556,Forestville
757267,Santa Rosa
757882,Rohnert Park
757404,Santa Rosa
757080,Santa Rosa
757750,Rohnert Park
757977,Sonoma
937,Healdsburg
757625,Petaluma
757402,Santa Rosa
757433,Sonoma
757468,Sonoma
757162,Cloverdale
757878,Rohnert Park
757158,Cloverdale
757517,Santa Rosa
757527,Santa Rosa
758085,Duncans Mills
757957,Sonoma
757270,Santa Rosa
757223,Windsor
757300,Monte Rio
3446934,Santa Rosa
757530,Santa Rosa
757661,Petaluma
758932,Rohnert Park
757069,Santa Rosa
757508,Kenwood
757372,Santa Rosa
757552,Graton
757663,Petaluma
757445,Sonoma
757215,Windsor
757794,Cotati
757099,Fulton
810172,Cloverdale
845492,Rohnert Park
757308,Monte Rio
757310,Guerneville
757936,Rohnert Park
757574,Santa Rosa
757726,Petaluma
757791,Cotati
757285,Santa Rosa
757101,Forestville
757887,Rohnert Park
757658,Petaluma
2454868,Sebastopol
758078,Sebastopol
757526,Santa Rosa
757226,Windsor
757306,Monte Rio
758005,Sonoma
757326,Forestville
757873,Occidental
757510,Kenwood
771429,Sebastopol
757782,Sebastopol
757694,Rohnert Park
758931,Rohnert Park
757284,Santa Rosa
757816,Sebastopol
2769430,Santa Rosa
2454897,Sebastopol
757263,Fulton
757848,Santa Rosa
757079,Santa Rosa
758019,Windsor
758035,Windsor
757614,Penngrove
757978,Sonoma
757179,Asti
757447,Sonoma
824783,Cloverdale
757401,Santa Rosa
757748,Rohnert Park
757774,Sebastopol
757992,Petaluma
757093,Santa Rosa
757113,Windsor
757232,Santa Rosa
757689,Rohnert Park
757524,Santa Rosa
757911,Rohnert Park
849472,Windsor
757425,Glen Ellen
757437,Sonoma
757964,Sonoma
757579,Santa Rosa
757210,Windsor
758020,Windsor
757111,Windsor
757403,Santa Rosa
757665,Petaluma
757392,Santa Rosa
757475,Sonoma
757493,Sonoma
757906,Rohnert Park
757259,Santa Rosa
757521,Santa Rosa
757233,Santa Rosa
757554,Graton
757915,Rohnert Park
757773,Sebastopol
757639,Petaluma
757963,Sonoma
757490,Sonoma
757305,Monte Rio
757938,Rohnert Park
757953,San Rafael
757454,Sonoma
758010,Windsor
757680,Cotati
757426,Sonoma
757924,Rohnert Park
757962,Sonoma
757090,Santa Rosa
757828,Santa Rosa
757341,Graton
2440160,Santa Rosa
757217,Windsor
758006,Sonoma
757415,Kenwood
810949,Cloverdale
758077,Bodega
758071,Jenner
757645,Petaluma
757235,Santa Rosa
758004,Sonoma
757276,Santa Rosa
757855,Forestville
757292,Santa Rosa
757181,Cloverdale
757197,Healdsburg
757803,Rohnert Park
757176,Cloverdale
2505585,Windsor
757185,Geyserville
757519,Santa Rosa
758037,Windsor
2329753,Rohnert Park
757148,Healdsburg
757286,Santa Rosa
757966,Sonoma
757874,Rohnert Park
757582,Rohnert Park
2329762,Rohnert Park
757761,Santa Rosa
757863,Guerneville
757371,Santa Rosa
757320,Guerneville
757085,Santa Rosa
757166,Cloverdale
757916,Rohnert Park
757212,Windsor
2505583,Windsor
757955,Sonoma
757429,Sonoma
757227,Windsor
930,Healdsburg
757870,Monte Rio
757731,Petaluma
757707,Santa Rosa
757609,Cotati
757478,Sonoma
757261,Fulton
757922,Rohnert Park
757380,Santa Rosa
757619,Petaluma
757330,Forestville
757110,Santa Rosa
757879,Rohnert Park
757446,Sonoma
757456,Sonoma
757250,Windsor
757620,Petaluma
757941,Santa Rosa
757388,Santa Rosa
757533,Santa Rosa
757690,Rohnert Park
757170,Cloverdale
757291,Santa Rosa
758041,Windsor
758743,Sonoma
757393,Santa Rosa
757958,Sonoma
757576,Santa Rosa
758007,Sonoma
757730,Petaluma
757451,Sonoma
757968,Sonoma
757647,Petaluma
757539,Santa Rosa
757821,Sebastopol
757439,Sonoma
757100,Windsor
757256,Santa Rosa
757518,Santa Rosa
757504,Glen Ellen
757960,Sonoma
757199,Healdsburg
810163,Cloverdale
757209,Windsor
757344,Graton
757122,Windsor
757817,Sebastopol
757319,Guerneville
757288,Santa Rosa
2506076,Santa Rosa
758053,Windsor
757846,Santa Rosa
757822,Sebastopol
758015,Windsor
757397,Santa Rosa
757650,Petaluma
757585,Rohnert Park
757944,Santa Rosa
757196,Healdsburg
757568,Santa Rosa
757671,Penngrove
757311,Guerneville
757979,Sonoma
757390,Santa Rosa
757733,Petaluma
946,Healdsburg
757449,Sonoma
757581,Rohnert Park
757954,Sonoma
757195,Healdsburg
758028,Windsor
757277,Santa Rosa
2429356,Rohnert Park
757097,Fulton
757834,Santa Rosa
757644,Petaluma
2574463,Rohnert Park
757268,Santa Rosa
757651,Petaluma
757088,Santa Rosa
757346,Sebastopol
757931,Cotati
757274,Santa Rosa
757278,Santa Rosa
757325,Forestville
761168,Petaluma
757652,Petaluma
757182,Geyserville
757424,Glen Ellen
757732,Petaluma
810169,Cloverdale
757927,Rohnert Park
757678,Cotati
758082,Bodega
757211,Windsor
757939,Rohnert Park
757610,Cotati
757741,Petaluma
757635,Penngrove
757660,Petaluma
757345,Sebastopol
757200,Healdsburg
757654,Petaluma
757095,Santa Rosa
757784,Cotati
757316,Guerneville
757976,Sonoma
757505,Glen Ellen
757351,Sebastopol
757522,Santa Rosa
757851,Forestville
758087,Monte Rio
757597,Rohnert Park
2371011,Rohnert Park
757591,Rohnert Park
757441,Sonoma
757430,Sonoma
757575,Santa Rosa
757792,Cotati
947,Healdsburg
757945,Santa Rosa
757902,Rohnert Park
933,Healdsburg
757488,Sonoma
757796,Rohnert Park
757985,Petaluma
757655,Petaluma
757531,Santa Rosa
757894,Rohnert Park
757070,Santa Rosa
757852,Forestville
2517386,Guerneville
757382,Santa Rosa
758049,Windsor
757760,Rohnert Park
757224,Windsor
757587,Rohnert Park
757917,Rohnert Park
757693,Rohnert Park
757596,Rohnert Park
757221,Windsor
2335911,Cloverdale
757262,Fulton
757387,Santa Rosa
757467,Sonoma
757868,Guerneville
757551,Graton
810164,Cloverdale
757860,Guerneville
757943,Santa Rosa
757190,Healdsburg
757737,Petaluma
943,Healdsburg
757884,Rohnert Park
757912,Windsor
757544,Sebastopol
757600,Rohnert Park
757743,Penngrove
757801,Rohnert Park
757511,Santa Rosa
757132,Windsor
757621,Petaluma
757501,Glen Ellen
757440,Sonoma
948,Healdsburg
758002,Sonoma
757506,Glen Ellen
2555756,Monte Rio
757611,Penngrove
757151,Geyserville
757255,Santa Rosa
929,Healdsburg
757193,Healdsburg
757168,Cloverdale
757608,Cotati
757829,Santa Rosa
757997,Petaluma
757653,Petaluma
757837,Santa Rosa
2629108,Cloverdale
757084,Santa Rosa
757618,Petaluma
757824,Sebastopol
757269,Santa Rosa
757549,Sebastopol
2769432,Santa Rosa
757812,Sebastopol
757408,Santa Rosa
757850,Forestville
757357,Sebastopol
757925,Rohnert Park
757648,Petaluma
757762,Santa Rosa
757127,Windsor
757516,Santa Rosa
757299,Monte Rio
757201,Healdsburg
757684,Rohnert Park
757184,Geyserville
757871,Monte Rio
757830,Santa Rosa
757218,Windsor
757849,Forestville
758011,Windsor
2332185,Rohnert Park
757477,Sonoma
757381,Santa Rosa
757746,Penngrove
757428,Sonoma
757385,Santa Rosa
2574464,Rohnert Park
2769431,Santa Rosa
757535,Santa Rosa
757606,Cotati
757436,Sonoma
758088,Monte Rio
2505584,Windsor
757914,Rohnert Park
757143,Healdsburg
757718,Petaluma
757091,Santa Rosa
757407,Santa Rosa
757637,Petaluma
757598,Rohnert Park
757810,Sebastopol
757820,Sebastopol
757772,Sebastopol
757083,Santa Rosa
757697,Rohnert Park
757747,Rohnert Park
757322,Guerneville
757228,Windsor
757302,Duncans Mills
757770,Sebastopol
2574460,Petaluma
757885,Rohnert Park
757500,Glen Ellen
757785,Cotati
2629109,Windsor
757414,Kenwood
757545,Sebastopol
758070,Jenner
757883,Rohnert Park
757795,Cotati
757089,Santa Rosa
757826,Santa Rosa
2629111,Guerneville
757854,Forestville
757832,Santa Rosa
757825,Santa Rosa
758003,Sonoma
757183,Geyserville
757532,Santa Rosa
757775,Sebastopol
757866,Guerneville
757271,Santa Rosa
940,Healdsburg
2329763,Rohnert Park
757068,Santa Rosa
757577,Santa Rosa
757808,Sebastopol
2454867,Sebastopol
757630,Rohnert Park
758018,Windsor
757709,Santa Rosa
757786,Cotati
757370,Santa Rosa
758043,Windsor
758034,Windsor
758934,Rohnert Park
758027,Windsor
757420,Glen Ellen
757377,Santa Rosa
757222,Windsor
757622,Petaluma
757463,Sonoma
757819,Sebastopol
941,Healdsburg
757778,Sebastopol
757464,Sonoma
758040,Windsor
757765,Rohnert Park
757342,Graton
757391,Santa Rosa
758033,Windsor
757491,Sonoma
757470,Sonoma
757479,Sonoma
757373,Santa Rosa
757809,Sebastopol
758012,Windsor
757599,Rohnert Park
2332186,Healdsburg
2329752,Petaluma
757438,Sonoma
757363,Sebastopol
758050,Windsor
757265,Santa Rosa
757588,Rohnert Park
757956,Sonoma
757804,Rohnert Park
757473,Sonoma
757989,Petaluma
757225,Windsor
757994,Petaluma
758048,Windsor
757106,Santa Rosa
757844,Santa Rosa
757683,Rohnert Park
757807,Sebastopol
757121,Windsor
757379,Santa Rosa
757361,Sebastopol
757677,Cotati
757188,Geyserville
2505587,Windsor
2505579,Santa Rosa
757780,Sebastopol
757548,Sebastopol
757323,Guerneville
757769,Rohnert Park
757186,Geyserville
785279,Cotati
757398,Santa Rosa
757642,Petaluma
810166,Cloverdale
758080,Sebastopol
757394,Santa Rosa
2329760,Petaluma
758072,Bodega Bay
757827,Santa Rosa
757565,Santa Rosa
758073,Bodega Bay
757814,Sebastopol
757145,Healdsburg
757214,Windsor
757766,Rohnert Park
757612,Penngrove
757374,Santa Rosa
757219,Windsor
757171,Cloverdale
757942,Santa Rosa
849471,Windsor
757329,Forestville
757749,Rohnert Park
757482,Sonoma
757571,Santa Rosa
810171,Cloverdale
757900,Rohnert Park
757692,Rohnert Park
757862,Guerneville
757995,Petaluma
757999,Petaluma
758042,Windsor
757558,Forestville
2618143,Rohnert Park
938,Healdsburg
757147,Healdsburg
757340,Graton
757272,Santa Rosa
2505582,Windsor
757444,Sonoma
757192,Healdsburg
757691,Rohnert Park
757528,Santa Rosa
757495,Sonoma
757231,Santa Rosa
758014,Windsor
757918,Rohnert Park
758016,Windsor
757970,Sonoma
757173,Cloverdale
757542,Santa Rosa
758051,Windsor
757751,Rohnert Park
757075,Santa Rosa
757163,Cloverdale
758084,Duncans Mills
757578,Santa Rosa
757460,Sonoma
758023,Windsor
757776,Sebastopol
757921,Rohnert Park
757892,Rohnert Park
757641,Petaluma
758021,Windsor
757124,Windsor
757768,Rohnert Park
757105,Santa Rosa
758025,Windsor
757841,Santa Rosa
757583,Rohnert Park
757783,Sebastopol
757984,Petaluma
757685,Rohnert Park
757666,Penngrove
757858,Rio Nido
757901,Rohnert Park
757077,Santa Rosa
757800,Rohnert Park
757910,Rohnert Park
761115,Rohnert Park
2454869,Sebastopol
757659,Petaluma
757137,Healdsburg
757716,Santa Rosa
757512,Santa Rosa
757670,Penngrove
757899,Rohnert Park
757336,Forestville
757216,Windsor
757937,Rohnert Park
757856,Forestville
757303,Duncans Mills
2505581,Windsor
757623,Petaluma
2382294,Rohnert Park
757489,Sonoma
757332,Fulton
757668,Penngrove
757580,Santa Rosa
758030,Windsor
757349,Sebastopol
2329761,Cotati
758022,Windsor
757550,Sebastopol
757435,Sonoma
944,Healdsburg
757843,Santa Rosa
757130,Windsor
758081,Sebastopol
757859,Rio Nido
757472,Sonoma
757149,Geyserville
757359,Sebastopol
757838,Santa Rosa
757452,Sonoma
757459,Sonoma
757169,Cloverdale
2505580,Santa Rosa
757082,Santa Rosa
3451456,Rohnert Park
757667,Penngrove
757098,Santa Rosa
770316,Healdsburg
757980,Sonoma
810165,Cloverdale
757529,Santa Rosa
757120,Windsor
757710,Santa Rosa
757626,Petaluma
757763,Santa Rosa
757264,Santa Rosa
757126,Windsor
757679,Cotati
757875,Cotati
757696,Rohnert Park
757503,Glen Ellen
757586,Rohnert Park
757754,Rohnert Park
758047,Windsor
757991,Petaluma
757594,Rohnert Park
757321,Guerneville
757410,Santa Rosa
925,Healdsburg
758024,Windsor
757553,Graton
757423,Glen Ellen
758045,Windsor
757134,Healdsburg
757638,Petaluma
757722,Petaluma
757327,Forestville
757141,Healdsburg
759362,Monte Rio
757929,Cotati
757294,Santa Rosa
757890,Rohnert Park
757940,Rohnert Park
757103,Santa Rosa
757714,Santa Rosa
757236,Santa Rosa
757836,Santa Rosa
757675,Cotati
757520,Santa Rosa
757448,Sonoma
757400,Santa Rosa
757312,Guerneville
757266,Santa Rosa
758074,Bodega Bay
757273,Santa Rosa
921,Healdsburg
757240,Santa Rosa
757298,Monte Rio
757406,Santa Rosa
757752,Rohnert Park
757073,Santa Rosa
757590,Rohnert Park
757092,Santa Rosa
757988,Petaluma
757986,Petaluma
757418,Glen Ellen
757998,Petaluma
757421,Glen Ellen
2629110,Occidental
757161,Cloverdale
757338,Forestville
757563,Santa Rosa
757335,Forestville
757561,Santa Rosa
757560,Santa Rosa
758032,Windsor
757728,Petaluma
757719,Petaluma
757204,Windsor
757607,Cotati
758038,Windsor
757627,Petaluma
758029,Windsor
757753,Rohnert Park
757682,Rohnert Park
2505590,Santa Rosa
757304,Duncans Mills
757481,Sonoma
757194,Healdsburg
757133,Windsor
757889,Rohnert Park
2335912,Cloverdale
757933,Rohnert Park
757725,Petaluma
757566,Santa Rosa
757815,Sebastopol
848653,Windsor
757389,Santa Rosa
757275,Santa Rosa
757334,Forestville
757159,Asti
757686,Rohnert Park
2574465,Rohnert Park
757144,Healdsburg
757112,Windsor
757281,Santa Rosa
757695,Rohnert Park
848650,Rohnert Park
757540,Santa Rosa
757160,Cloverdale
757395,Santa Rosa
757287,Santa Rosa
757897,Rohnert Park
2555753,Cloverdale
757525,Santa Rosa
757896,Rohnert Park
757572,Santa Rosa
757343,Graton
757362,Sebastopol
757669,Penngrove
757301,Monte Rio
757203,Windsor
757465,Sonoma
757282,Santa Rosa
757202,Healdsburg
757688,Rohnert Park
757165,Cloverdale
757128,Windsor
757191,Healdsburg
757081,Santa Rosa
757605,Rohnert Park
757071,Santa Rosa
757469,Sonoma
757353,Sebastopol
2574459,Sebastopol
757898,Rohnert Park
757543,Sebastopol
757109,Santa Rosa
757450,Sonoma
757486,Sonoma
757314,Guerneville
926,Healdsburg
757673,Cotati
757296,Occidental
2329754,Rohnert Park
757593,Rohnert Park
757422,Eldridge
758009,Sonoma
757416,Glen Ellen
757117,Windsor
757331,Forestville
757880,Rohnert Park
757708,Santa Rosa
