route_id,direction_id,direction
76287,1,East
76287,0,West
76286,0,Loop
76285,0,Loop
76284,1,Inbound
76284,0,Outbound
76276,0,Loop
76274,0,Loop
76273,0,Loop
76272,0,Loop
76243,0,Loop
76242,0,Loop
76241,0,Loop
76240,0,Loop
76236,0,Loop
76235,0,Loop
76234,0,Loop
76233,0,Loop
76232,0,Loop
76231,0,Loop
76230,0,Loop
76229,0,Outbound
76229,0,Loop
76228,0,Loop
76226,0,Loop
76223,0,Loop
