id,name,from_node_id,to_node_id,length,lanes,dir_flag,free_speed,capacity,link_type,link_type_name,geometry,allowed_uses,from_biway,is_link
POINT (-122.2755012 37.8022741)_POINT (-122.271589 37.803471),,POINT (-122.2755012 37.8022741),POINT (-122.271589 37.803471),368.9971373342646,1,1,-1,-1,-1,,"LINESTRING (-122.2755012 37.8022741, -122.271589 37.803471)",auto,1,True
POINT (-122.2755012 37.8022741)_POINT (-122.268722 37.80806),,POINT (-122.2755012 37.8022741),POINT (-122.268722 37.80806),877.7031167665533,1,1,-1,-1,-1,,"LINESTRING (-122.2755012 37.8022741, -122.268722 37.80806)",auto,1,True
POINT (-122.0672905 37.6881137)_POINT (-122.075615 37.690776),,POINT (-122.0672905 37.6881137),POINT (-122.075615 37.690776),790.9381674780692,1,1,-1,-1,-1,,"LINESTRING (-122.0672905 37.6881137, -122.075615 37.690776)",auto,1,True
POINT (-122.259979 37.8667875)_POINT (-122.268078 37.870117),,POINT (-122.259979 37.8667875),POINT (-122.268078 37.870117),802.4490976957632,1,1,-1,-1,-1,,"LINESTRING (-122.259979 37.8667875, -122.268078 37.870117)",auto,1,True
POINT (-122.2495916 37.8481378)_POINT (-122.251271 37.844795),,POINT (-122.2495916 37.8481378),POINT (-122.251271 37.844795),400.3323312916379,1,1,-1,-1,-1,,"LINESTRING (-122.2495916 37.8481378, -122.251271 37.844795)",auto,1,True
POINT (-122.2603108 37.79237)_POINT (-122.265232 37.797357),,POINT (-122.2603108 37.79237),POINT (-122.265232 37.797357),703.9828056838799,1,1,-1,-1,-1,,"LINESTRING (-122.2603108 37.79237, -122.265232 37.797357)",auto,1,True
POINT (-122.2544782 37.8405841)_POINT (-122.251271 37.844795),,POINT (-122.2544782 37.8405841),POINT (-122.251271 37.844795),547.0121097748073,1,1,-1,-1,-1,,"LINESTRING (-122.2544782 37.8405841, -122.251271 37.844795)",auto,1,True
POINT (-122.2982554 37.8095098)_POINT (-122.295144 37.804923),,POINT (-122.2982554 37.8095098),POINT (-122.295144 37.804923),579.3077280525317,1,1,-1,-1,-1,,"LINESTRING (-122.2982554 37.8095098, -122.295144 37.804923)",auto,1,True
POINT (-122.2574447 37.848284)_POINT (-122.251271 37.844795),,POINT (-122.2574447 37.848284),POINT (-122.251271 37.844795),667.3579644497164,1,1,-1,-1,-1,,"LINESTRING (-122.2574447 37.848284, -122.251271 37.844795)",auto,1,True
POINT (-122.2718866 37.8312043)_POINT (-122.267163 37.828814),,POINT (-122.2718866 37.8312043),POINT (-122.267163 37.828814),493.2451644040602,1,1,-1,-1,-1,,"LINESTRING (-122.2718866 37.8312043, -122.267163 37.828814)",auto,1,True
POINT (-122.0834504 37.6871184)_POINT (-122.075615 37.690776),,POINT (-122.0834504 37.6871184),POINT (-122.075615 37.690776),801.3762772157281,1,1,-1,-1,-1,,"LINESTRING (-122.0834504 37.6871184, -122.075615 37.690776)",auto,1,True
POINT (-122.2638399 37.8304839)_POINT (-122.267163 37.828814),,POINT (-122.2638399 37.8304839),POINT (-122.267163 37.828814),346.3032552760144,1,1,-1,-1,-1,,"LINESTRING (-122.2638399 37.8304839, -122.267163 37.828814)",auto,1,True
POINT (-122.2579159 37.8306009)_POINT (-122.267163 37.828814),,POINT (-122.2579159 37.8306009),POINT (-122.267163 37.828814),837.0240260094548,1,1,-1,-1,-1,,"LINESTRING (-122.2579159 37.8306009, -122.267163 37.828814)",auto,1,True
POINT (-122.2667035 37.8071852)_POINT (-122.268722 37.80806),,POINT (-122.2667035 37.8071852),POINT (-122.268722 37.80806),202.4835479258997,1,1,-1,-1,-1,,"LINESTRING (-122.2667035 37.8071852, -122.268722 37.80806)",auto,1,True
POINT (-122.2667035 37.8071852)_POINT (-122.271589 37.803471),,POINT (-122.2667035 37.8071852),POINT (-122.271589 37.803471),596.3137466120987,1,1,-1,-1,-1,,"LINESTRING (-122.2667035 37.8071852, -122.271589 37.803471)",auto,1,True
POINT (-121.9732496 37.5647659)_POINT (-121.976605 37.557513),,POINT (-121.9732496 37.5647659),POINT (-121.976605 37.557513),859.9694635235003,1,1,-1,-1,-1,,"LINESTRING (-121.9732496 37.5647659, -121.976605 37.557513)",auto,1,True
POINT (-122.4483179 37.7134049)_POINT (-122.44751 37.721758),,POINT (-122.4483179 37.7134049),POINT (-122.44751 37.721758),932.5803250218754,1,1,-1,-1,-1,,"LINESTRING (-122.4483179 37.7134049, -122.44751 37.721758)",auto,1,True
POINT (-122.417462 37.7795195)_POINT (-122.413879 37.77945),,POINT (-122.417462 37.7795195),POINT (-122.413879 37.77945),315.3418704923354,1,1,-1,-1,-1,,"LINESTRING (-122.417462 37.7795195, -122.413879 37.77945)",auto,1,True
POINT (-122.4201473 37.7702373)_POINT (-122.419755 37.765176),,POINT (-122.4201473 37.7702373),POINT (-122.419755 37.765176),564.4779411766363,1,1,-1,-1,-1,,"LINESTRING (-122.4201473 37.7702373, -122.419755 37.765176)",auto,1,True
POINT (-122.4143407 37.7763092)_POINT (-122.413879 37.77945),,POINT (-122.4143407 37.7763092),POINT (-122.413879 37.77945),351.9843005902005,1,1,-1,-1,-1,,"LINESTRING (-122.4143407 37.7763092, -122.413879 37.77945)",auto,1,True
POINT (-122.4120419 37.773426)_POINT (-122.413879 37.77945),,POINT (-122.4120419 37.773426),POINT (-122.413879 37.77945),689.7951108568546,1,1,-1,-1,-1,,"LINESTRING (-122.4120419 37.773426, -122.413879 37.77945)",auto,1,True
POINT (-122.4105086 37.7834657)_POINT (-122.407387 37.784645),,POINT (-122.4105086 37.7834657),POINT (-122.407387 37.784645),304.3979074559367,1,1,-1,-1,-1,,"LINESTRING (-122.4105086 37.7834657, -122.407387 37.784645)",auto,1,True
POINT (-122.4105086 37.7834657)_POINT (-122.413879 37.77945),,POINT (-122.4105086 37.7834657),POINT (-122.413879 37.77945),536.4365287717916,1,1,-1,-1,-1,,"LINESTRING (-122.4105086 37.7834657, -122.413879 37.77945)",auto,1,True
POINT (-122.4067243 37.7776291)_POINT (-122.413879 37.77945),,POINT (-122.4067243 37.7776291),POINT (-122.413879 37.77945),661.3379880274091,1,1,-1,-1,-1,,"LINESTRING (-122.4067243 37.7776291, -122.413879 37.77945)",auto,1,True
POINT (-122.4067243 37.7776291)_POINT (-122.407387 37.784645),,POINT (-122.4067243 37.7776291),POINT (-122.407387 37.784645),783.1797849657484,1,1,-1,-1,-1,,"LINESTRING (-122.4067243 37.7776291, -122.407387 37.784645)",auto,1,True
POINT (-122.4070181 37.7821241)_POINT (-122.407387 37.784645),,POINT (-122.4070181 37.7821241),POINT (-122.407387 37.784645),282.4959136388789,1,1,-1,-1,-1,,"LINESTRING (-122.4070181 37.7821241, -122.407387 37.784645)",auto,1,True
POINT (-122.4070181 37.7821241)_POINT (-122.413879 37.77945),,POINT (-122.4070181 37.7821241),POINT (-122.413879 37.77945),673.0479075959606,1,1,-1,-1,-1,,"LINESTRING (-122.4070181 37.7821241, -122.413879 37.77945)",auto,1,True
POINT (-122.4070181 37.7821241)_POINT (-122.401642 37.789213),,POINT (-122.4070181 37.7821241),POINT (-122.401642 37.789213),920.017739070359,1,1,-1,-1,-1,,"LINESTRING (-122.4070181 37.7821241, -122.401642 37.789213)",auto,1,True
POINT (-122.3965353 37.7857922)_POINT (-122.401642 37.789213),,POINT (-122.3965353 37.7857922),POINT (-122.401642 37.789213),588.9347087080573,1,1,-1,-1,-1,,"LINESTRING (-122.3965353 37.7857922, -122.401642 37.789213)",auto,1,True
POINT (-122.3965353 37.7857922)_POINT (-122.39708 37.792789),,POINT (-122.3965353 37.7857922),POINT (-122.39708 37.792789),780.3528565206367,1,1,-1,-1,-1,,"LINESTRING (-122.3965353 37.7857922, -122.39708 37.792789)",auto,1,True
POINT (-122.3965353 37.7857922)_POINT (-122.407387 37.784645),,POINT (-122.3965353 37.7857922),POINT (-122.407387 37.784645),963.2061508501918,1,1,-1,-1,-1,,"LINESTRING (-122.3965353 37.7857922, -122.407387 37.784645)",auto,1,True
POINT (-122.4665757 37.6975475)_POINT (-122.468994 37.706304),,POINT (-122.4665757 37.6975475),POINT (-122.468994 37.706304),997.7683562881782,1,1,-1,-1,-1,,"LINESTRING (-122.4665757 37.6975475, -122.468994 37.706304)",auto,1,True
POINT (-122.4129545 37.7811411)_POINT (-122.413879 37.77945),,POINT (-122.4129545 37.7811411),POINT (-122.413879 37.77945),205.07366903745296,1,1,-1,-1,-1,,"LINESTRING (-122.4129545 37.7811411, -122.413879 37.77945)",auto,1,True
POINT (-122.4129545 37.7811411)_POINT (-122.407387 37.784645),,POINT (-122.4129545 37.7811411),POINT (-122.407387 37.784645),626.1573841456942,1,1,-1,-1,-1,,"LINESTRING (-122.4129545 37.7811411, -122.407387 37.784645)",auto,1,True
POINT (-122.419688 37.7650522)_POINT (-122.419755 37.765176),,POINT (-122.419688 37.7650522),POINT (-122.419755 37.765176),14.989487048626808,1,1,-1,-1,-1,,"LINESTRING (-122.419688 37.7650522, -122.419755 37.765176)",auto,1,True
POINT (-122.4193778 37.7618332)_POINT (-122.419755 37.765176),,POINT (-122.4193778 37.7618332),POINT (-122.419755 37.765176),373.59641004939874,1,1,-1,-1,-1,,"LINESTRING (-122.4193778 37.7618332, -122.419755 37.765176)",auto,1,True
POINT (-122.418996 37.7578341)_POINT (-122.418518 37.752422),,POINT (-122.418996 37.7578341),POINT (-122.418518 37.752422),603.9392984973906,1,1,-1,-1,-1,,"LINESTRING (-122.418996 37.7578341, -122.418518 37.752422)",auto,1,True
POINT (-122.418996 37.7578341)_POINT (-122.419755 37.765176),,POINT (-122.418996 37.7578341),POINT (-122.419755 37.765176),820.0215883204978,1,1,-1,-1,-1,,"LINESTRING (-122.418996 37.7578341, -122.419755 37.765176)",auto,1,True
POINT (-122.4237834 37.7615686)_POINT (-122.419755 37.765176),,POINT (-122.4237834 37.7615686),POINT (-122.419755 37.765176),535.6683595859142,1,1,-1,-1,-1,,"LINESTRING (-122.4237834 37.7615686, -122.419755 37.765176)",auto,1,True
POINT (-122.4411925 37.7256849)_POINT (-122.44751 37.721758),,POINT (-122.4411925 37.7256849),POINT (-122.44751 37.721758),707.4710646836454,1,1,-1,-1,-1,,"LINESTRING (-122.4411925 37.7256849, -122.44751 37.721758)",auto,1,True
POINT (-122.3924125 37.7852562)_POINT (-122.401642 37.789213),,POINT (-122.3924125 37.7852562),POINT (-122.401642 37.789213),923.7414615340299,1,1,-1,-1,-1,,"LINESTRING (-122.3924125 37.7852562, -122.401642 37.789213)",auto,1,True
POINT (-122.3924125 37.7852562)_POINT (-122.39708 37.792789),,POINT (-122.3924125 37.7852562),POINT (-122.39708 37.792789),933.6833610687753,1,1,-1,-1,-1,,"LINESTRING (-122.3924125 37.7852562, -122.39708 37.792789)",auto,1,True
POINT (-122.3891967 37.7907617)_POINT (-122.39708 37.792789),,POINT (-122.3891967 37.7907617),POINT (-122.39708 37.792789),729.286153169832,1,1,-1,-1,-1,,"LINESTRING (-122.3891967 37.7907617, -122.39708 37.792789)",auto,1,True
POINT (-122.4333557 37.7304262)_POINT (-122.433557 37.733269),,POINT (-122.4333557 37.7304262),POINT (-122.433557 37.733269),316.95493179852957,1,1,-1,-1,-1,,"LINESTRING (-122.4333557 37.7304262, -122.433557 37.733269)",auto,1,True
POINT (-122.4033562 37.7956249)_POINT (-122.39708 37.792789),,POINT (-122.4033562 37.7956249),POINT (-122.39708 37.792789),635.9798754764354,1,1,-1,-1,-1,,"LINESTRING (-122.4033562 37.7956249, -122.39708 37.792789)",auto,1,True
POINT (-122.4033562 37.7956249)_POINT (-122.401642 37.789213),,POINT (-122.4033562 37.7956249),POINT (-122.401642 37.789213),729.5246555237926,1,1,-1,-1,-1,,"LINESTRING (-122.4033562 37.7956249, -122.401642 37.789213)",auto,1,True
POINT (-122.4073658 37.7954828)_POINT (-122.401642 37.789213),,POINT (-122.4073658 37.7954828),POINT (-122.401642 37.789213),860.6180888269049,1,1,-1,-1,-1,,"LINESTRING (-122.4073658 37.7954828, -122.401642 37.789213)",auto,1,True
POINT (-122.4073658 37.7954828)_POINT (-122.39708 37.792789),,POINT (-122.4073658 37.7954828),POINT (-122.39708 37.792789),953.2049091142533,1,1,-1,-1,-1,,"LINESTRING (-122.4073658 37.7954828, -122.39708 37.792789)",auto,1,True
POINT (-122.4001079 37.7878384)_POINT (-122.401642 37.789213),,POINT (-122.4001079 37.7878384),POINT (-122.401642 37.789213),204.03239319253203,1,1,-1,-1,-1,,"LINESTRING (-122.4001079 37.7878384, -122.401642 37.789213)",auto,1,True
POINT (-122.4001079 37.7878384)_POINT (-122.39708 37.792789),,POINT (-122.4001079 37.7878384),POINT (-122.39708 37.792789),612.0957335671847,1,1,-1,-1,-1,,"LINESTRING (-122.4001079 37.7878384, -122.39708 37.792789)",auto,1,True
POINT (-122.4001079 37.7878384)_POINT (-122.407387 37.784645),,POINT (-122.4001079 37.7878384),POINT (-122.407387 37.784645),732.4385050621255,1,1,-1,-1,-1,,"LINESTRING (-122.4001079 37.7878384, -122.407387 37.784645)",auto,1,True
POINT (-122.4166093 37.7829458)_POINT (-122.413879 37.77945),,POINT (-122.4166093 37.7829458),POINT (-122.413879 37.77945),457.3211406521093,1,1,-1,-1,-1,,"LINESTRING (-122.4166093 37.7829458, -122.413879 37.77945)",auto,1,True
POINT (-122.4166093 37.7829458)_POINT (-122.407387 37.784645),,POINT (-122.4166093 37.7829458),POINT (-122.407387 37.784645),833.1252546449441,1,1,-1,-1,-1,,"LINESTRING (-122.4166093 37.7829458, -122.407387 37.784645)",auto,1,True
POINT (-122.3906438 37.7891027)_POINT (-122.39708 37.792789),,POINT (-122.3906438 37.7891027),POINT (-122.39708 37.792789),699.2639150006764,1,1,-1,-1,-1,,"LINESTRING (-122.3906438 37.7891027, -122.39708 37.792789)",auto,1,True
POINT (-122.3906438 37.7891027)_POINT (-122.401642 37.789213),,POINT (-122.3906438 37.7891027),POINT (-122.401642 37.789213),967.6177497494248,1,1,-1,-1,-1,,"LINESTRING (-122.3906438 37.7891027, -122.401642 37.789213)",auto,1,True
POINT (-122.3910165 37.7876594)_POINT (-122.39708 37.792789),,POINT (-122.3910165 37.7876594),POINT (-122.39708 37.792789),781.4085792015978,1,1,-1,-1,-1,,"LINESTRING (-122.3910165 37.7876594, -122.39708 37.792789)",auto,1,True
POINT (-122.3910165 37.7876594)_POINT (-122.401642 37.789213),,POINT (-122.3910165 37.7876594),POINT (-122.401642 37.789213),950.6258776164801,1,1,-1,-1,-1,,"LINESTRING (-122.3910165 37.7876594, -122.401642 37.789213)",auto,1,True
POINT (-122.4192115 37.783094)_POINT (-122.413879 37.77945),,POINT (-122.4192115 37.783094),POINT (-122.413879 37.77945),620.2137567342927,1,1,-1,-1,-1,,"LINESTRING (-122.4192115 37.783094, -122.413879 37.77945)",auto,1,True
POINT (-122.4149685 37.7831562)_POINT (-122.413879 37.77945),,POINT (-122.4149685 37.7831562),POINT (-122.413879 37.77945),423.56149163746267,1,1,-1,-1,-1,,"LINESTRING (-122.4149685 37.7831562, -122.413879 37.77945)",auto,1,True
POINT (-122.4149685 37.7831562)_POINT (-122.407387 37.784645),,POINT (-122.4149685 37.7831562),POINT (-122.407387 37.784645),687.2928712654532,1,1,-1,-1,-1,,"LINESTRING (-122.4149685 37.7831562, -122.407387 37.784645)",auto,1,True
POINT (-122.4117434 37.7798582)_POINT (-122.413879 37.77945),,POINT (-122.4117434 37.7798582),POINT (-122.413879 37.77945),193.31487467369317,1,1,-1,-1,-1,,"LINESTRING (-122.4117434 37.7798582, -122.413879 37.77945)",auto,1,True
POINT (-122.4117434 37.7798582)_POINT (-122.407387 37.784645),,POINT (-122.4117434 37.7798582),POINT (-122.407387 37.784645),656.3896421163197,1,1,-1,-1,-1,,"LINESTRING (-122.4117434 37.7798582, -122.407387 37.784645)",auto,1,True
POINT (-122.4155341 37.7859515)_POINT (-122.407387 37.784645),,POINT (-122.4155341 37.7859515),POINT (-122.407387 37.784645),731.3655115201486,1,1,-1,-1,-1,,"LINESTRING (-122.4155341 37.7859515, -122.407387 37.784645)",auto,1,True
POINT (-122.4155341 37.7859515)_POINT (-122.413879 37.77945),,POINT (-122.4155341 37.7859515),POINT (-122.413879 37.77945),738.2472164057494,1,1,-1,-1,-1,,"LINESTRING (-122.4155341 37.7859515, -122.413879 37.77945)",auto,1,True
POINT (-122.4233994 37.7575672)_POINT (-122.418518 37.752422),,POINT (-122.4233994 37.7575672),POINT (-122.418518 37.752422),715.9854766097872,1,1,-1,-1,-1,,"LINESTRING (-122.4233994 37.7575672, -122.418518 37.752422)",auto,1,True
POINT (-122.4233994 37.7575672)_POINT (-122.419755 37.765176),,POINT (-122.4233994 37.7575672),POINT (-122.419755 37.765176),905.6977342600206,1,1,-1,-1,-1,,"LINESTRING (-122.4233994 37.7575672, -122.419755 37.765176)",auto,1,True
POINT (-122.4184249 37.7874957)_POINT (-122.413879 37.77945),,POINT (-122.4184249 37.7874957),POINT (-122.413879 37.77945),980.8837788896461,1,1,-1,-1,-1,,"LINESTRING (-122.4184249 37.7874957, -122.413879 37.77945)",auto,1,True
POINT (-122.4171743 37.7857412)_POINT (-122.413879 37.77945),,POINT (-122.4171743 37.7857412),POINT (-122.413879 37.77945),757.971744376522,1,1,-1,-1,-1,,"LINESTRING (-122.4171743 37.7857412, -122.413879 37.77945)",auto,1,True
POINT (-122.4171743 37.7857412)_POINT (-122.407387 37.784645),,POINT (-122.4171743 37.7857412),POINT (-122.407387 37.784645),869.6639398413446,1,1,-1,-1,-1,,"LINESTRING (-122.4171743 37.7857412, -122.407387 37.784645)",auto,1,True
POINT (-122.4242369 37.7687818)_POINT (-122.419755 37.765176),,POINT (-122.4242369 37.7687818),POINT (-122.419755 37.765176),562.7361457947698,1,1,-1,-1,-1,,"LINESTRING (-122.4242369 37.7687818, -122.419755 37.765176)",auto,1,True
POINT (-122.4240946 37.7647879)_POINT (-122.419755 37.765176),,POINT (-122.4240946 37.7647879),POINT (-122.419755 37.765176),384.3265888872874,1,1,-1,-1,-1,,"LINESTRING (-122.4240946 37.7647879, -122.419755 37.765176)",auto,1,True
POINT (-122.0596257 37.6270595)_POINT (-122.057158 37.634363),,POINT (-122.0596257 37.6270595),POINT (-122.057158 37.634363),841.6261654857854,1,1,-1,-1,-1,,"LINESTRING (-122.0596257 37.6270595, -122.057158 37.634363)",auto,1,True
POINT (-122.277268 37.7959455)_POINT (-122.271589 37.803471),,POINT (-122.277268 37.7959455),POINT (-122.271589 37.803471),975.3587584454776,1,1,-1,-1,-1,,"LINESTRING (-122.277268 37.7959455, -122.271589 37.803471)",auto,1,True
POINT (-122.2889321 37.8100772)_POINT (-122.295144 37.804923),,POINT (-122.2889321 37.8100772),POINT (-122.295144 37.804923),792.2704523960001,1,1,-1,-1,-1,,"LINESTRING (-122.2889321 37.8100772, -122.295144 37.804923)",auto,1,True
POINT (-122.2586656 37.8112134)_POINT (-122.268722 37.80806),,POINT (-122.2586656 37.8112134),POINT (-122.268722 37.80806),951.558305174917,1,1,-1,-1,-1,,"LINESTRING (-122.2586656 37.8112134, -122.268722 37.80806)",auto,1,True
POINT (-122.2695878 37.8752396)_POINT (-122.268078 37.870117),,POINT (-122.2695878 37.8752396),POINT (-122.268078 37.870117),585.4751405904391,1,1,-1,-1,-1,,"LINESTRING (-122.2695878 37.8752396, -122.268078 37.870117)",auto,1,True
POINT (-122.2878171 37.8728828)_POINT (-122.283508 37.874032),,POINT (-122.2878171 37.8728828),POINT (-122.283508 37.874032),399.6764359554907,1,1,-1,-1,-1,,"LINESTRING (-122.2878171 37.8728828, -122.283508 37.874032)",auto,1,True
POINT (-122.2779151 37.8740722)_POINT (-122.283508 37.874032),,POINT (-122.2779151 37.8740722),POINT (-122.283508 37.874032),491.47631297785614,1,1,-1,-1,-1,,"LINESTRING (-122.2779151 37.8740722, -122.283508 37.874032)",auto,1,True
POINT (-122.2779151 37.8740722)_POINT (-122.268078 37.870117),,POINT (-122.2779151 37.8740722),POINT (-122.268078 37.870117),970.094138660235,1,1,-1,-1,-1,,"LINESTRING (-122.2779151 37.8740722, -122.268078 37.870117)",auto,1,True
POINT (-122.4139142 37.7904728)_POINT (-122.407387 37.784645),,POINT (-122.4139142 37.7904728),POINT (-122.407387 37.784645),866.3776245420628,1,1,-1,-1,-1,,"LINESTRING (-122.4139142 37.7904728, -122.407387 37.784645)",auto,1,True
POINT (-122.4671038 37.7133984)_POINT (-122.468994 37.706304),,POINT (-122.4671038 37.7133984),POINT (-122.468994 37.706304),807.0981595033076,1,1,-1,-1,-1,,"LINESTRING (-122.4671038 37.7133984, -122.468994 37.706304)",auto,1,True
POINT (-122.410746 37.7859203)_POINT (-122.407387 37.784645),,POINT (-122.410746 37.7859203),POINT (-122.407387 37.784645),327.8468899627178,1,1,-1,-1,-1,,"LINESTRING (-122.410746 37.7859203, -122.407387 37.784645)",auto,1,True
POINT (-122.410746 37.7859203)_POINT (-122.413879 37.77945),,POINT (-122.410746 37.7859203),POINT (-122.413879 37.77945),771.2121626953299,1,1,-1,-1,-1,,"LINESTRING (-122.410746 37.7859203, -122.413879 37.77945)",auto,1,True
POINT (-122.410746 37.7859203)_POINT (-122.401642 37.789213),,POINT (-122.410746 37.7859203),POINT (-122.401642 37.789213),880.8091746614458,1,1,-1,-1,-1,,"LINESTRING (-122.410746 37.7859203, -122.401642 37.789213)",auto,1,True
POINT (-121.8993653 38.0139154)_POINT (-121.889011 38.016873),,POINT (-121.8993653 38.0139154),POINT (-121.889011 38.016873),965.9403175367684,1,1,-1,-1,-1,,"LINESTRING (-121.8993653 38.0139154, -121.889011 38.016873)",auto,1,True
POINT (-122.4462246 37.7296129)_POINT (-122.44751 37.721758),,POINT (-122.4462246 37.7296129),POINT (-122.44751 37.721758),881.6974873639806,1,1,-1,-1,-1,,"LINESTRING (-122.4462246 37.7296129, -122.44751 37.721758)",auto,1,True
POINT (-122.4124918 37.768044)_POINT (-122.419755 37.765176),,POINT (-122.4124918 37.768044),POINT (-122.419755 37.765176),714.4589968349934,1,1,-1,-1,-1,,"LINESTRING (-122.4124918 37.768044, -122.419755 37.765176)",auto,1,True
POINT (-122.4294366 37.7649354)_POINT (-122.419755 37.765176),,POINT (-122.4294366 37.7649354),POINT (-122.419755 37.765176),852.4137709359147,1,1,-1,-1,-1,,"LINESTRING (-122.4294366 37.7649354, -122.419755 37.765176)",auto,1,True
POINT (-122.4184134 37.7518211)_POINT (-122.418518 37.752422),,POINT (-122.4184134 37.7518211),POINT (-122.418518 37.752422),67.52252562454174,1,1,-1,-1,-1,,"LINESTRING (-122.4184134 37.7518211, -122.418518 37.752422)",auto,1,True
POINT (-122.4228445 37.7515888)_POINT (-122.418518 37.752422),,POINT (-122.4228445 37.7515888),POINT (-122.418518 37.752422),391.9374312298626,1,1,-1,-1,-1,,"LINESTRING (-122.4228445 37.7515888, -122.418518 37.752422)",auto,1,True
POINT (-122.4392771 37.7402533)_POINT (-122.433557 37.733269),,POINT (-122.4392771 37.7402533),POINT (-122.433557 37.733269),926.3206285811647,1,1,-1,-1,-1,,"LINESTRING (-122.4392771 37.7402533, -122.433557 37.733269)",auto,1,True
POINT (-122.4291348 37.7379203)_POINT (-122.433557 37.733269),,POINT (-122.4291348 37.7379203),POINT (-122.433557 37.733269),647.8132123508327,1,1,-1,-1,-1,,"LINESTRING (-122.4291348 37.7379203, -122.433557 37.733269)",auto,1,True
POINT (-122.4103787 37.751344)_POINT (-122.418518 37.752422),,POINT (-122.4103787 37.751344),POINT (-122.418518 37.752422),726.377304117475,1,1,-1,-1,-1,,"LINESTRING (-122.4103787 37.751344, -122.418518 37.752422)",auto,1,True
POINT (-122.0378047 37.9756138)_POINT (-122.029126 37.973773),,POINT (-122.0378047 37.9756138),POINT (-122.029126 37.973773),788.6535875252017,1,1,-1,-1,-1,,"LINESTRING (-122.0378047 37.9756138, -122.029126 37.973773)",auto,1,True
POINT (-122.3518215 37.9402568)_POINT (-122.353004 37.936795),,POINT (-122.3518215 37.9402568),POINT (-122.353004 37.936795),399.1049675334795,1,1,-1,-1,-1,,"LINESTRING (-122.3518215 37.9402568, -122.353004 37.936795)",auto,1,True
POINT (-122.3623529 37.9409897)_POINT (-122.353004 37.936795),,POINT (-122.3623529 37.9409897),POINT (-122.353004 37.936795),944.3089980234591,1,1,-1,-1,-1,,"LINESTRING (-122.3623529 37.9409897, -122.353004 37.936795)",auto,1,True
POINT (-122.3629918 37.9337791)_POINT (-122.353004 37.936795),,POINT (-122.3629918 37.9337791),POINT (-122.353004 37.936795),938.9824943739917,1,1,-1,-1,-1,,"LINESTRING (-122.3629918 37.9337791, -122.353004 37.936795)",auto,1,True
POINT (-122.3087345 37.9274762)_POINT (-122.316868 37.925205),,POINT (-122.3087345 37.9274762),POINT (-122.316868 37.925205),757.6253150918667,1,1,-1,-1,-1,,"LINESTRING (-122.3087345 37.9274762, -122.316868 37.925205)",auto,1,True
POINT (-122.3022233 37.9089645)_POINT (-122.298895 37.902633),,POINT (-122.3022233 37.9089645),POINT (-122.298895 37.902633),763.0405168211518,1,1,-1,-1,-1,,"LINESTRING (-122.3022233 37.9089645, -122.298895 37.902633)",auto,1,True
POINT (-122.2980729 37.9021831)_POINT (-122.298895 37.902633),,POINT (-122.2980729 37.9021831),POINT (-122.298895 37.902633),87.8791481521229,1,1,-1,-1,-1,,"LINESTRING (-122.2980729 37.9021831, -122.298895 37.902633)",auto,1,True
POINT (-122.3052141 37.9010521)_POINT (-122.298895 37.902633),,POINT (-122.3052141 37.9010521),POINT (-122.298895 37.902633),582.2892586479311,1,1,-1,-1,-1,,"LINESTRING (-122.3052141 37.9010521, -122.298895 37.902633)",auto,1,True
POINT (-122.2911565 37.904474)_POINT (-122.298895 37.902633),,POINT (-122.2911565 37.904474),POINT (-122.298895 37.902633),709.9436003725858,1,1,-1,-1,-1,,"LINESTRING (-122.2911565 37.904474, -122.298895 37.902633)",auto,1,True
POINT (-122.0203707 37.9691106)_POINT (-122.029126 37.973773),,POINT (-122.0203707 37.9691106),POINT (-122.029126 37.973773),927.1983158013807,1,1,-1,-1,-1,,"LINESTRING (-122.0203707 37.9691106, -122.029126 37.973773)",auto,1,True
POINT (-122.0346276 37.9667898)_POINT (-122.029126 37.973773),,POINT (-122.0346276 37.9667898),POINT (-122.029126 37.973773),915.0930154971867,1,1,-1,-1,-1,,"LINESTRING (-122.0346276 37.9667898, -122.029126 37.973773)",auto,1,True
POINT (-121.8935623 38.0214223)_POINT (-121.889011 38.016873),,POINT (-121.8935623 38.0214223),POINT (-121.889011 38.016873),644.809965293662,1,1,-1,-1,-1,,"LINESTRING (-121.8935623 38.0214223, -121.889011 38.016873)",auto,1,True
