zone_id,geometry
309,Point (-121.78796322 37.65042774)
310,Point (-121.74144571 37.70983318)
311,Point (-121.76984331 37.73468654)
312,Point (-121.81642369 37.68923701)
313,Point (-121.7640108 37.69581558)
314,Point (-121.78184437 37.68683468)
315,Point (-121.7378373 37.67323425)
316,Point (-121.73080811 37.69346502)
317,Point (-121.75001184 37.68490124)
318,Point (-121.76175871 37.66819832)
319,Point (-121.7766364 37.67110135)
320,Point (-121.78884655 37.67193745)
321,Point (-121.79632486 37.66448193)
322,Point (-121.63257882 38.03819791)
323,Point (-121.67827597 37.9866871)
324,Point (-121.72201456 38.01051956)
325,Point (-121.73910601 37.97832813)
326,Point (-121.67396956 37.94083777)
327,Point (-121.72877113 37.93232492)
328,Point (-121.63647101 37.88384002)
329,Point (-121.83204764 38.01583892)
330,Point (-121.79395053 38.00705958)
331,Point (-121.76908454 38.00856378)
332,Point (-121.81644531 37.98669057)
333,Point (-121.81661469 38.00062923)
334,Point (-121.84975261 38.00233504)
335,Point (-121.82885557 38.00374901)
336,Point (-121.83181949 37.99478448)
337,Point (-121.83886302 37.99045653)
338,Point (-121.79759119 37.99191471)
339,Point (-121.76786882 37.98850628)
340,Point (-121.86700562 38.03964122)
341,Point (-121.8924784 38.02669339)
342,Point (-121.89436127 38.02160401)
343,Point (-121.8702047 38.01528563)
344,Point (-121.88374505 38.00652423)
345,Point (-121.86542043 38.00402232)
346,Point (-121.87645654 37.98071548)
347,Point (-121.90845581 38.01522614)
348,Point (-121.92473651 37.9919706)
349,Point (-121.91884735 38.03296757)
350,Point (-121.94568323 38.03888357)
351,Point (-121.94520823 38.02327924)
352,Point (-121.97470834 38.0441354)
353,Point (-122.03085896 38.03251565)
354,Point (-122.13969089 38.02080064)
355,Point (-122.12767141 38.01748199)
356,Point (-122.16032465 38.01525795)
357,Point (-122.12305122 38.00408815)
358,Point (-122.09766226 38.02244172)
359,Point (-122.08288068 38.00123472)
360,Point (-122.10422587 37.98818687)
361,Point (-122.09421587 37.97491767)
362,Point (-122.11387382 37.96988392)
363,Point (-122.07259252 37.98173168)
364,Point (-122.07771901 37.96175149)
365,Point (-122.07400589 37.95016326)
366,Point (-122.05997024 37.94541844)
367,Point (-122.0756447 37.93521367)
368,Point (-122.0896924 37.93708488)
369,Point (-122.05438868 37.98458636)
370,Point (-122.03925461 37.97538034)
371,Point (-122.03546964 37.99421267)
372,Point (-122.02791353 37.98850516)
373,Point (-122.01370889 37.97605886)
374,Point (-121.99918645 37.98175124)
375,Point (-121.96510606 37.96219314)
376,Point (-121.98661179 37.96874114)
377,Point (-122.00324086 37.96286289)
378,Point (-121.98535388 37.95050979)
379,Point (-121.97890356 37.95508837)
380,Point (-121.99700951 37.95482075)
381,Point (-122.02177336 37.96880932)
382,Point (-122.03591768 37.96649015)
383,Point (-122.04117783 37.96587403)
384,Point (-122.04794966 37.95831871)
385,Point (-122.01622959 37.95705955)
386,Point (-122.02785543 37.95118897)
387,Point (-122.00912612 37.94010674)
388,Point (-122.0435005 37.94415115)
389,Point (-122.03218869 37.93128264)
390,Point (-122.05094156 37.92117318)
391,Point (-122.02083468 37.91986183)
392,Point (-122.01571193 37.90672498)
393,Point (-122.06249627 37.90089443)
394,Point (-122.07019652 37.92305427)
395,Point (-122.08551354 37.91069202)
396,Point (-122.08470499 37.88731184)
397,Point (-122.05951883 37.87706687)
398,Point (-122.04707007 37.89297972)
399,Point (-122.04069674 37.90336538)
400,Point (-122.02980551 37.88651321)
401,Point (-122.03505567 37.85656575)
402,Point (-121.93945517 37.73179562)
403,Point (-121.94873588 37.74488893)
404,Point (-121.92970193 37.73893752)
405,Point (-121.98082149 37.79691598)
406,Point (-121.95475938 37.79731984)
407,Point (-121.95457452 37.77341998)
408,Point (-121.93314417 37.76013202)
409,Point (-121.97651165 37.74379073)
410,Point (-122.02987517 37.81558001)
411,Point (-121.99068901 37.77787514)
412,Point (-122.00980561 37.88077833)
413,Point (-121.98575532 37.86416477)
414,Point (-121.97632159 37.84488647)
415,Point (-121.95812535 37.81935625)
416,Point (-122.12231897 37.93284793)
417,Point (-122.13309226 37.90284294)
418,Point (-122.10513509 37.88969085)
419,Point (-122.14022695 37.87886912)
420,Point (-122.07045479 37.86274728)
421,Point (-122.10636165 37.86814713)
422,Point (-122.09408749 37.84480838)
423,Point (-122.10475482 37.81867425)
424,Point (-122.14052483 37.85311522)
425,Point (-122.16086417 37.82990771)
426,Point (-122.18255627 37.85697411)
427,Point (-122.16971017 37.8797913)
428,Point (-122.21779898 37.88373362)
429,Point (-122.18325062 37.90310805)
430,Point (-121.78309946 37.97489787)
431,Point (-121.80408969 37.81930721)
432,Point (-121.83779427 37.93443226)
433,Point (-121.97714579 37.99707135)
434,Point (-121.97116904 37.93659443)
435,Point (-121.99569185 37.92104027)
436,Point (-121.92642308 37.89162583)
437,Point (-121.928922 37.95032769)
438,Point (-121.9353391 37.93245799)
439,Point (-122.22920912 38.02442283)
440,Point (-122.20301023 37.95698033)
441,Point (-122.20408341 38.04038388)
442,Point (-122.25362215 38.04360836)
443,Point (-122.28509065 38.01334063)
444,Point (-122.30890966 38.00372624)
445,Point (-122.25197675 37.98371743)
446,Point (-122.2578863 38.00793929)
447,Point (-122.26782139 38.00065905)
448,Point (-122.27534457 37.97417448)
449,Point (-122.29576718 37.96941999)
450,Point (-122.28997564 37.94404969)
451,Point (-122.31635297 37.94548002)
452,Point (-122.31009437 37.97911055)
453,Point (-122.32619447 38.00207446)
454,Point (-122.31929404 37.99385051)
455,Point (-122.35090564 37.98799236)
456,Point (-122.37556118 37.96073332)
457,Point (-122.34751056 37.97619917)
458,Point (-122.35242488 37.96920448)
459,Point (-122.33160519 37.97273845)
460,Point (-122.33681724 37.96612494)
461,Point (-122.35360287 37.95746322)
462,Point (-122.33779784 37.95683998)
463,Point (-122.32494209 37.958634)
464,Point (-122.32340241 37.93973433)
465,Point (-122.33105559 37.94015097)
466,Point (-122.34104882 37.94846499)
467,Point (-122.35505195 37.94758324)
468,Point (-122.3426738 37.93933482)
469,Point (-122.35294124 37.94024485)
470,Point (-122.3636315 37.94104333)
471,Point (-122.36403404 37.93377725)
472,Point (-122.39120313 37.9374591)
473,Point (-122.35771073 37.92828114)
474,Point (-122.34295462 37.91373835)
475,Point (-122.33608065 37.93015962)
476,Point (-122.32388552 37.91582101)
477,Point (-122.31273931 37.90911804)
478,Point (-122.31327002 37.93385706)
479,Point (-122.29664672 37.92413844)
480,Point (-122.30974184 37.92740754)
481,Point (-122.31663183 37.92277517)
482,Point (-122.30694044 37.91694225)
483,Point (-122.303186 37.90894888)
484,Point (-122.29919535 37.90226239)
485,Point (-122.30619216 37.90099996)
486,Point (-122.29455825 37.91386942)
487,Point (-122.29246738 37.90435116)
488,Point (-122.28565088 37.9070914)
489,Point (-122.27782737 37.90959072)
490,Point (-122.54190917 38.13361131)
491,Point (-122.54504142 38.10085399)
492,Point (-122.59227661 38.13140435)
493,Point (-122.58316333 38.11366216)
494,Point (-122.64728083 38.11548666)
495,Point (-122.58715756 38.09825957)
496,Point (-122.56515549 38.0792118)
497,Point (-122.56065149 38.08844076)
498,Point (-122.57051674 38.06117995)
499,Point (-122.51068116 38.07779782)
500,Point (-122.51663326 38.05759127)
501,Point (-122.52017114 38.0289236)
502,Point (-122.50751691 38.00490125)
503,Point (-122.58449678 38.03836667)
504,Point (-122.56425675 38.01845817)
505,Point (-122.54905257 37.99949383)
506,Point (-122.54143553 37.98275735)
507,Point (-122.51007669 37.9824745)
508,Point (-122.47678083 37.98652491)
509,Point (-122.53801467 37.97014515)
510,Point (-122.52202483 37.96078739)
511,Point (-122.5001655 37.95735143)
512,Point (-122.66743548 38.01381627)
513,Point (-122.59521919 37.97596449)
514,Point (-122.60075148 38.00314185)
515,Point (-122.58403779 38.00572076)
516,Point (-122.57702521 37.97947556)
517,Point (-122.56503654 37.97458503)
518,Point (-122.56284813 37.96340591)
519,Point (-122.63927766 37.96319416)
520,Point (-122.55443708 37.94716029)
521,Point (-122.52709609 37.94928411)
522,Point (-122.53898717 37.93559898)
523,Point (-122.52408256 37.92403508)
524,Point (-122.50483228 37.93030374)
525,Point (-122.49127542 37.93990206)
526,Point (-122.46709037 37.87295698)
527,Point (-122.493505 37.90612415)
528,Point (-122.4544039 37.88032717)
529,Point (-122.5088989 37.89095874)
530,Point (-122.54160543 37.9119487)
531,Point (-122.52335536 37.9019957)
532,Point (-122.55952305 37.91033108)
533,Point (-122.53305534 37.871691)
534,Point (-122.54734274 37.89337266)
535,Point (-122.51404536 37.86912488)
536,Point (-122.49355401 37.85887773)
537,Point (-122.55751123 37.87106724)
538,Point (-122.68181525 37.9225345)
539,Point (-122.85054038 38.05071424)
540,Point (-122.79211807 38.17109413)
541,Point (-122.29903085 38.29162612)
542,Point (-122.28956362 38.29504548)
543,Point (-122.29055288 38.28636639)
544,Point (-122.27035851 38.28801462)
545,Point (-122.26866408 38.30999593)
546,Point (-122.30237091 38.31089314)
547,Point (-122.29005704 38.31640601)
548,Point (-122.2880369 38.30472214)
549,Point (-122.30688761 38.33358862)
550,Point (-122.31436563 38.31042404)
551,Point (-122.32712244 38.32705466)
552,Point (-122.33070611 38.30934103)
553,Point (-122.32475614 38.29436426)
554,Point (-122.30214608 38.261674)
555,Point (-122.27350526 38.27062935)
556,Point (-122.28054553 38.19994699)
557,Point (-122.23138488 38.22743683)
558,Point (-122.36945004 38.2819267)
559,Point (-122.35987617 38.38150884)
560,Point (-122.36766001 38.39523645)
561,Point (-122.22094534 38.3985355)
562,Point (-122.46142472 38.47205197)
563,Point (-122.46768803 38.50384618)
564,Point (-122.42385285 38.55456454)
565,Point (-122.28931709 38.64162357)
566,Point (-122.55254807 38.62637772)
567,Point (-122.58350671 38.58154249)
568,Point (-122.41260359 37.80714285)
569,Point (-122.42259248 37.80408469)
570,Point (-122.41666583 37.80171934)
571,Point (-122.40849071 37.80230966)
572,Point (-122.39944878 37.79895165)
573,Point (-122.40739516 37.79944662)
574,Point (-122.41094482 37.79854762)
575,Point (-122.41528364 37.7965319)
576,Point (-122.42152454 37.7981011)
577,Point (-122.42076733 37.79442776)
578,Point (-122.42002014 37.79080479)
579,Point (-122.4137862 37.79292919)
580,Point (-122.4103344 37.79464518)
581,Point (-122.40759898 37.79555167)
582,Point (-122.403738 37.79558556)
583,Point (-122.40449915 37.79038707)
584,Point (-122.40713092 37.79330251)
585,Point (-122.4124252 37.79078011)
586,Point (-122.41950222 37.78803022)
587,Point (-122.41287917 37.78886058)
588,Point (-122.41899264 37.78567181)
589,Point (-122.41242619 37.78649448)
590,Point (-122.41832715 37.78070722)
591,Point (-122.41249097 37.78323923)
592,Point (-122.43560192 37.80498947)
593,Point (-122.44626835 37.80307697)
594,Point (-122.44280056 37.79775002)
595,Point (-122.43139605 37.80108071)
596,Point (-122.43143755 37.79720653)
597,Point (-122.42721603 37.79310183)
598,Point (-122.43979194 37.79362492)
599,Point (-122.45356497 37.7886942)
600,Point (-122.44183251 37.78982836)
601,Point (-122.43352936 37.79090076)
602,Point (-122.42439334 37.78748379)
603,Point (-122.43128737 37.78794443)
604,Point (-122.44029476 37.78674656)
605,Point (-122.45211459 37.78426701)
606,Point (-122.43489487 37.78503746)
607,Point (-122.45735176 37.77808336)
608,Point (-122.44885281 37.77882994)
609,Point (-122.43863214 37.78013946)
610,Point (-122.43031662 37.78319769)
611,Point (-122.42350615 37.78237088)
612,Point (-122.42961743 37.77988348)
613,Point (-122.42384251 37.7771108)
614,Point (-122.43050458 37.77593615)
615,Point (-122.43785189 37.77502632)
616,Point (-122.44863803 37.77408552)
617,Point (-122.4483522 37.77030228)
618,Point (-122.43866388 37.77027873)
619,Point (-122.42795009 37.77234225)
620,Point (-122.43332056 37.76702144)
621,Point (-122.44046801 37.76481644)
622,Point (-122.44920848 37.76539362)
623,Point (-122.4116598 37.77938614)
624,Point (-122.39940211 37.78905728)
625,Point (-122.41345626 37.76794723)
626,Point (-122.40750919 37.77776319)
627,Point (-122.39309763 37.78579964)
628,Point (-122.37056995 37.81919723)
629,Point (-122.40332587 37.77530285)
630,Point (-122.42103445 37.76856813)
631,Point (-122.42517792 37.76705172)
632,Point (-122.4303419 37.76479492)
633,Point (-122.44494937 37.7549488)
634,Point (-122.43798784 37.75902991)
635,Point (-122.43133027 37.75948)
636,Point (-122.42467498 37.75911005)
637,Point (-122.42033091 37.75941337)
638,Point (-122.41961196 37.75173587)
639,Point (-122.42394473 37.75151437)
640,Point (-122.43078775 37.75386972)
641,Point (-122.4390477 37.75301989)
642,Point (-122.43921333 37.74915864)
643,Point (-122.43027151 37.74945087)
644,Point (-122.42766443 37.74491094)
645,Point (-122.43877064 37.74532645)
646,Point (-122.44016868 37.74004236)
647,Point (-122.42989388 37.73777881)
648,Point (-122.38854141 37.75949024)
649,Point (-122.40311085 37.76024816)
650,Point (-122.39686124 37.76251496)
651,Point (-122.3982143 37.75508478)
652,Point (-122.413628 37.7606964)
653,Point (-122.40734227 37.75885718)
654,Point (-122.41326982 37.75577969)
655,Point (-122.41509745 37.75112248)
656,Point (-122.41153466 37.75122918)
657,Point (-122.40738812 37.75165873)
658,Point (-122.40280159 37.73514047)
659,Point (-122.39326679 37.73630008)
660,Point (-122.39694229 37.73254785)
661,Point (-122.38952011 37.73747371)
662,Point (-122.38567898 37.7344253)
663,Point (-122.37821909 37.73435833)
664,Point (-122.38745113 37.72775783)
665,Point (-122.39885698 37.72523887)
666,Point (-122.39141435 37.72151229)
667,Point (-122.40872639 37.74380494)
668,Point (-122.41537161 37.74365534)
669,Point (-122.4212176 37.74373114)
670,Point (-122.42175485 37.73755969)
671,Point (-122.41398119 37.73643153)
672,Point (-122.42214831 37.73358022)
673,Point (-122.43778412 37.72801736)
674,Point (-122.4233892 37.72846295)
675,Point (-122.41016462 37.72982376)
676,Point (-122.40310838 37.72144168)
677,Point (-122.4120059 37.72325072)
678,Point (-122.43326759 37.72333435)
679,Point (-122.42737783 37.72591223)
680,Point (-122.42987384 37.71943125)
681,Point (-122.43664904 37.71765542)
682,Point (-122.4438841 37.71934456)
683,Point (-122.45471713 37.7110943)
684,Point (-122.44057065 37.71361672)
685,Point (-122.43192945 37.71148718)
686,Point (-122.44432651 37.7095154)
687,Point (-122.41229569 37.71327029)
688,Point (-122.40452322 37.71630128)
689,Point (-122.40793638 37.71102294)
690,Point (-122.41644966 37.70955866)
691,Point (-122.46081129 37.76402443)
692,Point (-122.45790512 37.7581418)
693,Point (-122.47482084 37.76261563)
694,Point (-122.46829451 37.7628841)
695,Point (-122.47026764 37.75675807)
696,Point (-122.47266503 37.75177575)
697,Point (-122.46853218 37.74676071)
698,Point (-122.45352564 37.75154996)
699,Point (-122.45812218 37.74352854)
700,Point (-122.45118587 37.73725752)
701,Point (-122.46871654 37.73896802)
702,Point (-122.46915463 37.72805718)
703,Point (-122.4581271 37.72835897)
704,Point (-122.44730243 37.72912929)
705,Point (-122.45609012 37.7206166)
706,Point (-122.4682179 37.71561361)
707,Point (-122.45793591 37.71449365)
708,Point (-122.48285113 37.76032116)
709,Point (-122.49223793 37.75994881)
710,Point (-122.48197061 37.74913932)
711,Point (-122.49138713 37.74873941)
712,Point (-122.48555409 37.73825441)
713,Point (-122.48789063 37.73195442)
714,Point (-122.48046759 37.72601826)
715,Point (-122.47993815 37.71732328)
716,Point (-122.50018279 37.75741199)
717,Point (-122.5079683 37.754581)
718,Point (-122.50714814 37.76115599)
719,Point (-122.49873522 37.74228071)
720,Point (-122.5059411 37.7421559)
721,Point (-122.46281682 37.78509203)
722,Point (-122.46943723 37.78428378)
723,Point (-122.47918673 37.78311956)
724,Point (-122.48918199 37.78213994)
725,Point (-122.4877146 37.78669991)
726,Point (-122.46227787 37.77743161)
727,Point (-122.46896936 37.77697812)
728,Point (-122.47653576 37.77662581)
729,Point (-122.48512507 37.7780965)
730,Point (-122.48483573 37.77434476)
731,Point (-122.4949637 37.77634383)
732,Point (-122.5083591 37.77589626)
733,Point (-122.50500212 37.77904394)
734,Point (-122.46750769 37.79753046)
735,Point (-122.5025264 37.78450182)
736,Point (-122.48236333 37.76889769)
737,Point (-122.53058944 37.71823376)
738,Point (-122.419907 37.71772342)
739,Point (-122.42100592 37.71092351)
740,Point (-122.36808442 37.7250688)
741,Point (-122.39415327 37.77207833)
742,Point (-122.39198758 37.74500157)
743,Point (-122.39122219 37.71333545)
744,Point (-122.41188101 37.68689312)
745,Point (-122.41689922 37.7043837)
746,Point (-122.43312064 37.70175266)
747,Point (-122.44877509 37.70514179)
748,Point (-122.4577909 37.69685065)
749,Point (-122.46734525 37.69724147)
750,Point (-122.46476276 37.70510998)
751,Point (-122.48118031 37.6997824)
752,Point (-122.48883925 37.70460573)
753,Point (-122.49371424 37.67884986)
754,Point (-122.49018167 37.69179239)
755,Point (-122.47921395 37.69305594)
756,Point (-122.46631204 37.68755826)
757,Point (-122.47963626 37.68059268)
758,Point (-122.48647238 37.67418901)
759,Point (-122.47924127 37.66908379)
760,Point (-122.45105034 37.67796511)
761,Point (-122.46147129 37.65584944)
762,Point (-122.47026701 37.66821668)
763,Point (-122.47043319 37.65725272)
764,Point (-122.45680731 37.66271199)
765,Point (-122.44702978 37.65512162)
766,Point (-122.43715468 37.66243206)
767,Point (-122.422022 37.66806003)
768,Point (-122.40771052 37.66181703)
769,Point (-122.41879404 37.65611885)
770,Point (-122.4014137 37.65062586)
771,Point (-122.43666802 37.64447806)
772,Point (-122.45147588 37.6396746)
773,Point (-122.46176006 37.64663486)
774,Point (-122.47605297 37.64832991)
775,Point (-122.48495042 37.65937117)
776,Point (-122.48997243 37.65135219)
777,Point (-122.48524199 37.63576965)
778,Point (-122.48329582 37.61557952)
779,Point (-122.50606807 37.58836182)
780,Point (-122.48665057 37.58076803)
781,Point (-122.46343289 37.59461461)
782,Point (-122.46089595 37.62373106)
783,Point (-122.46093484 37.62924082)
784,Point (-122.4490446 37.63237895)
785,Point (-122.435003 37.61891069)
786,Point (-122.41794059 37.61419533)
787,Point (-122.42155647 37.62339742)
788,Point (-122.4112676 37.62380021)
789,Point (-122.42672519 37.63311841)
790,Point (-122.40718296 37.6270308)
791,Point (-122.38411213 37.62065391)
792,Point (-122.39145297 37.60501665)
793,Point (-122.41124061 37.60614142)
794,Point (-122.41919026 37.60021627)
795,Point (-122.40762923 37.59395018)
796,Point (-122.39895072 37.59956232)
797,Point (-122.39908082 37.58945912)
798,Point (-122.39084307 37.58056876)
799,Point (-122.3724439 37.59411039)
800,Point (-122.37808381 37.58335606)
801,Point (-122.36353488 37.58206367)
802,Point (-122.34711034 37.58615702)
803,Point (-122.34999969 37.57641187)
804,Point (-122.37072928 37.5647635)
805,Point (-122.34962126 37.54766082)
806,Point (-122.34695427 37.5677585)
807,Point (-122.33574008 37.57212595)
808,Point (-122.33276136 37.57973127)
809,Point (-122.3185929 37.58159429)
810,Point (-122.32364758 37.57250262)
811,Point (-122.32107458 37.56503627)
812,Point (-122.32730846 37.56096441)
813,Point (-122.33275655 37.55311087)
814,Point (-122.31879864 37.55246123)
815,Point (-122.32521805 37.54016592)
816,Point (-122.33941191 37.52864869)
817,Point (-122.34725155 37.51977895)
818,Point (-122.32466601 37.52442502)
819,Point (-122.30604441 37.52720573)
820,Point (-122.29903943 37.53333154)
821,Point (-122.31339239 37.53426301)
822,Point (-122.31382676 37.54413485)
823,Point (-122.30134497 37.54654813)
824,Point (-122.30831386 37.55764026)
825,Point (-122.3048668 37.57076778)
826,Point (-122.30440035 37.56453709)
827,Point (-122.29642759 37.56065416)
828,Point (-122.28784115 37.56031684)
829,Point (-122.25945478 37.54989741)
830,Point (-122.26923227 37.54931635)
831,Point (-122.27691189 37.5613192)
832,Point (-122.26219626 37.54024916)
833,Point (-122.27289715 37.5414138)
834,Point (-122.2634999 37.56030691)
835,Point (-122.26078391 37.56665129)
836,Point (-122.25207689 37.55637768)
837,Point (-122.28629025 37.54587205)
838,Point (-122.29038668 37.53760803)
839,Point (-122.28416843 37.53210206)
840,Point (-122.27569705 37.52731538)
841,Point (-122.28986412 37.52126542)
842,Point (-122.31202651 37.51652295)
843,Point (-122.31202032 37.50446191)
844,Point (-122.28221886 37.51404971)
845,Point (-122.25627094 37.51030684)
846,Point (-122.26174113 37.50341757)
847,Point (-122.25170945 37.49002242)
848,Point (-122.26344647 37.49511886)
849,Point (-122.27903826 37.50503009)
850,Point (-122.28461884 37.49528152)
851,Point (-122.27675841 37.48879301)
852,Point (-122.28251655 37.48108536)
853,Point (-122.27552193 37.46496616)
854,Point (-122.2534767 37.47129489)
855,Point (-122.24827055 37.47882893)
856,Point (-122.24158461 37.48339489)
857,Point (-122.23856409 37.49196837)
858,Point (-122.21437167 37.48402781)
859,Point (-122.22983911 37.48873724)
860,Point (-122.22418548 37.47891024)
861,Point (-122.21076506 37.5111398)
862,Point (-122.24024793 37.5391584)
863,Point (-122.25733665 37.52882642)
864,Point (-122.19212023 37.4819954)
865,Point (-122.20523244 37.47925004)
866,Point (-122.21013503 37.47096483)
867,Point (-122.19824877 37.47409386)
868,Point (-122.21987163 37.46942594)
869,Point (-122.22669678 37.46940577)
870,Point (-122.23256795 37.47561116)
871,Point (-122.23425183 37.46559961)
872,Point (-122.25380912 37.45709746)
873,Point (-122.23554422 37.4561569)
874,Point (-122.22631253 37.45205453)
875,Point (-122.21254492 37.4476037)
876,Point (-122.18592091 37.46735436)
877,Point (-122.17151214 37.47454304)
878,Point (-122.15814351 37.4901334)
879,Point (-122.1366266 37.48188607)
880,Point (-122.12985201 37.46436146)
881,Point (-122.14745583 37.46811431)
882,Point (-122.14482768 37.45913165)
883,Point (-122.15925326 37.46011213)
884,Point (-122.16660702 37.46457146)
885,Point (-122.17883813 37.45571943)
886,Point (-122.18298407 37.4491906)
887,Point (-122.18989015 37.44388234)
888,Point (-122.19350153 37.4362574)
889,Point (-122.20472118 37.43200366)
890,Point (-122.20660325 37.4210828)
891,Point (-122.21771775 37.37441885)
892,Point (-122.24961794 37.43987867)
893,Point (-122.28007633 37.41725952)
894,Point (-122.41549363 37.53451166)
895,Point (-122.46812259 37.52063745)
896,Point (-122.49955061 37.54370109)
897,Point (-122.37525221 37.4481251)
898,Point (-122.30297666 37.27802914)
899,Point (-121.89402455 37.35839283)
900,Point (-121.90351332 37.34908412)
901,Point (-121.9095135 37.33932688)
902,Point (-121.92312127 37.34012832)
903,Point (-121.92905473 37.32986844)
904,Point (-121.9157118 37.33332426)
905,Point (-121.89657418 37.33039832)
906,Point (-121.8853213 37.33509922)
907,Point (-121.88079145 37.33306753)
908,Point (-121.88922251 37.34165099)
909,Point (-121.88617355 37.35192115)
910,Point (-121.8799531 37.34658066)
911,Point (-121.87575045 37.33875853)
912,Point (-121.86992493 37.34938099)
913,Point (-121.8597208 37.34188948)
914,Point (-121.86569885 37.33780881)
915,Point (-121.87615981 37.32954917)
916,Point (-121.88730383 37.32339211)
917,Point (-121.89747156 37.31662085)
918,Point (-121.90960029 37.31879268)
919,Point (-121.93423556 37.32229003)
920,Point (-121.92210597 37.31921349)
921,Point (-121.93736827 37.30576975)
922,Point (-121.92677954 37.30994981)
923,Point (-121.92184271 37.30460874)
924,Point (-121.92194956 37.29790124)
925,Point (-121.90880448 37.30352798)
926,Point (-121.8935469 37.30479336)
927,Point (-121.89409774 37.29305712)
928,Point (-121.91600119 37.28997356)
929,Point (-121.93364042 37.28552589)
930,Point (-121.93891266 37.27078597)
931,Point (-121.94378029 37.25803848)
932,Point (-121.92445245 37.25570301)
933,Point (-121.92822977 37.27127667)
934,Point (-121.91683687 37.27324708)
935,Point (-121.90628515 37.27782671)
936,Point (-121.90271122 37.2476467)
937,Point (-121.89848588 37.26328899)
938,Point (-121.90989788 37.25915469)
939,Point (-121.88854149 37.25644085)
940,Point (-121.88462251 37.25127588)
941,Point (-121.89311829 37.28392627)
942,Point (-121.8885678 37.2767953)
943,Point (-121.88620035 37.26751687)
944,Point (-121.86549091 37.30880583)
945,Point (-121.86008156 37.32645685)
946,Point (-121.84828536 37.32278161)
947,Point (-121.87467294 37.28357736)
948,Point (-121.85124783 37.3333736)
949,Point (-121.84092177 37.3226239)
950,Point (-121.87214206 37.3223473)
951,Point (-121.88193198 37.315874)
952,Point (-121.85871134 37.28921318)
953,Point (-121.85440224 37.27752503)
954,Point (-121.8403966 37.2891434)
955,Point (-121.81664199 37.29456854)
956,Point (-121.81670945 37.28062514)
957,Point (-121.82407697 37.29033335)
958,Point (-121.83369888 37.31187492)
959,Point (-121.83008764 37.30467789)
960,Point (-121.83838903 37.30151871)
961,Point (-121.84921191 37.29913391)
962,Point (-121.83153732 37.28669598)
963,Point (-121.83097716 37.28051444)
964,Point (-121.82245738 37.31274137)
965,Point (-121.81562447 37.32016067)
966,Point (-121.82322184 37.3317149)
967,Point (-121.76415571 37.34888342)
968,Point (-121.77770844 37.33132431)
969,Point (-121.80231744 37.31832905)
970,Point (-121.80810398 37.30414524)
971,Point (-121.74368497 37.30925768)
972,Point (-121.74259793 37.28341156)
973,Point (-121.80764816 37.33291901)
974,Point (-121.79905219 37.34147719)
975,Point (-121.79286858 37.33379427)
976,Point (-121.79061663 37.32761418)
977,Point (-121.79047916 37.3207049)
978,Point (-121.76546848 37.32477063)
979,Point (-121.79026155 37.30806264)
980,Point (-121.77257609 37.2820268)
981,Point (-121.84117573 37.33316556)
982,Point (-121.83619717 37.32594817)
983,Point (-121.83532225 37.33595018)
984,Point (-121.82843141 37.34378553)
985,Point (-121.83328562 37.34036455)
986,Point (-121.81276854 37.35445819)
987,Point (-121.80273783 37.34872059)
988,Point (-121.8209428 37.34960414)
989,Point (-121.81516726 37.34275377)
990,Point (-121.86741767 37.35821093)
991,Point (-121.85349727 37.34460526)
992,Point (-121.84707265 37.35183866)
993,Point (-121.84077645 37.34609523)
994,Point (-121.84553116 37.36328597)
995,Point (-121.85506366 37.35789611)
996,Point (-121.85587572 37.36943084)
997,Point (-121.86330733 37.36452677)
998,Point (-121.83678308 37.38428659)
999,Point (-121.85080067 37.38367466)
1000,Point (-121.84609879 37.37583292)
