feed_timestamp,alert_id,cause,effect,severity_level,header_text_en,description_text_en,url_en,active_period_start,active_period_end,active_period_count,affected_route_id,affected_stop_id,affected_agency_id,affected_trip_id,affected_direction_id
2025-10-04 00:11:54,RTA:15476554,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 104 Detour between Arizona Ave./Frye Rd. and Hamilton St./Morelos St. - Construction,"Northbound:
Regular route to Hamilton St and Morelos St; 
South on Hamilton St.,
East on Pecos Rd.,
North on Ithica St.,
West on Frye Rd to resume regular route.

Southbound:
Regular route to Arizona Ave. and Frye Rd;
North on Arizona Ave.,
East on Boston St.,
North on S Delaware St.,
East Commonwealth Ave.
South on Hamilton St., 
East on Frye Rd.,  
South on Ithica St.,
West on Pecos Rd.,
North on Hamilton St., 
East on Morelos St. to layover.

Bus Stop Closures
#16215 Washington St & Frye Rd (NB Washington St & FS Frye Rd) 
#17099 Delaware St & Frye Rd (SB Delaware St & NS Frye Rd) 
#17100 Hamilton St & Frye Rd (SB Hamilton St & FS Frye Rd)",,2025-09-22 14:47:00,2025-10-18 06:59:00,1,104,30215,,,
2025-10-04 00:11:54,RTA:15476554,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 104 Detour between Arizona Ave./Frye Rd. and Hamilton St./Morelos St. - Construction,"Northbound:
Regular route to Hamilton St and Morelos St; 
South on Hamilton St.,
East on Pecos Rd.,
North on Ithica St.,
West on Frye Rd to resume regular route.

Southbound:
Regular route to Arizona Ave. and Frye Rd;
North on Arizona Ave.,
East on Boston St.,
North on S Delaware St.,
East Commonwealth Ave.
South on Hamilton St., 
East on Frye Rd.,  
South on Ithica St.,
West on Pecos Rd.,
North on Hamilton St., 
East on Morelos St. to layover.

Bus Stop Closures
#16215 Washington St & Frye Rd (NB Washington St & FS Frye Rd) 
#17099 Delaware St & Frye Rd (SB Delaware St & NS Frye Rd) 
#17100 Hamilton St & Frye Rd (SB Hamilton St & FS Frye Rd)",,2025-09-22 14:47:00,2025-10-18 06:59:00,1,104,30214,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20104,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20103,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20100,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20099,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20098,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20097,,,
2025-10-04 00:11:54,RTA:15476559,CONSTRUCTION,NO_SERVICE,WARNING,Rt. 61 Detour between 51st Ave. and 43rd Ave.- Construction,"Eastbound:
Regular route to 51st Ave. and Vineyard Rd.,
Continue South on 51st Ave.,
East on Baseline Rd.,
North on 43rd Ave.,
East on Southern Ave. to resume regular route. 

Westbound:
Regular route to Southern Ave. and 43rd Ave.,
North on 43rd Ave.,
West on Broadway Rd.,
South on 51st Ave. to resume regular route at Southern Ave. 

Bus Stops Closures:
18911 Vineyard Rd & 49th Ln (EB Vineyard Rd & FS 49th Ln) 
18934 Vineyard Rd & 51st Av (EB Vineyard Rd & FS 51st Av) 
18935 47th Av & Vineyard Rd (NB 47th Av & FS Vineyard Rd) 
18936 47th Av & Alta Vista Rd (NB 47th Av & FS Alta Vista Rd) 	
18937 Southern Av & 43rd Av (WB Southern Av & FS 43rd Av) 
18938 Southern Av & 47th Av (EB Southern Av & FS 47th Av) 
18939 Southern Av & 45th Dr (EB Southern Av & FS 45th Dr)",https://www.valleymetro.org/maps-schedules/61,2025-09-17 15:53:00,2025-10-09 06:59:00,1,61,20105,,,
2025-10-04 00:11:54,RTA:15476771,OTHER_CAUSE,NO_SERVICE,WARNING,Rt. 80 Temporary bus stop closure at 84th St./Shea Blvd,"A vehicle struck the westbound bus shelter at 84th St. and Shea Blvd. and severely damaged it. Operators have been instructed to pick up passengers just west of the shelter. For safety, the shelter has been taped off and will be removed.

Bus Stop Closure
#15680 Shea Bl & 84th St (WB Shea Bl & FS 84th St)",,2025-09-18 13:32:00,2025-11-01 06:59:00,1,80,5891,,,
