id,vehicle_trip_tripId,vehicle_trip_routeId,vehicle_trip_directionId,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_position_odometer,vehicle_position_speed,vehicle_currentStopSequence,vehicle_currentStatus,vehicle_stopId,vehicle_timestamp,header_timestamp
RTVP:V:6742,,,,6742,,33.43087,-111.97373,359.0,0.0,0.0,,,,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:V:5646,,,,5646,,33.455013,-112.22787,356.0,0.0,0.0,,,,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:V:6882,,,,6882,,33.581863,-112.1523,90.0,0.0,0.0,,,,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:V:5313,,,,5313,,33.587154,-112.10191,294.0,0.0,0.0,,,,2025-10-04 00:21:17,2025-10-04 00:21:46
RTVP:V:5693,,,,5693,,33.59627,-112.150185,90.0,0.0,0.0,,,,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:V:5328,,,,5328,,33.454704,-112.22793,358.0,0.0,0.0,,,,2025-10-04 00:21:17,2025-10-04 00:21:46
RTVP:V:5208,,,,5208,,33.421307,-112.10596,35.0,0.0,0.0,,,,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:V:6791,,,,6791,,33.474335,-111.736885,169.0,0.0,0.0,,,,2025-10-04 00:16:17,2025-10-04 00:21:46
RTVP:V:6796,,,,6796,,33.29501,-111.84174,178.0,0.0,0.0,,,,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:V:5214,,,,5214,,33.420883,-112.105225,359.0,0.0,0.0,,,,2025-10-04 00:14:45,2025-10-04 00:21:46
RTVP:V:5136,,,,5136,,33.420853,-112.10442,359.0,0.0,0.0,,,,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:V:101,,,,101,,33.543816,-112.35794,0.0,0.0,0.0,,,,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:V:108,,,,108,,33.420277,-112.10541,271.0,0.0,0.0,,,,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:V:5127,,,,5127,,33.421284,-112.10496,359.0,0.0,0.0,,,,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:V:109,,,,109,,33.421204,-112.10455,0.0,0.0,0.0,,,,2025-10-04 00:20:14,2025-10-04 00:21:46
RTVP:V:5262,,,,5262,,33.421234,-112.10569,42.0,0.0,0.0,,,,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:V:5267,,,,5267,,33.45745,-112.27709,268.0,0.0,0.44704,,,,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:V:5153,,,,5153,,33.42071,-112.104324,12.0,0.0,0.0,,,,2025-10-04 00:21:14,2025-10-04 00:21:46
RTVP:V:5044,,,,5044,,33.4518,-112.22596,270.0,0.0,8.04672,,,,2025-10-04 00:21:14,2025-10-04 00:21:46
RTVP:V:5161,,,,5161,,33.421516,-112.10455,359.0,0.0,0.0,,,,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:V:5172,,,,5172,,33.421772,-112.10476,262.0,0.0,0.0,,,,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:V:5293,,,,5293,,33.587494,-112.10145,170.0,0.0,0.0,,,,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:V:5186,,,,5186,,33.45219,-112.22772,359.0,0.0,0.0,,,,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:V:5195,,,,5195,,33.431923,-112.15179,22.0,0.0,1.34112,,,,2025-10-04 00:19:24,2025-10-04 00:21:46
RTVP:V:7015,,,,7015,,33.601986,-112.14144,55.0,0.0,0.0,,,,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:V:7026,,,,7026,,33.474117,-111.73851,180.0,0.0,0.0,,,,2025-10-04 00:20:33,2025-10-04 00:21:46
RTVP:V:7025,,,,7025,,33.474136,-111.73858,170.0,0.0,0.0,,,,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:V:7028,,,,7028,,33.474037,-111.73847,43.0,0.0,0.0,,,,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:V:7032,,,,7032,,33.430553,-111.97166,169.0,0.0,0.0,,,,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:V:7031,,,,7031,,33.430634,-111.97156,179.0,0.0,0.0,,,,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:V:8137,,,,8137,,33.453102,-112.22749,180.0,0.0,0.0,,,,2025-10-04 00:21:15,2025-10-04 00:21:46
RTVP:V:8066,,,,8066,,33.43034,-111.97291,357.0,0.0,0.0,,,,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:V:1668,,,,1668,,33.473755,-111.73674,288.0,0.0,0.0,,,,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:V:6815,,,,6815,,33.44226,-112.09894,90.0,0.0,0.0,,,,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:V:5227,,,,5227,,33.427265,-112.050186,95.0,0.0,18.32864,,,,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:V:1639,,,,1639,,0.0,0.0,0.0,0.0,0.0,,,,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22561683,22561683,VENU,0.0,6833,Venus Forward,33.42262,-111.934975,180.0,1467.0,4.02336,2.0,INCOMING_AT,6088,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22561677,22561677,VENU,0.0,1624,Venus Forward,33.414646,-111.95626,262.0,15917.0,5.36448,13.0,INCOMING_AT,40086,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22561670,22561670,VENU,0.0,1608,Venus Forward,33.425488,-111.94028,89.0,30361.0,0.0,25.0,INCOMING_AT,11,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22561682,22561682,VENU,1.0,1657,Venus Back,33.425484,-111.95246,262.0,5001.0,7.15264,8.0,INCOMING_AT,40073,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22561676,22561676,VENU,1.0,1626,Venus Back,33.40803,-111.94784,2.0,18367.0,0.0,15.0,INCOMING_AT,40067,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22561669,22561669,VENU,1.0,1656,Venus Back,33.42556,-111.93646,266.0,28968.0,0.0,1.0,STOPPED_AT,30373,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22786669,22786669,1,1.0,5170,Central Av+Polk St,33.448296,-112.029915,270.0,22892.0,12.51712,20.0,IN_TRANSIT_TO,6192,2025-10-04 00:20:53,2025-10-04 00:21:46
RTVP:T:22786716,22786716,1,0.0,5137,Priest+Washington,33.44847,-112.011185,180.0,20674.0,0.0,18.0,INCOMING_AT,956,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22786712,22786712,1,0.0,5263,Priest+Washington,33.44801,-111.994865,89.0,25679.0,13.85824,21.0,INCOMING_AT,958,2025-10-04 00:21:29,2025-10-04 00:21:46
RTVP:T:22804252,22804252,3,0.0,8136,Galvin Pkwy+Van Buren,33.44623,-112.34798,270.0,0.0,0.0,1.0,STOPPED_AT,8099,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:T:22804246,22804246,3,0.0,5621,Phoenix Zoo,33.45098,-112.11683,114.0,80636.0,0.0,50.0,INCOMING_AT,1807,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22804247,22804247,3,0.0,5708,Phoenix Zoo,33.451405,-112.04304,91.0,103424.0,8.9408,69.0,INCOMING_AT,881,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22804244,22804244,3,0.0,5604,Phoenix Zoo,33.453594,-111.94807,8.0,133739.0,0.0,1.0,INCOMING_AT,3567,2025-10-04 00:21:22,2025-10-04 00:21:46
RTVP:T:22804313,22804313,3,1.0,5349,35th Ave+Van Buren,33.451355,-112.055176,268.0,20763.0,10.72896,18.0,INCOMING_AT,6133,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22804314,22804314,3,1.0,5705,4th St+La Canada,33.451115,-111.9817,270.0,11472.0,11.62304,8.0,IN_TRANSIT_TO,6122,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22804312,22804312,3,1.0,5187,4th St+La Canada,33.451477,-112.08348,259.0,42955.0,0.0,34.0,INCOMING_AT,7120,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22804308,22804308,3,1.0,8114,4th St+La Canada,33.449665,-112.30688,268.0,111964.0,0.0,80.0,IN_TRANSIT_TO,7974,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22804248,22804248,3,0.0,5720,44th St+Van Buren,33.451187,-112.09965,117.0,10574.0,0.0,10.0,INCOMING_AT,1804,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22787776,22787776,7,1.0,5685,Dobbins+7th St,33.65461,-112.06557,179.0,21318.0,11.176,18.0,IN_TRANSIT_TO,9192,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22787774,22787774,7,1.0,5319,Dobbins+7th St,33.508907,-112.06512,194.0,75657.0,1.78816,52.0,STOPPED_AT,4341,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22787772,22787772,7,1.0,5290,Dobbins+7th St,33.469906,-112.06512,180.0,90086.0,0.0,64.0,INCOMING_AT,4366,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22787771,22787771,7,1.0,5126,Dobbins+7th St,33.40685,-112.06457,180.0,119868.0,0.0,89.0,IN_TRANSIT_TO,4988,2025-10-04 00:19:58,2025-10-04 00:21:46
RTVP:T:22787668,22787668,7,0.0,5162,Deer Valley+19th Ave,33.39994,-112.06451,337.0,10727.0,0.0,14.0,IN_TRANSIT_TO,3260,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22787659,22787659,7,0.0,5150,Deer Valley+19th Ave,33.481327,-112.06508,0.0,49071.0,10.28192,38.0,INCOMING_AT,2620,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22787681,22787681,7,0.0,8147,Deer Valley+19th Ave,33.605938,-112.065155,359.0,95971.0,13.85824,69.0,IN_TRANSIT_TO,2663,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22787689,22787689,7,0.0,5658,Deer Valley+19th Ave,33.683895,-112.10069,271.0,135919.0,0.0,1.0,INCOMING_AT,7698,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22787773,22787773,7,1.0,5202,Baseline+7th St,33.470295,-112.06512,180.0,35875.0,0.0,29.0,INCOMING_AT,4366,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22787768,22787768,7,1.0,5691,Baseline+7th St,33.404938,-112.06459,180.0,66520.0,13.4112,53.0,INCOMING_AT,4995,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22787714,22787714,7,0.0,5141,Dunlap+7th St,33.42817,-112.06516,358.0,18557.0,0.0,15.0,INCOMING_AT,3261,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22787716,22787716,7,0.0,5207,Dunlap+7th St,33.549015,-112.065056,14.0,69322.0,13.85824,52.0,STOPPED_AT,2627,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22787715,22787715,7,0.0,5217,Dunlap+7th St,33.57144,-112.066025,263.0,76517.0,0.0,,,,2025-10-04 00:21:09,2025-10-04 00:21:46
RTVP:T:22785689,22785689,8,1.0,5679,Central Ave+Baseline,33.5491,-112.08255,179.0,11391.0,13.85824,9.0,INCOMING_AT,4306,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22785663,22785663,8,1.0,5146,Central Ave+Baseline,33.436405,-112.082634,157.0,57566.0,0.0,44.0,INCOMING_AT,4965,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22785675,22785675,8,0.0,5231,Dunlap+3rd St,33.453663,-112.07378,0.0,33335.0,8.04672,25.0,INCOMING_AT,6595,2025-10-04 00:21:28,2025-10-04 00:21:46
RTVP:T:22785655,22785655,8,0.0,5278,Dunlap+3rd St,33.567364,-112.082535,0.0,78113.0,0.0,59.0,INCOMING_AT,1246,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22788150,22788150,I10E,1.0,7311,40th St+Pecos,33.44705,-112.08692,103.0,3365.0,8.49376,4.0,INCOMING_AT,48,2025-10-04 00:21:14,2025-10-04 00:21:46
RTVP:T:22788147,22788147,I10E,1.0,7306,40th St+Pecos,33.461723,-112.06042,109.0,17752.0,0.0,,,,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22788147,22788147,I10E,1.0,7325,40th St+Pecos,33.356014,-111.9706,11.0,84201.0,28.16352,,,,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22788145,22788145,I10E,1.0,7183,40th St+Pecos,33.291687,-111.99097,269.0,105983.0,21.45792,9.0,IN_TRANSIT_TO,7834,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22788170,22788170,I10W,1.0,7172,Desert Sky TC,33.449306,-112.07507,89.0,7800.0,3.12928,6.0,INCOMING_AT,2837,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22788168,22788168,I10W,1.0,7327,Desert Sky TC,33.478645,-112.22856,359.0,67783.0,4.02336,,,,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22787035,22787035,12,1.0,5314,Jefferson+12th St,33.518448,-112.05625,180.0,25262.0,13.4112,22.0,INCOMING_AT,3634,2025-10-04 00:21:15,2025-10-04 00:21:46
RTVP:T:22787034,22787034,12,1.0,5269,Jefferson+12th St,33.45228,-112.05897,180.0,55762.0,7.15264,47.0,INCOMING_AT,878,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22785709,22785709,12,0.0,5129,Dunlap+3rd St,33.487396,-112.05629,270.0,21866.0,2.2352,18.0,INCOMING_AT,1919,2025-10-04 00:21:25,2025-10-04 00:21:46
RTVP:T:22785707,22785707,12,0.0,5649,Dunlap+3rd St,33.567142,-112.06911,88.0,58435.0,0.0,1.0,STOPPED_AT,983,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22803869,22803869,13,0.0,5607,Sky Train 24th St,33.437027,-112.220314,68.0,20.0,0.0,2.0,INCOMING_AT,20002,2025-10-04 00:21:29,2025-10-04 00:21:46
RTVP:T:22803868,22803868,13,0.0,5183,Sky Train 24th St,33.436813,-112.065285,90.0,47828.0,0.0,32.0,INCOMING_AT,227,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22803486,22803486,13,1.0,5175,75th Ave+Buckeye,33.436943,-112.03524,241.0,2789.0,0.0,3.0,IN_TRANSIT_TO,5521,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22803488,22803488,13,1.0,5271,75th Ave+Buckeye,33.43693,-112.14775,292.0,37810.0,5.36448,31.0,IN_TRANSIT_TO,6406,2025-10-04 00:19:41,2025-10-04 00:21:46
RTVP:T:22785756,22785756,15,0.0,5257,Montebello+19th Ave,33.519497,-112.09868,138.0,34810.0,0.0,1.0,STOPPED_AT,8759,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22785743,22785743,15,1.0,5155,Pima St+15th Ave,33.4684,-112.091415,180.0,21517.0,13.85824,19.0,INCOMING_AT,3663,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22785815,22785815,16,0.0,5148,Union Hills/PVCC,33.450523,-112.04772,0.0,39829.0,9.38784,29.0,INCOMING_AT,1979,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22785808,22785808,16,0.0,5236,Union Hills/PVCC,33.50707,-112.04752,0.0,60818.0,9.83488,49.0,IN_TRANSIT_TO,1968,2025-10-04 00:19:06,2025-10-04 00:21:46
RTVP:T:22785797,22785797,16,0.0,5160,Union Hills/PVCC,33.65173,-112.01269,82.0,120995.0,0.0,1.0,INCOMING_AT,536,2025-10-04 00:21:30,2025-10-04 00:21:46
RTVP:T:22785865,22785865,16,0.0,5659,Northern+16th St,33.38285,-112.047295,0.0,1684.0,13.4112,2.0,INCOMING_AT,3172,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22785869,22785869,16,0.0,5653,Northern+16th St,33.502056,-112.04757,0.0,45931.0,13.4112,36.0,INCOMING_AT,1956,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22785842,22785842,16,1.0,5643,Dobbins+Central,33.57919,-112.01308,166.0,31719.0,8.04672,24.0,IN_TRANSIT_TO,3708,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22785833,22785833,16,1.0,5244,Dobbins+Central,33.482063,-112.04766,179.0,73609.0,0.0,46.0,INCOMING_AT,3702,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22785792,22785792,16,1.0,5135,Dobbins+Central,33.452522,-112.04771,180.0,81986.0,4.91744,60.0,IN_TRANSIT_TO,9112,2025-10-04 00:18:36,2025-10-04 00:21:46
RTVP:T:22785822,22785822,16,1.0,5699,Dobbins+Central,33.363224,-112.07252,88.0,125007.0,0.0,1.0,INCOMING_AT,7827,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22785861,22785861,16,1.0,5305,Baseline Rd+16th St,33.521156,-112.04749,180.0,11772.0,10.72896,11.0,INCOMING_AT,3701,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22785858,22785858,16,1.0,5650,Baseline Rd+16th St,33.44747,-112.04781,180.0,39040.0,3.12928,34.0,IN_TRANSIT_TO,4853,2025-10-04 00:21:12,2025-10-04 00:21:46
RTVP:T:22803743,22803743,17,1.0,5706,Pebble Creek+McDowell,33.465813,-111.92171,269.0,9006.0,3.12928,8.0,INCOMING_AT,5771,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22803741,22803741,17,1.0,5623,Pebble Creek+McDowell,33.465794,-112.000374,299.0,33461.0,3.57632,21.0,INCOMING_AT,5750,2025-10-04 00:21:24,2025-10-04 00:21:46
RTVP:T:22803745,22803745,17,1.0,5327,Pebble Creek+McDowell,33.465794,-112.067604,292.0,54320.0,5.36448,38.0,IN_TRANSIT_TO,6822,2025-10-04 00:20:38,2025-10-04 00:21:46
RTVP:T:22803749,22803749,17,1.0,8111,Pebble Creek+McDowell,33.465878,-112.10707,270.0,66532.0,9.83488,50.0,IN_TRANSIT_TO,6794,2025-10-04 00:18:22,2025-10-04 00:21:46
RTVP:T:22803751,22803751,17,1.0,5345,Pebble Creek+McDowell,33.46604,-112.18699,300.0,91257.0,5.36448,67.0,INCOMING_AT,6809,2025-10-04 00:21:15,2025-10-04 00:21:46
RTVP:T:22803750,22803750,17,1.0,8109,Pebble Creek+McDowell,33.46229,-112.32326,211.0,133685.0,7.59968,94.0,IN_TRANSIT_TO,8651,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22803756,22803756,17,1.0,5179,Pebble Creek+McDowell,33.46386,-112.39272,178.0,155354.0,0.0,,,,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22803440,22803440,17,1.0,5704,43rd Ave+McDowell,33.46566,-111.993225,250.0,1729.0,4.91744,3.0,INCOMING_AT,5753,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22803444,22803444,17,1.0,5177,43rd Ave+McDowell,33.46574,-112.05396,269.0,20575.0,10.72896,17.0,INCOMING_AT,5739,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22803443,22803443,17,1.0,5711,43rd Ave+McDowell,33.465942,-112.12369,270.0,42173.0,13.4112,36.0,INCOMING_AT,6796,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22803435,22803435,17,1.0,5707,43rd Ave+McDowell,33.46531,-112.164474,181.0,51065.0,0.0,,,,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:T:22803326,22803326,17,0.0,5055,44th St+McDowell,33.465847,-112.09952,91.0,15980.0,7.15264,14.0,INCOMING_AT,1488,2025-10-04 00:21:29,2025-10-04 00:21:46
RTVP:T:22803322,22803322,17,0.0,5332,44th St+McDowell,33.465622,-112.06017,104.0,28167.0,0.0,27.0,INCOMING_AT,476,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22803325,22803325,17,0.0,8108,44th St+McDowell,33.4656,-111.98665,90.0,50843.0,0.0,1.0,INCOMING_AT,5755,2025-10-04 00:18:28,2025-10-04 00:21:46
RTVP:T:22803154,22803154,17,0.0,5182,Pima Rd+McDowell,33.46473,-112.27484,88.0,36636.0,5.36448,16.0,IN_TRANSIT_TO,9256,2025-10-04 00:21:40,2025-10-04 00:21:46
RTVP:T:22803156,22803156,17,0.0,8139,Pima Rd+McDowell,33.46571,-112.21178,106.0,56143.0,9.38784,26.0,INCOMING_AT,1505,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:T:22803157,22803157,17,0.0,5192,Pima Rd+McDowell,33.46586,-112.12903,112.0,81723.0,0.44704,47.0,INCOMING_AT,1493,2025-10-04 00:20:47,2025-10-04 00:21:46
RTVP:T:22803161,22803161,17,0.0,5050,Pima Rd+McDowell,33.465725,-112.06891,89.0,100307.0,7.15264,61.0,INCOMING_AT,495,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22803163,22803163,17,0.0,5618,Pima Rd+McDowell,33.4657,-112.055855,109.0,104371.0,5.81152,67.0,INCOMING_AT,481,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22803167,22803167,17,0.0,5180,Pima Rd+McDowell,33.465782,-111.89092,91.0,154321.0,14.75232,1.0,INCOMING_AT,9568,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22803179,22803179,17,0.0,5606,Pima Rd+McDowell,33.465706,-111.910904,90.0,100884.0,13.4112,82.0,INCOMING_AT,519,2025-10-04 00:21:16,2025-10-04 00:21:46
RTVP:T:22788217,22788217,I17,1.0,7190,Thelda Williams TC,33.45253,-112.07007,179.0,221.0,4.4704,1.0,STOPPED_AT,7838,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22788216,22788216,I17,1.0,7304,Thelda Williams TC,33.51889,-112.11218,0.0,39349.0,6.7056,8.0,IN_TRANSIT_TO,2988,2025-10-04 00:20:53,2025-10-04 00:21:46
RTVP:T:22788209,22788209,I17,1.0,7312,Happy Valley PNR,33.453163,-112.07007,180.0,0.0,0.0,1.0,INCOMING_AT,7838,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22788208,22788208,I17,1.0,7320,Happy Valley PNR,33.45028,-112.0802,180.0,4195.0,2.68224,3.0,IN_TRANSIT_TO,59,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22788207,22788207,I17,1.0,7189,Happy Valley PNR,33.449104,-112.107666,266.0,13475.0,0.0,8.0,IN_TRANSIT_TO,3576,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22788206,22788206,I17,1.0,7185,Happy Valley PNR,33.555687,-112.11245,351.0,52852.0,21.45792,8.0,IN_TRANSIT_TO,3576,2025-10-04 00:21:35,2025-10-04 00:21:46
RTVP:T:22788203,22788203,I17,1.0,7187,Happy Valley PNR,33.57407,-112.116905,2.0,90465.0,28.16352,9.0,IN_TRANSIT_TO,8902,2025-10-04 00:21:21,2025-10-04 00:21:46
RTVP:T:22788204,22788204,I17,1.0,7191,Happy Valley PNR,33.683987,-112.1125,179.0,104510.0,29.0576,,,,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22786730,22786730,19,0.0,5145,Happy Valley+23rd Av,33.450874,-112.10012,1.0,37100.0,9.83488,22.0,INCOMING_AT,2044,2025-10-04 00:21:37,2025-10-04 00:21:46
RTVP:T:22786725,22786725,19,0.0,5228,Happy Valley+23rd Av,33.53924,-112.099396,351.0,69787.0,0.0,48.0,INCOMING_AT,2029,2025-10-04 00:21:39,2025-10-04 00:21:46
RTVP:T:22786770,22786770,19,0.0,5655,Happy Valley+23rd Av,33.58657,-112.099594,348.0,87305.0,8.04672,62.0,INCOMING_AT,2003,2025-10-04 00:21:27,2025-10-04 00:21:46
RTVP:T:22786769,22786769,19,0.0,5221,Happy Valley+23rd Av,33.621662,-112.09966,359.0,100360.0,14.75232,70.0,IN_TRANSIT_TO,2016,2025-10-04 00:21:34,2025-10-04 00:21:46
RTVP:T:22786732,22786732,19,0.0,8092,Happy Valley+23rd Av,33.42879,-112.105034,106.0,27181.0,13.4112,16.0,IN_TRANSIT_TO,3177,2025-10-04 00:21:18,2025-10-04 00:21:46
RTVP:T:22786767,22786767,19,0.0,8087,Happy Valley+23rd Av,33.5031,-112.099785,343.0,56480.0,0.0,38.0,INCOMING_AT,2010,2025-10-04 00:21:19,2025-10-04 00:21:46
RTVP:T:22786728,22786728,19,0.0,5122,Happy Valley+23rd Av,33.708042,-112.10866,339.0,134506.0,0.0,93.0,IN_TRANSIT_TO,8154,2025-10-04 00:21:31,2025-10-04 00:21:46
RTVP:T:22786809,22786809,19,1.0,5676,27th Ave+Baseline,33.700367,-112.10712,107.0,4825.0,13.4112,4.0,INCOMING_AT,8369,2025-10-04 00:21:32,2025-10-04 00:21:46
RTVP:T:22786744,22786744,19,1.0,8144,27th Ave+Baseline,33.635895,-112.0998,158.0,30422.0,11.176,23.0,IN_TRANSIT_TO,3723,2025-10-04 00:21:12,2025-10-04 00:21:46
RTVP:T:22786805,22786805,19,1.0,5642,27th Ave+Baseline,33.585278,-112.099754,156.0,49241.0,5.36448,35.0,INCOMING_AT,3757,2025-10-04 00:21:23,2025-10-04 00:21:46
RTVP:T:22786743,22786743,19,1.0,5325,27th Ave+Baseline,33.528496,-112.09981,180.0,70162.0,11.176,51.0,IN_TRANSIT_TO,3728,2025-10-04 00:21:11,2025-10-04 00:21:46
RTVP:T:22786740,22786740,19,1.0,5661,27th Ave+Baseline,33.48321,-112.100075,166.0,86885.0,16.54048,63.0,INCOMING_AT,3714,2025-10-04 00:21:42,2025-10-04 00:21:46
RTVP:T:22786807,22786807,19,1.0,5224,27th Ave+Baseline,33.45116,-112.10012,181.0,98740.0,7.15264,72.0,INCOMING_AT,3766,2025-10-04 00:21:36,2025-10-04 00:21:46
RTVP:T:22786802,22786802,19,1.0,5675,27th Ave+Baseline,33.446075,-112.10011,179.0,100611.0,7.15264,74.0,INCOMING_AT,7490,2025-10-04 00:21:38,2025-10-04 00:21:46
RTVP:T:22786741,22786741,19,1.0,5237,27th Ave+Baseline,33.4408,-112.100136,190.0,102554.0,13.4112,75.0,INCOMING_AT,7491,2025-10-04 00:21:41,2025-10-04 00:21:46
RTVP:T:22786806,22786806,19,1.0,5662,27th Ave+Baseline,33.3778,-112.100266,242.0,130177.0,8.9408,91.0,INCOMING_AT,8051,2025-10-04 00:21:20,2025-10-04 00:21:46
RTVP:T:22787804,22787804,27,0.0,5632,Rose Garden+23rd Ave,33.50951,-112.11698,0.0,43000.0,5.36448,31.0,INCOMING_AT,2101,2025-10-04 00:21:33,2025-10-04 00:21:46
RTVP:T:22787823,22787823,27,0.0,5124,Rose Garden+23rd Ave,33.636673,-112.12032,244.0,101110.0,3.12928,78.0,INCOMING_AT,2151,2025-10-04 00:21:26,2025-10-04 00:21:46
RTVP:T:22787801,22787801,27,0.0,8148,Deer Valley+27th Ave,33.575027,-112.118904,359.0,71741.0,0.0,53.0,STOPPED_AT,6670,2025-10-04 00:21:29,2025-10-04 00:21:46
RTVP:T:22787889,22787889,27,1.0,5315,Lower Buckeye+27th Av,33.530975,-112.11703,165.0,76943.0,0.0,52.0,INCOMING_AT,3842,2025-10-04 00:21:38,2025-10-04 00:21:46
