stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3-035,881587,FOURTH ST & M ST,,37.678227,-121.771619,,,,,,0
4-006,881610,EAST AVE & SEVENTH ST,0 EAST AVE & 7TH ST,37.679883,-121.761002,,,,,,0
4-007,881611,EAST AVE & DOLORES ST, Unit EB,37.679847,-121.756617,,,,,,0
4-008,881612,EAST AVE & EAST AVENUE MIDDLE SCHOOL,,37.679832,-121.750671,,,,,,0
4-011,881615,EAST AVE & BUENA VISTA AVE, Unit PRE,37.67977,-121.737356,,,,,,0
4-012,881616,EAST AVE & MINES RD,EAST AVE & MITRA ST,37.679724,-121.730759,,,,,,0
4-013,881617,EAST AVE & CHARLOTTE WY, Unit EB,37.679714,-121.725715,,,,,,0
4-014,881618,EAST AVE & RESEARCH DR EB,,37.679661,-121.720629,,,,,,0
4-100,881620,EAST AVE & SOUTH VASCO RD,UNNAMED ST & EAST AVE,37.67928,-121.717705,,,,,,0
4-022,881623,EAST AVE & RESEARCH DR WB,EAST AVE & UNNAMED ST,37.679968,-121.721922,,,,,,0
4-023,881624,EAST AVE & CHARLOTTE WY, Unit WB,37.68001,-121.72567,,,,,,0
4-024,881625,EAST AVE & MINES RD,,37.679971,-121.731831,,,,,,0
4-025,881626,EAST AVE & BUENA VISTA AVE,,37.680032,-121.735788,,,,,,0
4-026,881627,EAST AVE & ROBERT LIVERMORE PARK,,37.68006,-121.740858,,,,,,0
4-027,881628,EAST AVE & HAYES AVE,,37.680023,-121.747034,,,,,,0
4-028,881629,EAST AVE & ESTATES ST,,37.680113,-121.751924,,,,,,0
4-029,881630,EAST AVE & DOLORES ST, Unit WB & CARRIGAN CMN,37.680039,-121.7557,,,,,,0
4-032,881633,FOURTH ST  & J ST,,37.679432,-121.768192,,,,,,0
4-033,881634,FOURTH ST & K ST,,37.679118,-121.768693,,,,,,0
4-040,881641,VASCO RD & EAST AVE,,37.680437,-121.718477,,,,,,0
4-041,881642,VASCO RD & MESQUITE WY,,37.684761,-121.718401,,,,,,0
4-042,881643,VASCO RD & WESTGATE,,37.690112,-121.718395,,,,,,0
4-043,881644,VASCO RD & PATTERSON PASS RD,0 S VASCO RD,37.693785,-121.718334,,,,,,0
4-044,881645,VASCO RD & BRISA ST,,37.7003,-121.718496,,,,,,0
4-046,881647,VASCO RD & INDUSTRIAL WY,S VASCO RD & INDUSTRIAL WAY,37.704533,-121.721829,,,,,,0
4-048,881649,MAPLE ST & FOURTH ST,MAPLE ST & 3RD ST,37.68201,-121.764013,,,,,,0
4-053,881654,PACIFIC & DOLORES EB,0 PACIFIC AVE & SLIP RD,37.676175,-121.758206,,,,,,0
4-054,881655,DOLORES ST & PACIFIC AVE,0 DOLORES ST & PACIFIC AVE,37.676686,-121.756947,,,,,,0
4-055,881656,DOLORES & CARRIGAN,DOLORES ST & ARBOR AVE,37.679191,-121.756939,,,,,,0
5-005,881661,VILLAGE PKWY & AMADOR VALLEY BLVD,VILLAGE PKWY & RAMP,37.7106,-121.927027,,,,,,0
5-006,881662,VILLAGE PKWY & TAMARACK  DR,VILLAGE PKWY & GLYNNIS ROSE DR,37.715232,-121.92681,,,,,,0
5-007,881663,DHS - VILLAGE PKWY & BRIGHTON DR,,37.719125,-121.926492,,,,,,0
5-008,881664,DHS - VILLAGE PKWY & DAVONA DR,VILLAGE PKWY & GLYNNIS ROSE DR,37.721626,-121.92632,,,,,,0
5-009,881665,DAVONA DR & BRIARWOOD LN,,37.721619,-121.928828,,,,,,0
5-010,881666,DAVONA DR & LUCANIA ST,,37.721493,-121.931613,,,,,,0
5-011,881667,DAVONA DR & WICKLOW LN, Unit SB,37.721009,-121.934855,,,,,,0
5-012,881668,DAVONA DR & WICKLOW LN, Unit NB,37.722685,-121.936237,,,,,,0
5-023,881679,AMADOR VALLEY BLVD & STAGECOACH RD,,37.717321,-121.914399,,,,,,0
5-031,881687,DOUGHERTY RD & MARIPOSA CIR,DOUGHERTY RD & N MARIPOSA,37.715606,-121.910402,,,,,,0
5-032,881688,DOUGHERTY RD & NORTH APARTMENTS,,37.711816,-121.910477,,,,,,0
5-033,881689,DOUGHERTY RD & SIERRA LN,,37.70689,-121.910485,,,,,,0
5-034,881690,DOUGHERTY RD & DUBLIN BLVD,DOUGHERTY RD & RAMP,37.705443,-121.909888,,,,,,0
5-040,881696,AMADOR VALLEY BLVD & WILDWOOD RD,,37.718335,-121.91301,,,,,,0
5-041,881697,AMADOR VALLEY BLVD & STAGECOACH RD,,37.717393,-121.914571,,,,,,0
5-056,881710,DAVONA DR & WICKLOW LN,,37.722901,-121.936563,,,,,,0
5-057,881711,DAVONA DR & WICKLOW LN,,37.721011,-121.935133,,,,,,0
5-059,881713,DAVONA DR & LUCIANA ST,,37.721369,-121.931464,,,,,,0
5-060,881714,VILLAGE PKWY & DAVONA DR,,37.721657,-121.926614,,,,,,0
5-061,881715,VILLAGE PKWY & BRIGHTON DR,,37.718293,-121.926852,,,,,,0
5-069,881723,SILVERGATE DR & BETLEN DR NB,,37.701038,-121.944886,,,,,,0
5-070,881724,SILVERGATE DR & HANSEN DR EB,,37.70364,-121.945835,,,,,,0
5-072,881726,SILVERGATE DR & ROLLING HILLS CIR EB,,37.706625,-121.946473,,,,,,0
5-074,881728,PEPPERTREE RD & SILVERGATE DR WB,,37.710358,-121.941815,,,,,,0
5-075,881729,PEPPERTREE RD & SHANNON AVE,,37.713365,-121.942861,,,,,,0
5-076,881730,SHANNON PARK, Unit EB,37.713638,-121.941424,,,,,,0
5-078,881732,SHANNON PARK WB,,37.713747,-121.941503,,,,,,0
5-079,881733,PEPPERTREE RD & JUAREZ RD,,37.712689,-121.942964,,,,,,0
5-080,881734,PEPPERTREE RD & SILVERGATE DR,,37.709517,-121.941894,,,,,,0
5-081,881735,SILVERGATE DR & AMARILLO RD,,37.709351,-121.943967,,,,,,0
5-082,881736,SILVERGATE DR & ROLLING HILLS DR WB,,37.706869,-121.946676,,,,,,0
5-083,881737,SILVERGATE DR & HANSEN DR,,37.703586,-121.946051,,,,,,0
5-084,881738,SILVERGATE DR & BETLEN DR SB,,37.701097,-121.945219,,,,,,0
5-086,881740,DUBLIN BLVD & GOLDEN GATE DR EB,,37.704141,-121.929086,,,,,,0
5-087,881741,DUBLIN BLVD & CLARK AVE EB,,37.705427,-121.920948,,,,,,0
5-088,881742,DUBLIN BLVD & CIVIC PLAZA,DUBLIN BLVD & SIERRA CT,37.704062,-121.91486,,,,,,0
5-089,881743,DUBLIN BLVD & DUBLIN CT EB,,37.703837,-121.911277,,,,,,0
5-090,881744,DUBLIN BLVD & DUBLIN CT WB,0 Unit WB & DOUGHERTY RD,37.704481,-121.91087,,,,,,0
5-091,881745,DUBLIN BLVD & SIERRA CT,,37.704753,-121.916744,,,,,,0
5-093,881747,DUBLIN BLVD & VILLAGE PKWY WB,,37.705806,-121.924693,,,,,,0
6-001,881748,HACIENDA DR & DUBLIN BLVD,HACIENDA DR & CONNECTING ROAD,37.706938,-121.887823,,,,,,0
6-002,881749,HACIENDA DR & SUMMER GLEN DR,HACIENDA DR & CONNECTING ROAD,37.71081,-121.88786,,,,,,0
6-003,881750,HACIENDA DR & GLEASON DR,SLIP RD & GLYNNIS ROSE DR,37.713604,-121.887815,,,,,,0
6-004,881751,MADIGAN AVE & BRODER BLVD,,37.715789,-121.883315,,,,,,0
6-005,881752,BRODER BLVD & SANTA RITA JAIL,HACIENDA DR,37.716031,-121.887969,,,,,,0
6-006,881753,GLEASON DR & ARNOLD RD,,37.713825,-121.891812,,,,,,0
6-007,881754,GLEASON DR & HACIENDA DR,,37.713812,-121.889493,,,,,,0
6-008,881755,HACIENDA DR & CENTRAL PKWY,,37.709329,-121.888189,,,,,,0
6-010,881757,DUBLIN BLVD & MYRTLE DR,,37.706187,-121.881403,,,,,,0
6-011,881758,DUBLIN BLVD & HYBERNIA, Unit WB,37.706393,-121.886002,,,,,,0
6-012,881759,DUBLIN BLVD & HIBERNIA DR, Unit EB,37.706091,-121.884599,,,,,,0
6-013,881760,DUBLIN BLVD & MYRTLE DR,,37.70548,-121.879553,,,,,,0
6-014,881761,DUBLIN BLVD & JOHN MONEGO CT,,37.705494,-121.876312,,,,,,0
7-000,881763,STONERIDGE MALL,STONERIDGE MALL RD & EL CHARRO RD,37.696365,-121.930346,,,,,,0
7-001,881764,5526   SPRINGDALE AVE,SPRINGDALE AVE & UNNAMED ST,37.691157,-121.92577,,,,,,0
7-004,881766,STONERIDGE MALL RD & EMBARCADERO CT,,37.695944,-121.925348,,,,,,0
7-016,881778,STONERIDGE DR & FRANKLIN DR,,37.690937,-121.907662,,,,,,0
7-017,881779,STONERIDGE DR & HOPYARD RD,STONERIDGE DR & RAMP,37.691664,-121.905371,,,,,,0
8-004,881799,ROSEWOOD DR & OWENS DR,,37.696714,-121.8858,,,,,,0
8-008,881803,OWENS DR & CHABOT DR,OWENS DR & CARRIGAN CMN,37.6996,-121.902233,,,,,,0
8-009,881804,WILLOW RD  & OWENS DR,0 WILLOW RD & UNNAMED ST,37.698389,-121.898023,,,,,,0
8-011,881806,OWENS DR & CHABOT DR,,37.700099,-121.900495,,,,,,0
8-014,881809,OWENS DR & HACIENDA DR EB,,37.696912,-121.888468,,,,,,0
8-015,881810,OWENS DR & ROSEWOOD DR EB,,37.695531,-121.886503,,,,,,0
8-016,881811,OWENS DR & LAS POSITAS BLVD EB,,37.692404,-121.883272,,,,,,0
8-017,881812,LAS POSITAS BLVD & SANTA RITA RD EB,W LAS POSITAS BLVD & UNNAMED ST,37.691944,-121.879708,,,,,,0
8-018,881813,SANTA RITA RD & STONERIDGE DR EB,,37.686844,-121.877657,,,,,,0
8-019,881814,SANTA RITA RD & MOHR AVE EB,,37.681232,-121.875698,,,,,,0
8-021,881816,SANTA RITA RD & VALLEY AVE EB,SANTA RITA RD & UNNAMED ST,37.675873,-121.873795,,,,,,0
8-022,881817,SANTA RITA RD & NEVIS ST,,37.67156,-121.872792,,,,,,0
8-023,881818,SANTA RITA RD & AMADOR VALLEY HIGH SCHOOL EB,0 SANTA RITA RD,37.668316,-121.87326,,,,,,0
8-024,881819,SANTA RITA RD & DEL VALLE PKWY,0 MAIN ST & UNNAMED ST,37.665697,-121.873829,,,,,,0
8-025,881820,PETERS AVE & DIVISION ST,,37.661765,-121.876871,,,,,,0
8-026,881821,NEAL ST & FIRST ST EB, Unit EB & NEAL ST,37.6598,-121.874051,,,,,,0
8-027,881822,FIRST ST & KOTTINGER DR, Unit NB,37.662164,-121.870817,,,,,,0
8-028,881823,STANLEY BLVD & CALIFORNIA AVE,,37.668712,-121.862782,,,,,,0
8-029,881824,STANLEY BLVD & BERNAL AVE,STANLEY BLVD & VINTAGE DR,37.670353,-121.856189,,,,,,0
8-030,881825,STANLEY BLVD & SHADOW CLIFFS,,37.671817,-121.84433,,,,,,0
8-031,881826,STANLEY BLVD & SHADOW CLIFFS,,37.671977,-121.844818,,,,,,0
8-032,881827,STANLEY BLVD & CALIFORNIA AVE,,37.668952,-121.862957,,,,,,0
8-033,881828,FIRST ST & RAY ST,,37.662523,-121.870689,,,,,,0
8-034,881829,NEAL ST & FIRST ST, Unit NB,37.659796,-121.873966,,,,,,0
8-035,881830,PETERS ST & ST MARY ST,,37.66269,-121.876313,,,,,,0
8-036,881831,MAIN ST & VERVAIS AVE,MAIN ST & DEL VALLE PKWY,37.665551,-121.873551,,,,,,0
8-037,881832,SANTA RITA RD & AMADOR HIGH, Unit NB,37.668588,-121.873058,,,,,,0
8-038,881833,SANTA RITA RD & BLACK AVE,,37.672544,-121.872432,,,,,,0
8-040,881835,SANTA RITA RD & VALLEY AVE,,37.677566,-121.874007,,,,,,0
8-041,881836,SANTA RITA RD & MOHR AVE,,37.682288,-121.87567,,,,,,0
8-042,881837,SANTA RITA RD & SUTTER GATE AVE,,37.685693,-121.876856,,,,,,0
8-043,881838,SANTA RITA RD & STONERIDGE DR,,37.688413,-121.877697,,,,,,0
8-045,881839,LAS POSITAS BLVD & SANTA RITA RD,,37.692211,-121.879669,,,,,,0
8-046,881840,OWENS & ANDREWS,,37.693351,-121.883696,,,,,,0
8-048,881841,OWENS & ROSEWOOD,,37.696616,-121.887315,,,,,,0
8-049,881842,OWENS & HACIENDA,OWENS DR & Wild Rose PL,37.698474,-121.889833,,,,,,0
8-051,881843,ROSEWOOD COMMONS, Unit NB,37.69799,-121.884089,,,,,,0
8-052,881844,5057   HOPYARD RD,,37.695566,-121.903839,,,,,,0
8-053,881845,4861   HOPYARD RD,Hopyard Road & Stoneridge Drive,37.692689,-121.90388,,,,,,0
8-054,881846,4393   HOPYARD RD,,37.687174,-121.903915,,,,,,0
8-055,881847,HOPYARD RD & LAS POSITAS BLVD,HOPYARD RD & KOLL CENTER PKWY,37.682405,-121.904129,,,,,,0
8-056,881848,HOPYARD RD & VALLEY TRAILS DR,,37.677919,-121.900509,,,,,,0
8-059,881851,HARVEST PARK MIDDLE SCHOOL,,37.676574,-121.881995,,,,,,0
8-060,881852,SUNOL BLVD & MISSION PKWY,SUNOL BLVD & CONNECTING ROAD,37.652404,-121.880294,,,,,,0
8-061,881853,5220 CASE AVE,,37.652553,-121.88416,,,,,,0
8-062,881854,CASE AVE  & BERNAL AVE,,37.656285,-121.881547,,,,,,0
8-063,881855,7052   VALLEY AVE,VALLEY AVE & PIEMONTE DR,37.660515,-121.896912,,,,,,0
8-064,881856,6917   VALLEY AVE,,37.663412,-121.897154,,,,,,0
8-065,881857,6269   VALLEY AVE,,37.667451,-121.897668,,,,,,0
8-066,881858,VALLEY AVE  & HANSEN DR,,37.670266,-121.898971,,,,,,0
8-067,881859,HOPYARD RD & PARKSIDE DR,,37.677302,-121.89893,,,,,,0
8-068,881860,HOPYARD RD & LAS POSITAS BLVD, Unit NB,37.682743,-121.903565,,,,,,0
8-069,881861,4837   HOPYARD RD,,37.690921,-121.903465,,,,,,0
8-070,881862,HOPYARD RD & STONERIDGE DR,,37.69251,-121.903425,,,,,,0
8-071,881863,HOPYARD RD & GIBRALTAR DR,,37.696542,-121.903338,,,,,,0
8-072,881864,LAS POSITAS BLVD & STONERIDGE DR,W LAS POSITAS BLVD,37.688219,-121.886266,,,,,,0
8-074,881866,5753 LAS POSITAS BLVD,W LAS POSITAS BLVD,37.686207,-121.891654,,,,,,0
8-078,881867,LAS POSITAS BLVD & TASSAJARA CREEK,W LAS POSITAS BLVD,37.687062,-121.88945,,,,,,0
8-081,881868,LAS POSITAS BLVD & HACIENDA DR,,37.684844,-121.895446,,,,,,0
8-082,881869,LAS POSITAS BLVD & WILLOW RD,W LAS POSITAS BLVD,37.683623,-121.899136,,,,,,0
8-083,881870,LAS POSITAS BLVD & HOPYARD RD,,37.682039,-121.902622,,,,,,0
8-084,881871,VALLEY AVE & PASEO SANTA CRUZ,,37.674577,-121.898589,,,,,,0
8-085,881872,VALLEY AVE & VIA DE LOS CERROS,VALLEY AVE & Hansen Drive,37.671073,-121.899492,,,,,,0
8-086,881873,VALLEY AVE & HANSEN DR,,37.669427,-121.898997,,,,,,0
8-087,881874,VALLEY AVE & KOLL CENTER PKWY,,37.660789,-121.897235,,,,,,0
8-088,881875,CASE AVE & BERNAL AVE,CASE AVE & OLD BERNAL AVE,37.65642,-121.881778,,,,,,0
8-090,881877,SUNOL BLVD & MISSION DR,SUNOL BLVD & UNNAMED ST,37.652995,-121.879849,,,,,,0
8-091,881878,VINEYARD AVE & REGALIA CT,VINEYARD AVE & ZINFANDEL CT,37.663031,-121.867844,,,,,,0
8-093,881880,VINEYARD AVE & MAVIS DR,0 VINEYARD AVE & MAVIS DR,37.662834,-121.860778,,,,,,0
8-094,881881,BERNAL AVE & PALOMINO DR,,37.661286,-121.857512,,,,,,0
8-095,881882,KOTTINGER DR & BERNAL AVE,KOTTINGER DR & SHERRY CT,37.656832,-121.859721,,,,,,0
8-096,881883,KOTTINGER & SALVADOR,,37.658297,-121.860432,,,,,,0
8-097,881884,KOTTINGER DR & SHARAB CT,0 KOTTINGER DR,37.658482,-121.861977,,,,,,0
8-098,881865,KOTTINGER DR & ADAMS WY,,37.659319,-121.864164,,,,,,0
8-099,881886,KOTTINGER DR & AMARAL CIR,,37.660341,-121.86652,,,,,,0
8-100,881887,KOTTINGER DR & SECOND ST,0 KOTTINGER DR,37.661637,-121.869584,,,,,,0
8-101,881888,VALLEY AVE & SANTA RITA RD,,37.676786,-121.875817,,,,,,0
8-105,881892,LAS POSITAS BLVD & HOPYARD RD,,37.681707,-121.902607,,,,,,0
8-106,881893,LAS POSITAS BLVD & WILLOW RD,,37.683756,-121.897811,,,,,,0
8-107,881894,LAS POSITAS BLVD & HACIENDA DR,,37.685008,-121.893852,,,,,,0
8-108,881895,LAS POSITAS BLVD & STONERIDGE DR,,37.689011,-121.884488,,,,,,0
8-109,881896,HACIENDA DR & OWENS DR,HACIENDA DR & UNNAMED ST,37.697293,-121.890239,,,,,,0
8-110,881897,HACIENDA DR & GIBRALTAR DR, Unit SB & UNNAMED ST,37.694782,-121.894703,,,,,,0
8-111,881898,STONERIDGE DR & HACIENDA DR, Unit EB,37.691493,-121.89354,,,,,,0
8-114,881901,WILLOW RD & GIBRALTER DR, Unit NB,37.685915,-121.898322,,,,,,0
8-116,881903,STONERIDGE DR & CHABOT DR,,37.691311,-121.900772,,,,,,0
8-117,881904,WILLOW RD & STONERIDGE DR NB,,37.691889,-121.898213,,,,,,0
8-118,881905,WILLOW RD & GIBRALTAR DR, Unit NB & ALBATROSS AVE,37.696256,-121.898141,,,,,,0
8-121,881908,WILLOW RD & OWENS DR,,37.698868,-121.898359,,,,,,0
8-124,881911,STONERIDGE DR & WILLOW RD,,37.691581,-121.899073,,,,,,0
8-127,881914,WILLOW RD & GIBRALTER DR, Unit SB,37.695377,-121.898386,,,,,,0
8-130,881917,STONERIDGE DR & GIBRALTAR DR, Unit WB,37.692044,-121.892698,,,,,,0
8-131,881918,HACIENDA DR & STONERIDGE DR,HACIENDA DR & UNNAMED ST,37.69234,-121.894707,,,,,,0
8-132,881919,HACIENDA DR & GIBRALTAR DR, Unit NB & UNNAMED ST,37.695851,-121.893026,,,,,,0
1-035,881935,OLIVINA AVE & P ST,,37.683083,-121.779253,,,,,,0
1-037,881937,OLIVINA AVE & RINCON AVE,,37.683007,-121.783653,,,,,,0
1-040,881940,OLIVINA AVE & MEADOWLARK ST,,37.682943,-121.788766,,,,,,0
3-054,881951,SOUTH P ST & RAILROAD AVE,,37.680827,-121.776921,,,,,,0
8-142,881952,FIRST ST & NEAL ST, Unit EB & E ANGELA ST,37.659342,-121.873937,,,,,,0
2-082,881957,SCENIC AVE & RIDGESTONE RD,,37.717084,-121.721425,,,,,,0
9-003,882005,PLEASANT HILL BART,BART ACCESS RD & UNNAMED ST,37.928652,-122.055526,,,,,,0
8-240,882019,RUBY HILL DR & VARESE CT,E RUBY HILL DR & VARESE CT,37.649846,-121.810627,,,,,,0
8-226,882050,STONERIDGE DR & LAS POSITAS BLVD,,37.689257,-121.885512,,,,,,0
7-151,882063,FOOTHILL HIGH SCHOOL,,37.671787,-121.91996,,,,,,0
7-173,882101,JORGENSEN LN & LYLEWOOD DR,,37.657487,-121.908167,,,,,,0
6-016,882143,DUBLIN BLVD & HACIENDA DR,,37.706432,-121.888567,,,,,,0
4-062,882151,MINES RD & FIRST ST, Unit SB,37.693707,-121.746497,,,,,,0
6-047,882159,NORTH DUBLIN RANCH DR & SHADOW  HILL DR,,37.719619,-121.870733,,,,,,0
8-198,882163,PLEASANTON MIDDLE SCHOOL,CASE AVE & UNNAMED ST,37.65291,-121.884195,,,,,,0
8-220,882166,HARVEST PARK MIDDLE SCHOOL & GREENWOOD RD,,37.675394,-121.880524,,,,,,0
4-056,882197,VASCO RD & PATTERSON PASS RD,,37.693746,-121.718815,,,,,,0
4-057,882198,VASCO RD & DAPHNE DR,,37.688411,-121.718824,,,,,,0
4-058,882199,VASCO RD & EMILY WY,,37.683068,-121.718838,,,,,,0
4-060,882201,MINES RD & DANA CIR NB,,37.681459,-121.733323,,,,,,0
4-061,882202,MINES RD & PATTERSON PASS RD,,37.689199,-121.741319,,,,,,0
4-063,882203,MINES RD & PATTERSON PASS RD,,37.68874,-121.740932,,,,,,0
4-064,882204,MINES RD & DANA CIR SB,,37.684631,-121.735713,,,,,,0
