shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
Purp0001,10022,47.661257,-122.306528
Purp0001,10023,47.661256,-122.305473
Purp0001,10024,47.661197,-122.304625
Purp0001,10025,47.661253,-122.302503
Purp0001,10026,47.661252,-122.302033
Purp0001,10027,47.661249,-122.301909
Purp0001,10028,47.661249,-122.300612
Purp0001,10029,47.661241,-122.299282
Purp0001,10030,47.661227,-122.298962
Purp0001,10031,47.661208,-122.298704
Purp0001,10032,47.661189,-122.298527
Purp0001,10033,47.661154,-122.298434
Purp0001,10034,47.661105,-122.298384
Purp0001,10035,47.661072,-122.298270
Purp0001,10036,47.661040,-122.298144
Purp0001,10037,47.661095,-122.297880
Purp0001,10038,47.661139,-122.297608
Purp0001,10039,47.661161,-122.297329
Purp0001,10040,47.661170,-122.296906
Purp0001,10041,47.661182,-122.296799
Purp0001,10042,47.661209,-122.296665
Purp0001,10043,47.661209,-122.295929
Purp0001,10044,47.661224,-122.292848
Purp0001,10045,47.661213,-122.292411
Purp0001,10046,47.661123,-122.289221
Purp0001,10047,47.661120,-122.288979
Purp0001,10048,47.661141,-122.288485
Purp0001,10049,47.661175,-122.288205
Purp0001,10050,47.661212,-122.287962
Purp0001,10051,47.661277,-122.287607
Purp0001,10052,47.661374,-122.287180
Purp0001,10053,47.661449,-122.286974
Purp0001,10054,47.661565,-122.286672
Purp0001,10055,47.661702,-122.286388
Purp0001,10056,47.661836,-122.286133
Purp0001,10057,47.662044,-122.285822
Purp0001,10058,47.662229,-122.285606
Purp0001,10059,47.662435,-122.285380
Purp0001,10060,47.663027,-122.284773
Purp0001,10061,47.663209,-122.284498
Purp0001,10062,47.663674,-122.284002
Purp0001,10063,47.664037,-122.283616
Purp0001,10064,47.664443,-122.283217
Purp0001,10065,47.664392,-122.283080
Purp0001,10066,47.664348,-122.282969
Purp0001,10067,47.664295,-122.282888
Purp0001,10068,47.664213,-122.282803
Purp0001,10069,47.664175,-122.282852
Purp0001,10070,47.664079,-122.282952
Purp0001,10071,47.663936,-122.283004
Purp0001,10072,47.663813,-122.282984
Purp0001,10073,47.663667,-122.282970
Purp0001,10074,47.663560,-122.282973
Purp0001,10075,47.663542,-122.282965
Purp0002,10001,47.663542,-122.282965
Purp0002,10002,47.663493,-122.282945
Purp0002,10003,47.663430,-122.282971
Purp0002,10004,47.663365,-122.282929
Purp0002,10005,47.663355,-122.282858
Purp0002,10006,47.663369,-122.282756
Purp0002,10007,47.663428,-122.282714
Purp0002,10008,47.663490,-122.282754
Purp0002,10009,47.663517,-122.282846
Purp0002,10010,47.663510,-122.282924
Purp0002,10011,47.663493,-122.282945
Purp0002,10012,47.663560,-122.282973
Purp0002,10013,47.663667,-122.282970
Purp0002,10014,47.663813,-122.282984
Purp0002,10015,47.663936,-122.283004
Purp0002,10016,47.664079,-122.282952
Purp0002,10017,47.664175,-122.282852
Purp0002,10018,47.664213,-122.282803
Purp0002,10019,47.664295,-122.282888
Purp0002,10020,47.664348,-122.282969
Purp0002,10021,47.664392,-122.283080
Purp0002,10022,47.664443,-122.283217
Purp0002,10023,47.664496,-122.283345
Purp0002,10024,47.663791,-122.284083
Purp0002,10025,47.663271,-122.284630
Purp0002,10026,47.663027,-122.284773
Purp0002,10027,47.662435,-122.285380
Purp0002,10028,47.662229,-122.285606
Purp0002,10029,47.662044,-122.285822
Purp0002,10030,47.661836,-122.286133
Purp0002,10031,47.661702,-122.286388
Purp0002,10032,47.661565,-122.286672
Purp0002,10033,47.661449,-122.286974
Purp0002,10034,47.661374,-122.287180
Purp0002,10035,47.661277,-122.287607
Purp0002,10036,47.661212,-122.287962
Purp0002,10037,47.661175,-122.288205
Purp0002,10038,47.661141,-122.288485
Purp0002,10039,47.661120,-122.288979
Purp0002,10040,47.661123,-122.289221
Purp0002,10041,47.661213,-122.292411
Purp0002,10042,47.661224,-122.292848
Purp0002,10043,47.661209,-122.295929
Purp0002,10044,47.661209,-122.296665
Purp0002,10045,47.661250,-122.296827
Purp0002,10046,47.661256,-122.296978
Purp0002,10047,47.661253,-122.297193
Purp0002,10048,47.661275,-122.297435
Purp0002,10049,47.661273,-122.297765
Purp0002,10050,47.661268,-122.298587
Purp0002,10051,47.661263,-122.298974
Purp0002,10052,47.661241,-122.299282
Purp0002,10053,47.661249,-122.300612
Purp0002,10054,47.661249,-122.301909
Purp0002,10055,47.661252,-122.302033
Purp0002,10056,47.661253,-122.302503
Purp0002,10057,47.661197,-122.304625
Purp0002,10058,47.661256,-122.305473
Purp0002,10059,47.661257,-122.306528
Purp0002,10060,47.661258,-122.307245
Purp0002,10061,47.661258,-122.307807
Purp0002,10062,47.661259,-122.308381
Purp0002,10063,47.661259,-122.308952
Purp0002,10064,47.661259,-122.309512
Purp0002,10065,47.661260,-122.309723
Purp0002,10066,47.661260,-122.310278
Purp0002,10067,47.661261,-122.310857
Purp0002,10068,47.661262,-122.311423
Purp0002,10069,47.661263,-122.311964
Purp0002,10070,47.661267,-122.312563
Purp0002,10071,47.661269,-122.313130
Purp0002,10072,47.661273,-122.313689
Purp0002,10073,47.661277,-122.314286
Purp0002,10074,47.661281,-122.314860
Purp0002,10075,47.661284,-122.315443
Purp0002,10076,47.661288,-122.316009
Purp0002,10077,47.661292,-122.316579
Purp0002,10078,47.661294,-122.316925
Purp0002,10079,47.661296,-122.317140
Purp0002,10080,47.661299,-122.317638
Purp0002,10081,47.661166,-122.317707
Purp0002,10082,47.659850,-122.317742
Purp0002,10083,47.659847,-122.317473
Ylw0001,10001,47.663542,-122.282965
Ylw0001,10002,47.663493,-122.282945
Ylw0001,10003,47.663430,-122.282971
Ylw0001,10004,47.663365,-122.282929
Ylw0001,10005,47.663355,-122.282858
Ylw0001,10006,47.663369,-122.282756
Ylw0001,10007,47.663428,-122.282714
Ylw0001,10008,47.663490,-122.282754
Ylw0001,10009,47.663517,-122.282846
Ylw0001,10010,47.663510,-122.282924
Ylw0001,10011,47.663493,-122.282945
Ylw0001,10012,47.663560,-122.282973
Ylw0001,10013,47.663667,-122.282970
Ylw0001,10014,47.663813,-122.282984
Ylw0001,10015,47.663936,-122.283004
Ylw0001,10016,47.664079,-122.282952
Ylw0001,10017,47.664175,-122.282852
Ylw0001,10018,47.664213,-122.282803
Ylw0001,10019,47.664295,-122.282888
Ylw0001,10020,47.664348,-122.282969
Ylw0001,10021,47.664392,-122.283080
Ylw0001,10022,47.664443,-122.283217
Ylw0001,10023,47.664592,-122.283054
Ylw0001,10024,47.664886,-122.282751
Ylw0001,10025,47.665633,-122.281972
Ylw0001,10026,47.665940,-122.281664
Ylw0001,10027,47.666361,-122.281225
Ylw0001,10028,47.666784,-122.280782
Ylw0001,10029,47.667123,-122.280420
Ylw0001,10030,47.667613,-122.279914
Ylw0001,10031,47.667800,-122.279646
Ylw0001,10032,47.668016,-122.279227
Ylw0001,10033,47.668162,-122.278809
Ylw0001,10034,47.668252,-122.278422
Ylw0001,10035,47.668315,-122.277959
Ylw0001,10036,47.668352,-122.277367
Ylw0001,10037,47.668348,-122.276961
Ylw0001,10038,47.668325,-122.276624
Ylw0001,10039,47.668252,-122.275784
Ylw0001,10040,47.668207,-122.275249
Ylw0001,10041,47.668197,-122.274930
Ylw0001,10042,47.668212,-122.274593
Ylw0001,10043,47.668248,-122.274302
Ylw0001,10044,47.668278,-122.274114
Ylw0001,10045,47.668316,-122.273929
Ylw0001,10046,47.668349,-122.273781
Ylw0001,10047,47.668398,-122.273598
Ylw0001,10048,47.668459,-122.273411
Ylw0001,10049,47.668519,-122.273249
Ylw0001,10050,47.668612,-122.273040
Ylw0001,10051,47.668715,-122.272836
Ylw0001,10052,47.668775,-122.272725
Ylw0001,10053,47.669056,-122.272299
Ylw0001,10054,47.669402,-122.271797
Ylw0001,10055,47.669946,-122.271063
Ylw0001,10056,47.670015,-122.271171
Ylw0001,10057,47.670231,-122.271385
Ylw0001,10058,47.670719,-122.271126
Ylw0003,10001,47.670719,-122.271126
Ylw0003,10002,47.670760,-122.271105
Ylw0003,10003,47.671356,-122.270840
Ylw0003,10004,47.671668,-122.270583
Ylw0003,10005,47.671946,-122.270209
Ylw0003,10006,47.671677,-122.269788
Ylw0003,20001,47.671677,-122.269788
Ylw0003,20002,47.671359,-122.269291
Ylw0003,20003,47.670820,-122.270042
Ylw0003,20004,47.670015,-122.271171
Ylw0003,20005,47.668902,-122.272739
Ylw0003,20006,47.668766,-122.272977
Ylw0003,20007,47.668635,-122.273243
Ylw0003,20008,47.668478,-122.273651
Ylw0003,20009,47.668412,-122.273921
Ylw0003,20010,47.668363,-122.274149
Ylw0003,20011,47.668331,-122.274432
Ylw0003,20012,47.668304,-122.274784
Ylw0003,20013,47.668304,-122.275123
Ylw0003,20014,47.668359,-122.275768
Ylw0003,20015,47.668436,-122.276779
Ylw0003,20016,47.668449,-122.277100
Ylw0003,20017,47.668447,-122.277372
Ylw0003,20018,47.668440,-122.277697
Ylw0003,20019,47.668401,-122.278134
Ylw0003,20020,47.668339,-122.278536
Ylw0003,20021,47.668254,-122.278887
Ylw0003,20022,47.668161,-122.279158
Ylw0003,20023,47.668023,-122.279485
Ylw0003,20024,47.667876,-122.279741
Ylw0003,20025,47.667704,-122.279996
Ylw0003,20026,47.667480,-122.280241
Ylw0003,20027,47.667155,-122.280575
Ylw0003,20028,47.666841,-122.280909
Ylw0003,20029,47.666266,-122.281496
Ylw0003,20030,47.665799,-122.281983
Ylw0003,20031,47.665347,-122.282459
Ylw0003,20032,47.664888,-122.282921
Ylw0003,20033,47.664659,-122.283170
Ylw0003,20034,47.664496,-122.283345
Ylw0003,20035,47.664443,-122.283217
Ylw0003,20036,47.664392,-122.283080
Ylw0003,20037,47.664348,-122.282969
Ylw0003,20038,47.664295,-122.282888
Ylw0003,20039,47.664213,-122.282803
Ylw0003,20040,47.664175,-122.282852
Ylw0003,20041,47.664079,-122.282952
Ylw0003,20042,47.663936,-122.283004
Ylw0003,20043,47.663813,-122.282984
Ylw0003,20044,47.663667,-122.282970
Ylw0003,20045,47.663560,-122.282973
Ylw0003,20046,47.663542,-122.282965
